GEO_ID,StateTractCode,Latitude,Longitude
1400000US41035971800,41035971800,42.2227516,-121.7839871
1400000US41035971900,41035971900,42.2367475,-121.7864601
1400000US41035972000,41035972000,42.2621126,-121.7985975
1400000US41037960100,41037960100,42.8670655,-120.3777704
1400000US41037960200,41037960200,42.2038575,-120.5740951
1400000US41039000100,41039000100,44.0734403,-122.1591677
1400000US41039000200,41039000200,44.1771029,-122.7857863
1400000US41039000300,41039000300,44.1633412,-123.0606095
1400000US41039000402,41039000402,44.2006153,-123.357289
1400000US41039000403,41039000403,44.2440816,-123.2431955
1400000US41039000404,41039000404,44.2009216,-123.1814139
1400000US41039000500,41039000500,44.1237391,-123.7189477
1400000US41039000702,41039000702,43.9215514,-124.0582674
1400000US41039000705,41039000705,43.9893504,-124.1151001
1400000US41039000706,41039000706,44.0450377,-124.115242
1400000US41039000707,41039000707,43.9846465,-124.092723
1400000US41039000708,41039000708,44.1544204,-124.0018707
1400000US41039000800,41039000800,43.9078956,-123.4319743
1400000US41039000902,41039000902,44.0983335,-123.5055609
1400000US41039000903,41039000903,44.0440198,-123.3018872
1400000US41039000904,41039000904,44.0063531,-123.3536306
1400000US41039001001,41039001001,44.1141307,-123.2409389
1400000US41039001002,41039001002,43.9960571,-123.2180021
1400000US41039001101,41039001101,43.9563648,-123.0609741
1400000US41039001102,41039001102,43.8919649,-123.0217291
1400000US41039001201,41039001201,43.8591406,-123.0905683
1400000US41039001202,41039001202,43.7923861,-123.1244054
1400000US41039001301,41039001301,43.7853399,-122.9620089
1400000US41039001302,41039001302,43.7552193,-123.0319888
1400000US41039001400,41039001400,43.6214657,-122.7934176
1400000US41039001500,41039001500,43.7006365,-122.2891926
1400000US41039001600,41039001600,43.9259508,-122.6381927
1400000US41039001700,41039001700,43.9545597,-122.9359701
1400000US41039001801,41039001801,44.0310775,-122.8916629
1400000US41039001803,41039001803,44.0593746,-122.9303539
1400000US41039001804,41039001804,44.0535505,-122.8805911
1400000US41039001902,41039001902,44.0498877,-122.9747374
1400000US41039001903,41039001903,44.0519965,-122.9498591
1400000US41039001904,41039001904,44.0411098,-122.9436631
1400000US41039002001,41039002001,44.0718376,-122.9807742
1400000US41039002002,41039002002,44.0695113,-123.0071442
1400000US41039002101,41039002101,44.0869786,-123.0302245
1400000US41039002102,41039002102,44.0730162,-123.0387832
1400000US41039002201,41039002201,44.1086647,-123.0932894
1400000US41039002202,41039002202,44.102439,-123.0639744
1400000US41039002301,41039002301,44.1059908,-123.1114763
1400000US41039002302,41039002302,44.1231867,-123.1222792
1400000US41039002401,41039002401,44.1233896,-123.1627025
1400000US41039002403,41039002403,44.1080645,-123.1614455
1400000US41039002404,41039002404,44.1054553,-123.1390341
1400000US41039002501,41039002501,44.0984865,-123.190048
1400000US41039002503,41039002503,44.0774494,-123.1907336
1400000US41039002504,41039002504,44.0594465,-123.1904634
1400000US41039002600,41039002600,44.0842744,-123.1620817
1400000US41039002700,41039002700,44.0903082,-123.1441946
1400000US41039002800,41039002800,44.0898912,-123.1259335
