GEO_ID,,GEO_ID,id,Filter1,Filter2,Filter3,id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAME,,FIPS_CODE,fips_id,,,,Geographic Area Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NAME,Geographic Area Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRACT_NAME,tract_name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COUNTY,county_name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STATE,state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C03_013E,,S2802_C03_013E,"PE-Computer-Broadband-Households-Race_Hispanic_Latino-White alone, not Hispanic or Latino",COMPUTER,%BROADBAND,RACE,"Estimate!!With a computer!!Percent Broadband Internet Subscription!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C03_014E,,S2802_C03_014E,PE-Computer-Broadband-Households-EDUCATIONAL ATTAINMENT!!Household population 25 years and over,COMPUTER,%BROADBAND,EDUATTAIN,Estimate!!With a computer!!Percent Broadband Internet Subscription!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C03_015E,,S2802_C03_015E,PE-Computer-Broadband-Households-EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Less than high school graduate or equivalency,COMPUTER,%BROADBAND,EDUATTAIN,Estimate!!With a computer!!Percent Broadband Internet Subscription!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Less than high school graduate or equivalency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C03_016E,,S2802_C03_016E,"PE-Computer-Broadband-Households-EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!High school graduate (includes equivalency), some college or associate's degree",COMPUTER,%BROADBAND,EDUATTAIN,"Estimate!!With a computer!!Percent Broadband Internet Subscription!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!High school graduate (includes equivalency), some college or associate's degree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C03_017E,,S2802_C03_017E,PE-Computer-Broadband-Households-EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Bachelor's degree or higher,COMPUTER,%BROADBAND,EDUATTAIN,Estimate!!With a computer!!Percent Broadband Internet Subscription!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Bachelor's degree or higher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C04_001E,different,,,COMPUTER,NOINTERNET,none,Estimate!!With a computer!!Without an Internet Subscription!!Total population in households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C04_002E,different,,,COMPUTER,NOINTERNET,AGE,Estimate!!With a computer!!Without an Internet Subscription!!Total population in households!!AGE!!Under 18 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C04_003E,different,,,COMPUTER,NOINTERNET,AGE,Estimate!!With a computer!!Without an Internet Subscription!!Total population in households!!AGE!!18 to 64 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C04_004E,different,,,COMPUTER,NOINTERNET,AGE,Estimate!!With a computer!!Without an Internet Subscription!!Total population in households!!AGE!!65 years and over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C04_005E,,S2802_C04_005E,E-Computer-NoInternet-Households-Race_Hispanic_Latino-White alone,COMPUTER,NOINTERNET,RACE,Estimate!!With a computer!!Without an Internet Subscription!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C04_006E,,S2802_C04_006E,E-Computer-NoInternet-Households-Race_Hispanic_Latino-Black or African American alone,COMPUTER,NOINTERNET,RACE,Estimate!!With a computer!!Without an Internet Subscription!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C04_007E,,S2802_C04_007E,E-Computer-NoInternet-Households-Race_Hispanic_Latino-American Indian and Alaska Native alone,COMPUTER,NOINTERNET,RACE,Estimate!!With a computer!!Without an Internet Subscription!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C04_008E,,S2802_C04_008E,E-Computer-NoInternet-Households-Race_Hispanic_Latino-Asian alone,COMPUTER,NOINTERNET,RACE,Estimate!!With a computer!!Without an Internet Subscription!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C04_009E,,S2802_C04_009E,E-Computer-NoInternet-Households-Race_Hispanic_Latino-Native Hawaiian and Other Pacific Islander alone,COMPUTER,NOINTERNET,RACE,Estimate!!With a computer!!Without an Internet Subscription!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C04_010E,,S2802_C04_010E,E-Computer-NoInternet-Households-Race_Hispanic_Latino-Some other race alone,COMPUTER,NOINTERNET,RACE,Estimate!!With a computer!!Without an Internet Subscription!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C04_011E,,S2802_C04_011E,E-Computer-NoInternet-Households-Race_Hispanic_Latino-Two or more races,COMPUTER,NOINTERNET,RACE,Estimate!!With a computer!!Without an Internet Subscription!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C04_012E,,S2802_C04_012E,E-Computer-NoInternet-Households-Race_Hispanic_Latino-Hispanic or Latino origin (of any race),COMPUTER,NOINTERNET,RACE,Estimate!!With a computer!!Without an Internet Subscription!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C04_013E,,S2802_C04_013E,"E-Computer-NoInternet-Households-Race_Hispanic_Latino-White alone, not Hispanic or Latino",COMPUTER,NOINTERNET,RACE,"Estimate!!With a computer!!Without an Internet Subscription!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C04_014E,,S2802_C04_014E,E-Computer-NoInternet-Households-EDUCATIONAL ATTAINMENT!!Household population 25 years and over,COMPUTER,NOINTERNET,EDUATTAIN,Estimate!!With a computer!!Without an Internet Subscription!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C04_015E,,S2802_C04_015E,E-Computer-NoInternet-Households-EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Less than high school graduate or equivalency,COMPUTER,NOINTERNET,EDUATTAIN,Estimate!!With a computer!!Without an Internet Subscription!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Less than high school graduate or equivalency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C04_016E,,S2802_C04_016E,"E-Computer-NoInternet-Households-EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!High school graduate (includes equivalency), some college or associate's degree",COMPUTER,NOINTERNET,EDUATTAIN,"Estimate!!With a computer!!Without an Internet Subscription!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!High school graduate (includes equivalency), some college or associate's degree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C04_017E,,S2802_C04_017E,E-Computer-NoInternet-Households-EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Bachelor's degree or higher,COMPUTER,NOINTERNET,EDUATTAIN,Estimate!!With a computer!!Without an Internet Subscription!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Bachelor's degree or higher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C05_001E,different,,,COMPUTER,%NOINTERNET,none,Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C05_002E,different,,,COMPUTER,%NOINTERNET,AGE,Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!AGE!!Under 18 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C05_003E,different,,,COMPUTER,%NOINTERNET,AGE,Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!AGE!!18 to 64 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C05_004E,different,,,COMPUTER,%NOINTERNET,AGE,Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!AGE!!65 years and over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C05_005E,,S2802_C05_005E,PE-Computer-NoInternet-Households-Race_Hispanic_Latino-White alone,COMPUTER,%NOINTERNET,RACE,Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C05_006E,,S2802_C05_006E,PE-Computer-NoInternet-Households-Race_Hispanic_Latino-Black or African American alone,COMPUTER,%NOINTERNET,RACE,Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C05_007E,,S2802_C05_007E,PE-Computer-NoInternet-Households-Race_Hispanic_Latino-American Indian and Alaska Native alone,COMPUTER,%NOINTERNET,RACE,Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C05_008E,,S2802_C05_008E,PE-Computer-NoInternet-Households-Race_Hispanic_Latino-Asian alone,COMPUTER,%NOINTERNET,RACE,Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C05_009E,,S2802_C05_009E,PE-Computer-NoInternet-Households-Race_Hispanic_Latino-Native Hawaiian and Other Pacific Islander alone,COMPUTER,%NOINTERNET,RACE,Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C05_010E,,S2802_C05_010E,PE-Computer-NoInternet-Households-Race_Hispanic_Latino-Some other race alone,COMPUTER,%NOINTERNET,RACE,Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C05_011E,,S2802_C05_011E,PE-Computer-NoInternet-Households-Race_Hispanic_Latino-Two or more races,COMPUTER,%NOINTERNET,RACE,Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C05_012E,,S2802_C05_012E,PE-Computer-NoInternet-Households-Race_Hispanic_Latino-Hispanic or Latino origin (of any race),COMPUTER,%NOINTERNET,RACE,Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C05_013E,,S2802_C05_013E,"PE-Computer-NoInternet-Households-Race_Hispanic_Latino-White alone, not Hispanic or Latino",COMPUTER,%NOINTERNET,RACE,"Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C05_014E,,S2802_C05_014E,PE-Computer-NoInternet-Households-EDUCATIONAL ATTAINMENT!!Household population 25 years and over,COMPUTER,%NOINTERNET,EDUATTAIN,Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C05_015E,,S2802_C05_015E,PE-Computer-NoInternet-Households-EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Less than high school graduate or equivalency,COMPUTER,%NOINTERNET,EDUATTAIN,Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Less than high school graduate or equivalency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C05_016E,,S2802_C05_016E,"PE-Computer-NoInternet-Households-EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!High school graduate (includes equivalency), some college or associate's degree",COMPUTER,%NOINTERNET,EDUATTAIN,"Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!High school graduate (includes equivalency), some college or associate's degree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C05_017E,,S2802_C05_017E,PE-Computer-NoInternet-Households-EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Bachelor's degree or higher,COMPUTER,%NOINTERNET,EDUATTAIN,Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Bachelor's degree or higher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C06_001E,different,,,NOCOMP,none,none,Estimate!!No computer in household!!Total population in households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C06_002E,different,,,NOCOMP,AGE,none,Estimate!!No computer in household!!Total population in households!!AGE!!Under 18 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C06_003E,different,,,NOCOMP,AGE,none,Estimate!!No computer in household!!Total population in households!!AGE!!18 to 64 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C06_004E,different,,,NOCOMP,AGE,none,Estimate!!No computer in household!!Total population in households!!AGE!!65 years and over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C06_005E,,S2802_C06_005E,E-NoComputer-Households-Race_Hispanic_Latino-White alone,NOCOMP,RACE,none,Estimate!!No computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C06_006E,,S2802_C06_006E,E-NoComputer-Households-Race_Hispanic_Latino-Black or African American alone,NOCOMP,RACE,none,Estimate!!No computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C06_007E,,S2802_C06_007E,E-NoComputer-Households-Race_Hispanic_Latino-American Indian and Alaska Native alone,NOCOMP,RACE,none,Estimate!!No computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C06_008E,,S2802_C06_008E,E-NoComputer-Households-Race_Hispanic_Latino-Asian alone,NOCOMP,RACE,none,Estimate!!No computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C06_009E,,S2802_C06_009E,E-NoComputer-Households-Race_Hispanic_Latino-Native Hawaiian and Other Pacific Islander alone,NOCOMP,RACE,none,Estimate!!No computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C06_010E,,S2802_C06_010E,E-NoComputer-Households-Race_Hispanic_Latino-Some other race alone,NOCOMP,RACE,none,Estimate!!No computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C06_011E,,S2802_C06_011E,E-NoComputer-Households-Race_Hispanic_Latino-Two or more races,NOCOMP,RACE,none,Estimate!!No computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C06_012E,,S2802_C06_012E,E-NoComputer-Households-Race_Hispanic_Latino-Hispanic or Latino origin (of any race),NOCOMP,RACE,none,Estimate!!No computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C06_013E,,S2802_C06_013E,"E-NoComputer-Households-Race_Hispanic_Latino-White alone, not Hispanic or Latino",NOCOMP,RACE,none,"Estimate!!No computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C06_014E,,S2802_C06_014E,E-NoComputer-Households-EDUCATIONAL ATTAINMENT!!Household population 25 years and over,NOCOMP,EDUATTAIN,none,Estimate!!No computer in household!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2802_C06_015E,,S2802_C06_015E,E-NoComputer-Households-EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Less than high school graduate or equivalency,NOCOMP,EDUATTAIN,none,Estimate!!No computer in household!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Less than high school graduate or equivalency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
