"GEO_ID","NAME","B28004_001E","B28004_001M","B28004_002E","B28004_002M","B28004_003E","B28004_003M","B28004_004E","B28004_004M","B28004_005E","B28004_005M","B28004_006E","B28004_006M","B28004_007E","B28004_007M","B28004_008E","B28004_008M","B28004_009E","B28004_009M","B28004_010E","B28004_010M","B28004_011E","B28004_011M","B28004_012E","B28004_012M","B28004_013E","B28004_013M","B28004_014E","B28004_014M","B28004_015E","B28004_015M","B28004_016E","B28004_016M","B28004_017E","B28004_017M","B28004_018E","B28004_018M","B28004_019E","B28004_019M","B28004_020E","B28004_020M","B28004_021E","B28004_021M","B28004_022E","B28004_022M","B28004_023E","B28004_023M","B28004_024E","B28004_024M","B28004_025E","B28004_025M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Less than $10,000","Margin of Error!!Total!!Less than $10,000","Estimate!!Total!!Less than $10,000!!With dial-up Internet subscription alone","Margin of Error!!Total!!Less than $10,000!!With dial-up Internet subscription alone","Estimate!!Total!!Less than $10,000!!With a broadband Internet subscription","Margin of Error!!Total!!Less than $10,000!!With a broadband Internet subscription","Estimate!!Total!!Less than $10,000!!Without an Internet subscription","Margin of Error!!Total!!Less than $10,000!!Without an Internet subscription","Estimate!!Total!!$10,000 to $19,999","Margin of Error!!Total!!$10,000 to $19,999","Estimate!!Total!!$10,000 to $19,999!!With dial-up Internet subscription alone","Margin of Error!!Total!!$10,000 to $19,999!!With dial-up Internet subscription alone","Estimate!!Total!!$10,000 to $19,999!!With a broadband Internet subscription","Margin of Error!!Total!!$10,000 to $19,999!!With a broadband Internet subscription","Estimate!!Total!!$10,000 to $19,999!!Without an Internet subscription","Margin of Error!!Total!!$10,000 to $19,999!!Without an Internet subscription","Estimate!!Total!!$20,000 to $34,999","Margin of Error!!Total!!$20,000 to $34,999","Estimate!!Total!!$20,000 to $34,999!!With dial-up Internet subscription alone","Margin of Error!!Total!!$20,000 to $34,999!!With dial-up Internet subscription alone","Estimate!!Total!!$20,000 to $34,999!!With a broadband Internet subscription","Margin of Error!!Total!!$20,000 to $34,999!!With a broadband Internet subscription","Estimate!!Total!!$20,000 to $34,999!!Without an Internet subscription","Margin of Error!!Total!!$20,000 to $34,999!!Without an Internet subscription","Estimate!!Total!!$35,000 to $49,999","Margin of Error!!Total!!$35,000 to $49,999","Estimate!!Total!!$35,000 to $49,999!!With dial-up Internet subscription alone","Margin of Error!!Total!!$35,000 to $49,999!!With dial-up Internet subscription alone","Estimate!!Total!!$35,000 to $49,999!!With a broadband Internet subscription","Margin of Error!!Total!!$35,000 to $49,999!!With a broadband Internet subscription","Estimate!!Total!!$35,000 to $49,999!!Without an Internet subscription","Margin of Error!!Total!!$35,000 to $49,999!!Without an Internet subscription","Estimate!!Total!!$50,000 to $74,999","Margin of Error!!Total!!$50,000 to $74,999","Estimate!!Total!!$50,000 to $74,999!!With dial-up Internet subscription alone","Margin of Error!!Total!!$50,000 to $74,999!!With dial-up Internet subscription alone","Estimate!!Total!!$50,000 to $74,999!!With a broadband Internet subscription","Margin of Error!!Total!!$50,000 to $74,999!!With a broadband Internet subscription","Estimate!!Total!!$50,000 to $74,999!!Without an Internet subscription","Margin of Error!!Total!!$50,000 to $74,999!!Without an Internet subscription","Estimate!!Total!!$75,000 or more","Margin of Error!!Total!!$75,000 or more","Estimate!!Total!!$75,000 or more!!With dial-up Internet subscription alone","Margin of Error!!Total!!$75,000 or more!!With dial-up Internet subscription alone","Estimate!!Total!!$75,000 or more!!With a broadband Internet subscription","Margin of Error!!Total!!$75,000 or more!!With a broadband Internet subscription","Estimate!!Total!!$75,000 or more!!Without an Internet subscription","Margin of Error!!Total!!$75,000 or more!!Without an Internet subscription"
"1400000US41047010502","Census Tract 105.02, Marion County, Oregon","2488","207","138","97","0","17","122","96","16","27","212","114","0","17","122","81","90","85","176","78","0","17","144","74","32","35","347","136","14","22","312","129","21","34","484","138","0","17","437","137","47","73","1131","211","14","22","1022","194","95","69"
"1400000US41047001702","Census Tract 17.02, Marion County, Oregon","1718","115","36","29","0","17","25","23","11","17","251","102","0","17","123","81","128","73","298","104","0","17","176","77","122","79","203","90","11","17","130","70","62","58","413","111","12","20","352","105","49","44","517","104","0","17","477","107","40","42"
"1400000US41047000600","Census Tract 6, Marion County, Oregon","1920","205","134","72","0","12","76","54","58","53","224","107","0","12","166","105","58","51","374","143","0","12","291","137","83","68","388","129","0","12","347","110","41","66","212","93","0","12","184","88","28","33","588","190","0","12","485","182","103","79"
"1400000US41047000200","Census Tract 2, Marion County, Oregon","1292","85","147","78","0","12","127","75","20","30","241","81","0","12","154","71","87","52","215","85","0","12","161","72","54","48","176","71","7","11","131","65","38","35","178","59","0","12","171","61","7","11","335","74","0","12","335","74","0","12"
"1400000US41047000300","Census Tract 3, Marion County, Oregon","1943","110","215","93","0","12","115","61","100","72","377","104","0","12","229","79","148","83","385","114","0","12","313","110","72","43","342","99","9","14","280","97","53","51","217","75","0","12","183","72","34","38","407","98","9","14","366","92","32","37"
"1400000US41047001200","Census Tract 12, Marion County, Oregon","1664","115","62","36","0","12","51","32","11","17","171","65","12","18","85","49","74","43","221","70","0","12","194","72","27","26","315","77","10","15","232","74","73","46","291","90","19","29","250","79","22","25","604","95","0","12","583","93","21","18"
"1400000US41047000900","Census Tract 9, Marion County, Oregon","2210","171","212","117","0","17","168","96","44","68","295","132","0","17","166","102","129","101","484","165","0","17","381","155","103","84","428","142","0","17","368","129","60","62","341","158","0","17","341","158","0","17","450","138","7","22","443","133","0","17"
"1400000US41047001502","Census Tract 15.02, Marion County, Oregon","1764","95","80","70","0","17","80","70","0","17","197","84","0","17","154","76","43","34","262","89","0","17","245","88","17","16","210","79","0","17","148","70","62","52","377","99","0","17","367","99","10","15","638","131","0","17","609","127","29","28"
"1400000US41047002800","Census Tract 28, Marion County, Oregon","1519","121","45","29","0","12","27","22","18","21","79","58","0","12","61","53","18","21","228","84","0","12","177","69","51","55","140","58","0","12","140","58","0","12","264","90","0","12","245","90","19","20","763","105","0","12","743","108","20","21"
"1400000US41047010100","Census Tract 101, Marion County, Oregon","471","44","1","3","0","12","0","12","1","3","29","23","0","12","12","12","17","18","26","11","0","12","18","10","8","7","57","23","6","7","31","18","20","12","71","30","4","5","52","28","15","13","287","37","0","12","265","37","22","12"
"1400000US41047010600","Census Tract 106, Marion County, Oregon","1020","97","47","28","0","12","20","17","27","24","127","46","8","12","32","24","87","40","151","56","2","3","98","36","51","48","166","55","0","12","145","54","21","18","165","55","0","12","145","53","20","20","364","87","2","4","351","86","11","9"
"1400000US41047001300","Census Tract 13, Marion County, Oregon","1935","109","58","36","0","12","41","32","17","20","174","66","0","12","143","62","31","29","200","83","0","12","200","83","0","12","161","61","0","12","143","58","18","28","400","136","0","12","383","135","17","19","942","118","0","12","881","118","61","58"
"1400000US41047001501","Census Tract 15.01, Marion County, Oregon","1805","102","16","20","9","15","7","12","0","17","72","41","0","17","32","26","40","33","266","95","0","17","213","88","53","39","255","73","0","17","210","68","45","34","362","114","0","17","354","112","8","13","834","110","0","17","763","95","71","48"
"1400000US41059950600","Census Tract 9506, Umatilla County, Oregon","2343","215","286","140","0","17","121","72","165","122","316","120","0","17","192","97","124","75","356","168","13","22","325","164","18","29","287","118","0","17","243","112","44","48","391","152","0","17","322","139","69","44","707","173","0","17","615","161","92","83"
"1400000US41059950800","Census Tract 9508, Umatilla County, Oregon","2086","194","173","138","0","17","31","43","142","130","387","174","0","17","339","174","48","47","221","98","0","17","140","73","81","78","319","126","0","17","233","112","86","87","425","164","0","17","372","160","53","42","561","160","0","17","486","157","75","54"
"1400000US41059951000","Census Tract 9510, Umatilla County, Oregon","2388","153","394","177","0","17","250","143","144","112","245","110","0","17","115","61","130","92","290","131","0","17","201","107","89","93","332","129","0","17","223","99","109","91","488","167","0","17","445","150","43","36","639","203","0","17","639","203","0","17"
"1400000US41059951300","Census Tract 9513, Umatilla County, Oregon","1420","89","30","23","0","12","17","18","13","14","141","46","0","12","75","33","66","31","215","58","0","12","154","51","61","27","203","54","0","12","188","53","15","19","338","74","0","12","270","74","68","36","493","91","3","5","428","92","62","31"
"1400000US41059950100","Census Tract 9501, Umatilla County, Oregon","1647","122","34","26","0","12","17","19","17","18","166","69","0","12","65","35","101","61","272","84","10","15","177","70","85","41","179","55","0","12","147","48","32","24","363","96","6","10","271","79","86","59","633","107","0","12","538","98","95","63"
"1400000US41059951100","Census Tract 9511, Umatilla County, Oregon","2064","162","77","55","0","17","77","55","0","17","184","111","13","21","68","65","103","87","345","137","0","17","217","117","128","109","385","155","0","17","258","121","127","109","516","136","0","17","458","135","58","54","557","131","0","17","458","121","99","66"
"1400000US41059951200","Census Tract 9512, Umatilla County, Oregon","3157","185","132","89","0","17","72","66","60","51","189","99","0","17","117","80","72","60","546","177","12","19","410","153","124","91","434","154","0","17","406","153","28","31","776","213","0","17","638","200","138","99","1080","215","0","17","989","196","91","69"
"1400000US41047001602","Census Tract 16.02, Marion County, Oregon","3454","225","187","115","0","19","120","95","67","73","492","179","0","19","376","168","116","92","893","273","0","19","806","283","87","99","766","243","0","19","561","211","205","144","613","204","0","19","571","204","42","37","503","181","21","37","396","158","86","95"
"1400000US41047001802","Census Tract 18.02, Marion County, Oregon","2507","144","156","124","0","17","103","80","53","80","202","96","0","17","115","90","87","82","263","121","0","17","201","102","62","61","289","105","0","17","264","100","25","30","592","194","0","17","560","183","32","36","1005","196","0","17","996","194","9","14"
"1400000US41047002301","Census Tract 23.01, Marion County, Oregon","1250","85","9","13","0","12","9","13","0","12","26","27","0","12","26","27","0","12","186","81","0","12","178","79","8","14","97","44","0","12","89","39","8","12","414","92","0","12","388","95","26","24","518","102","0","12","509","102","9","15"
"1400000US41051003100","Census Tract 31, Multnomah County, Oregon","1909","98","98","55","0","17","39","35","59","45","49","32","0","17","32","26","17","19","100","51","0","17","91","47","9","14","133","52","8","14","106","46","19","20","314","119","0","17","305","118","9","14","1215","124","0","17","1169","127","46","33"
"1400000US41051004602","Census Tract 46.02, Multnomah County, Oregon","885","59","7","10","0","12","0","12","7","10","12","13","0","12","12","13","0","12","47","27","0","12","47","27","0","12","50","27","0","12","50","27","0","12","115","44","0","12","115","44","0","12","654","63","0","12","644","62","10","10"
"1400000US41051006900","Census Tract 69, Multnomah County, Oregon","1149","78","23","24","0","12","15","19","8","14","0","12","0","12","0","12","0","12","98","68","0","12","98","68","0","12","33","25","0","12","24","22","9","13","110","58","0","12","110","58","0","12","885","105","9","14","868","105","8","12"
"1400000US41051003000","Census Tract 30, Multnomah County, Oregon","1925","110","26","30","0","12","11","17","15","24","86","56","0","12","42","44","44","39","66","45","0","12","66","45","0","12","110","52","0","12","87","52","23","27","297","87","0","12","297","87","0","12","1340","142","0","12","1330","142","10","16"
"1400000US41051008301","Census Tract 83.01, Multnomah County, Oregon","1657","96","297","98","0","12","179","91","118","69","294","74","0","12","165","59","129","54","312","98","0","12","224","93","88","55","166","78","0","12","135","63","31","47","189","93","0","12","151","78","38","55","399","104","0","12","365","101","34","30"
"1400000US41051010001","Census Tract 100.01, Multnomah County, Oregon","2475","115","127","71","0","17","52","46","75","52","336","113","0","17","247","111","89","68","691","166","0","17","480","142","211","93","421","131","0","17","363","127","58","56","378","112","0","17","323","101","55","44","522","125","0","17","508","124","14","23"
"1400000US41051000401","Census Tract 4.01, Multnomah County, Oregon","1496","51","90","52","0","12","51","42","39","30","47","35","0","12","21","25","26","24","116","58","0","12","51","31","65","51","81","44","8","12","42","32","31","28","327","86","0","12","278","81","49","44","835","104","0","12","835","104","0","12"
"1400000US41051004101","Census Tract 41.01, Multnomah County, Oregon","2881","102","180","97","0","17","105","89","75","59","260","138","0","17","154","100","106","101","473","179","0","17","372","161","101","79","303","148","0","17","234","136","69","86","726","163","13","21","667","163","46","47","939","207","0","17","939","207","0","17"
"1400000US41053005300","Census Tract 53, Polk County, Oregon","3670","165","150","91","0","19","135","88","15","24","159","102","0","19","102","68","57","72","447","157","0","19","278","118","169","123","310","115","0","19","213","84","97","90","680","213","0","19","628","198","52","55","1924","201","0","19","1891","202","33","30"
"1400000US41053020202","Census Tract 202.02, Polk County, Oregon","2761","147","212","97","0","17","85","71","127","85","271","102","0","17","210","94","61","43","445","151","0","17","393","147","52","38","426","154","0","17","335","134","91","74","468","153","0","17","421","146","47","42","939","190","15","25","875","189","49","44"
"1400000US41053005201","Census Tract 52.01, Polk County, Oregon","3455","213","91","61","0","17","75","57","16","24","153","67","0","17","104","58","49","46","540","174","0","17","426","157","114","96","331","121","0","17","247","90","84","87","694","170","0","17","554","142","140","94","1646","200","0","17","1596","201","50","44"
"1400000US41053020204","Census Tract 202.04, Polk County, Oregon","1833","101","35","30","0","17","25","25","10","16","178","80","0","17","101","47","77","66","147","58","0","17","117","49","30","28","207","92","0","17","190","91","17","19","391","108","0","17","315","99","76","52","875","111","0","17","835","102","40","34"
"1400000US41053005100","Census Tract 51, Polk County, Oregon","882","85","98","55","0","12","47","33","51","47","157","54","0","12","129","53","28","23","180","71","0","12","159","66","21","22","100","46","0","12","66","39","34","28","190","63","0","12","177","61","13","13","157","67","0","12","110","40","47","51"
"1400000US41053020203","Census Tract 202.03, Polk County, Oregon","1082","93","86","67","0","12","64","56","22","36","160","72","0","12","129","63","31","40","250","96","8","13","214","95","28","22","165","83","0","12","144","81","21","22","171","64","7","11","164","63","0","12","250","80","0","12","217","69","33","30"
"1400000US41053020302","Census Tract 203.02, Polk County, Oregon","3359","209","185","108","0","19","144","97","41","48","171","94","0","19","97","61","74","77","571","149","0","19","390","133","181","96","596","182","0","19","516","180","80","50","833","228","15","23","789","219","29","34","1003","201","0","19","969","205","34","39"
"1400000US41053020400","Census Tract 204, Polk County, Oregon","2318","172","147","80","2","3","45","27","100","74","230","61","17","21","167","56","46","35","336","78","0","17","247","84","89","49","387","118","3","5","255","98","129","75","411","93","15","18","291","75","105","66","807","148","69","62","680","137","58","32"
"1400000US41005020100","Census Tract 201, Clackamas County, Oregon","1700","94","38","51","0","12","27","47","11","16","22","22","0","12","15","18","7","12","143","67","0","12","111","63","32","27","121","50","0","12","98","51","23","22","278","74","7","11","222","70","49","44","1098","104","16","19","1061","106","21","23"
"1400000US41005020302","Census Tract 203.02, Clackamas County, Oregon","1774","76","0","12","0","12","0","12","0","12","80","47","0","12","69","44","11","16","113","59","0","12","62","40","51","47","118","45","0","12","118","45","0","12","330","104","0","12","310","101","20","23","1133","109","0","12","1122","110","11","16"
"1400000US41005020900","Census Tract 209, Clackamas County, Oregon","1714","80","110","60","0","12","69","46","41","37","236","71","0","12","116","67","120","49","184","91","0","12","163","90","21","23","96","44","0","12","75","38","21","21","417","103","0","12","399","101","18","21","671","102","0","12","639","95","32","44"
"1400000US41005021602","Census Tract 216.02, Clackamas County, Oregon","1988","127","80","73","0","17","14","22","66","70","151","72","0","17","100","54","51","49","312","114","0","17","229","104","83","45","309","110","0","17","288","111","21","25","339","98","14","22","310","96","15","24","797","127","0","17","774","126","23","26"
"1400000US41005024200","Census Tract 242, Clackamas County, Oregon","2409","268","108","60","5","8","33","31","70","52","116","67","5","8","17","28","94","64","292","125","18","29","125","74","149","98","280","117","0","17","188","96","92","84","588","183","16","24","372","122","200","135","1025","182","0","17","867","179","158","80"
"1400000US41005021900","Census Tract 219, Clackamas County, Oregon","1418","102","106","67","0","12","55","39","51","55","81","54","0","12","69","51","12","18","240","97","0","12","190","82","50","54","140","67","0","12","121","62","19","23","361","100","0","12","323","95","38","31","490","126","0","12","479","124","11","18"
"1400000US41005022800","Census Tract 228, Clackamas County, Oregon","1995","129","57","37","0","12","29","30","28","31","182","89","0","12","180","89","2","4","235","97","14","23","191","93","30","29","197","91","0","12","183","89","14","22","409","142","0","12","337","112","72","79","915","157","0","12","885","157","30","35"
"1400000US41005023202","Census Tract 232.02, Clackamas County, Oregon","2618","117","76","57","0","17","62","51","14","24","30","35","0","17","16","26","14","22","312","137","0","17","284","135","28","31","211","101","15","24","162","90","34","34","316","106","0","17","289","108","27","32","1673","182","14","23","1558","187","101","86"
"1400000US41005021000","Census Tract 210, Clackamas County, Oregon","2013","88","106","68","0","12","23","22","83","64","202","74","0","12","109","61","93","44","184","80","0","12","129","60","55","43","195","71","0","12","171","67","24","24","373","104","0","12","364","102","9","13","953","127","0","12","880","118","73","56"
"1400000US41005021500","Census Tract 215, Clackamas County, Oregon","2056","134","106","70","0","12","34","38","72","58","164","105","0","12","133","99","31","35","217","120","0","12","150","112","67","56","183","121","0","12","77","70","106","102","377","128","0","12","267","105","110","87","1009","170","0","12","1009","170","0","12"
"1400000US41005021801","Census Tract 218.01, Clackamas County, Oregon","2248","59","12","18","0","17","12","18","0","17","14","21","0","17","14","21","0","17","201","102","0","17","145","98","56","51","203","113","0","17","203","113","0","17","390","139","0","17","374","137","16","26","1428","178","0","17","1322","168","106","101"
"1400000US41005022602","Census Tract 226.02, Clackamas County, Oregon","1661","62","10","15","0","12","10","15","0","12","35","26","0","12","35","26","0","12","124","59","0","12","106","57","18","21","156","65","0","12","146","66","10","14","257","92","0","12","239","88","18","23","1079","111","0","12","1068","111","11","17"
"1400000US41005022702","Census Tract 227.02, Clackamas County, Oregon","2674","195","53","51","0","17","17","32","36","41","116","93","0","17","116","93","0","17","240","119","0","17","197","119","43","43","174","89","0","17","159","84","15","25","255","94","0","17","255","94","0","17","1836","178","0","17","1828","178","8","18"
"1400000US41005021300","Census Tract 213, Clackamas County, Oregon","2374","112","49","47","0","17","49","47","0","17","91","62","0","17","59","48","32","36","285","97","15","23","177","71","93","55","385","140","0","17","296","95","89","94","525","177","0","17","525","177","0","17","1039","154","0","17","991","163","48","43"
"1400000US41005020401","Census Tract 204.01, Clackamas County, Oregon","2258","87","40","39","2","3","18","24","20","31","144","75","0","17","128","71","16","22","208","95","0","17","171","83","37","40","184","86","0","17","184","86","0","17","315","118","0","17","281","111","34","36","1367","126","0","17","1328","130","39","38"
"1400000US41005021100","Census Tract 211, Clackamas County, Oregon","2233","135","28","32","0","17","28","32","0","17","229","122","10","19","114","77","105","83","314","112","0","17","280","108","34","38","224","87","0","17","200","84","24","28","409","154","0","17","409","154","0","17","1029","174","0","17","990","175","39","39"
"1400000US41005021400","Census Tract 214, Clackamas County, Oregon","1968","137","83","61","0","12","83","61","0","12","62","51","0","12","54","50","8","12","238","116","0","12","156","74","82","83","268","99","0","12","231","90","37","34","434","135","0","12","418","137","16","26","883","137","0","12","865","137","18","18"
"1400000US41005022000","Census Tract 220, Clackamas County, Oregon","2452","166","95","62","0","17","50","46","45","43","159","84","0","17","107","73","52","47","327","152","0","17","208","129","119","71","205","109","16","25","116","67","73","88","498","157","0","17","452","155","46","42","1168","195","0","17","1156","194","12","19"
"1400000US41005023100","Census Tract 231, Clackamas County, Oregon","2356","136","82","94","0","17","27","32","55","79","101","57","0","17","86","55","15","26","115","63","0","17","99","57","16","26","364","128","0","17","290","103","74","77","361","124","0","17","318","116","43","35","1333","180","0","17","1206","188","127","83"
"1400000US41005023300","Census Tract 233, Clackamas County, Oregon","1850","94","39","33","0","17","30","29","9","15","58","50","0","17","49","48","9","15","184","74","0","17","144","67","40","32","144","71","0","17","74","39","70","57","300","78","10","15","216","62","74","52","1125","114","0","17","1033","123","92","52"
"1400000US41005020501","Census Tract 205.01, Clackamas County, Oregon","2735","124","109","85","43","66","66","55","0","17","196","117","0","17","132","96","64","52","169","91","0","17","135","83","34","37","243","111","0","17","212","101","31","35","319","111","0","17","263","93","56","69","1699","160","0","17","1677","163","22","35"
"1400000US41005020700","Census Tract 207, Clackamas County, Oregon","1467","85","46","46","0","12","46","46","0","12","70","39","10","15","50","35","10","15","121","56","0","12","63","36","58","46","109","51","0","12","109","51","0","12","222","75","0","12","212","72","10","16","899","88","0","12","870","83","29","25"
"1400000US41005022500","Census Tract 225, Clackamas County, Oregon","2983","135","158","104","0","17","115","82","43","66","237","143","0","17","166","122","71","62","378","136","0","17","281","109","97","83","262","121","0","17","233","112","29","33","679","209","0","17","537","179","142","108","1269","202","0","17","1127","199","142","91"
"1400000US41005023401","Census Tract 234.01, Clackamas County, Oregon","1804","105","76","57","0","17","24","26","52","52","147","68","0","17","81","56","66","52","222","80","0","17","155","68","67","50","256","103","0","17","164","78","92","72","236","91","0","17","185","67","51","54","867","121","11","18","834","119","22","26"
"1400000US41041951800","Census Tract 9518, Lincoln County, Oregon","1516","117","100","49","0","12","28","23","72","44","163","63","10","16","67","43","86","40","297","79","4","6","188","56","105","66","330","104","5","8","273","93","52","44","290","74","16","17","254","73","20","20","336","78","0","12","304","74","32","29"
"1400000US41041951700","Census Tract 9517, Lincoln County, Oregon","908","105","49","31","0","12","34","25","15","17","151","46","4","7","83","31","64","31","153","50","0","12","88","43","65","36","110","46","0","12","110","46","0","12","198","58","3","6","171","53","24","20","247","65","0","12","208","72","39","31"
"1400000US41041950400","Census Tract 9504, Lincoln County, Oregon","1745","137","143","74","0","12","111","67","32","27","273","86","0","12","154","64","119","70","524","123","0","12","401","115","123","67","247","87","0","12","239","87","8","12","355","94","0","12","288","84","67","55","203","61","0","12","180","57","23","20"
"1400000US41041950800","Census Tract 9508, Lincoln County, Oregon","1636","154","107","56","0","12","54","33","53","44","169","76","0","12","118","65","51","41","357","109","0","12","268","92","89","51","212","71","0","12","187","67","25","27","352","86","8","14","321","85","23","37","439","114","0","12","433","113","6","11"
"1400000US41041950100","Census Tract 9501, Lincoln County, Oregon","1357","89","132","64","0","12","59","40","73","59","151","74","0","12","93","62","58","35","328","128","0","12","268","104","60","58","193","57","7","11","166","54","20","24","226","101","0","12","193","91","33","38","327","111","0","12","291","103","36","45"
"1400000US41041951100","Census Tract 9511, Lincoln County, Oregon","777","84","65","40","0","12","51","34","14","24","99","48","0","12","87","48","12","13","142","62","0","12","99","47","43","38","117","56","0","12","111","56","6","9","88","40","0","12","73","37","15","16","266","61","0","12","242","57","24","28"
"1400000US41041951600","Census Tract 9516, Lincoln County, Oregon","1532","134","149","78","4","7","113","70","32","33","236","90","13","20","90","53","133","73","253","95","0","12","181","78","72","56","261","80","0","12","208","76","53","44","235","69","0","12","186","61","49","33","398","110","0","12","352","98","46","42"
"1400000US41041950900","Census Tract 9509, Lincoln County, Oregon","1502","117","42","33","0","12","18","20","24","26","259","103","0","12","195","80","64","50","213","106","0","12","186","104","27","40","190","85","0","12","146","76","44","38","313","106","0","12","303","105","10","17","485","115","8","13","457","115","20","23"
"1400000US41041951000","Census Tract 9510, Lincoln County, Oregon","891","103","94","49","0","12","63","42","31","27","131","48","0","12","90","38","41","21","232","67","5","9","143","45","84","51","97","37","0","12","71","25","26","26","164","64","0","12","120","48","44","40","173","57","0","12","158","53","15","22"
"1400000US41041951200","Census Tract 9512, Lincoln County, Oregon","1009","93","54","35","0","12","46","36","8","12","68","41","0","12","36","24","32","35","196","71","0","12","148","62","48","37","148","69","0","12","148","69","0","12","190","52","0","12","177","48","13","14","353","79","11","13","335","76","7","12"
"1400000US41041951400","Census Tract 9514, Lincoln County, Oregon","1172","107","49","30","0","12","39","30","10","16","225","72","12","19","126","55","87","47","100","66","0","12","51","43","49","41","144","80","0","12","124","76","20","24","309","111","0","12","244","92","65","67","345","100","0","12","321","99","24","22"
"1400000US41041951500","Census Tract 9515, Lincoln County, Oregon","1316","150","85","57","0","12","23","26","62","52","130","71","0","12","60","50","70","50","237","96","0","12","141","63","96","74","204","82","0","12","159","82","45","32","220","79","0","12","211","77","9","15","440","146","0","12","420","145","20","17"
"1400000US41041951300","Census Tract 9513, Lincoln County, Oregon","1007","88","54","45","0","12","20","23","34","39","84","50","0","12","53","39","31","28","168","74","8","13","110","60","50","39","221","78","0","12","164","66","57","46","157","67","0","12","147","65","10","14","323","79","0","12","306","77","17","19"
"1400000US41003000500","Census Tract 5, Benton County, Oregon","1384","99","83","42","0","12","51","35","32","27","107","50","9","14","56","44","42","25","74","47","0","12","49","35","25","35","104","48","0","12","84","40","20","22","218","84","0","12","175","71","43","43","798","116","0","12","759","116","39","27"
"1400000US41003000900","Census Tract 9, Benton County, Oregon","2432","121","302","143","0","17","266","136","36","46","184","99","0","17","161","95","23","26","165","76","0","17","165","76","0","17","267","126","0","17","212","95","55","86","274","103","0","17","274","103","0","17","1240","178","0","17","1217","179","23","28"
"1400000US41003001002","Census Tract 10.02, Benton County, Oregon","1312","82","75","42","0","12","68","37","7","12","186","77","7","10","158","71","21","24","206","84","0","12","158","60","48","49","96","50","8","12","74","48","14","22","204","65","0","12","198","66","6","11","545","105","0","12","530","103","15","17"
"1400000US41003001001","Census Tract 10.01, Benton County, Oregon","1727","107","173","70","0","12","138","62","35","42","292","86","5","9","242","83","45","31","348","117","0","12","319","115","29","27","207","94","0","12","207","94","0","12","283","86","0","12","244","76","39","38","424","105","0","12","415","103","9","13"
"1400000US41003001102","Census Tract 11.02, Benton County, Oregon","1778","167","339","121","0","12","259","110","80","60","332","113","0","12","279","95","53","65","393","144","0","12","321","134","72","72","160","87","0","12","149","83","11","17","250","95","0","12","250","95","0","12","304","99","0","12","232","86","72","56"
"1400000US41003010400","Census Tract 104, Benton County, Oregon","1491","109","42","28","0","12","16","17","26","23","112","66","0","12","55","44","57","56","192","59","9","14","93","45","90","43","251","86","0","12","187","75","64","41","272","91","0","12","248","88","24","23","622","88","5","6","606","90","11","14"
"1400000US41003010100","Census Tract 101, Benton County, Oregon","3427","208","58","43","0","17","58","43","0","17","194","111","0","17","169","107","25","28","240","98","0","17","205","94","35","34","436","168","0","17","369","161","67","65","500","138","0","17","462","137","38","37","1999","202","0","17","1983","204","16","19"
"1400000US41003000400","Census Tract 4, Benton County, Oregon","3313","191","174","89","0","17","174","89","0","17","125","69","0","17","111","60","14","22","370","157","0","17","356","155","14","23","325","109","0","17","276","102","49","48","587","169","0","17","561","167","26","30","1732","200","0","17","1690","195","42","38"
"1400000US41003000100","Census Tract 1, Benton County, Oregon","3208","153","88","50","0","17","73","53","15","24","351","142","13","20","338","140","0","17","555","178","0","17","502","174","53","36","455","154","0","17","437","150","18","28","505","169","0","17","416","141","89","93","1254","218","0","17","1223","215","31","33"
"1400000US41067030805","Census Tract 308.05, Washington County, Oregon","1767","79","43","46","0","12","32","43","11","16","181","82","0","12","144","73","37","30","309","95","8","13","264","93","37","27","231","83","0","12","201","74","30","48","215","91","0","12","215","91","0","12","788","108","0","12","782","107","6","11"
"1400000US41067030806","Census Tract 308.06, Washington County, Oregon","1083","50","21","17","0","12","13","15","8","13","56","43","0","12","43","38","13","19","119","60","0","12","55","45","64","49","97","43","0","12","92","42","5","8","150","47","0","12","140","49","10","11","640","72","0","12","618","74","22","23"
"1400000US41067031513","Census Tract 315.13, Washington County, Oregon","4121","137","66","53","0","19","66","53","0","19","137","100","0","19","137","100","0","19","193","119","0","19","173","116","20","34","211","94","0","19","211","94","0","19","245","96","0","19","245","96","0","19","3269","186","18","29","3199","189","52","41"
"1400000US41067031514","Census Tract 315.14, Washington County, Oregon","2703","132","40","45","0","17","18","30","22","36","126","86","0","17","69","55","57","65","185","94","0","17","120","75","65","56","252","103","0","17","222","92","30","33","258","115","0","17","238","110","20","31","1842","205","0","17","1777","198","65","53"
"1400000US41067031617","Census Tract 316.17, Washington County, Oregon","2428","136","86","97","0","17","86","97","0","17","14","21","0","17","0","17","14","21","136","86","0","17","136","86","0","17","196","84","0","17","176","75","20","33","486","156","0","17","444","133","42","66","1510","202","0","17","1357","186","153","113"
"1400000US41067031614","Census Tract 316.14, Washington County, Oregon","1832","75","58","48","0","17","58","48","0","17","44","30","0","17","37","28","7","10","183","84","0","17","173","86","10","16","125","58","0","17","119","59","6","9","430","93","0","17","373","82","57","44","992","122","0","17","974","121","18","20"
