"GEO_ID","NAME","B28004_001E","B28004_001M","B28004_002E","B28004_002M","B28004_003E","B28004_003M","B28004_004E","B28004_004M","B28004_005E","B28004_005M","B28004_006E","B28004_006M","B28004_007E","B28004_007M","B28004_008E","B28004_008M","B28004_009E","B28004_009M","B28004_010E","B28004_010M","B28004_011E","B28004_011M","B28004_012E","B28004_012M","B28004_013E","B28004_013M","B28004_014E","B28004_014M","B28004_015E","B28004_015M","B28004_016E","B28004_016M","B28004_017E","B28004_017M","B28004_018E","B28004_018M","B28004_019E","B28004_019M","B28004_020E","B28004_020M","B28004_021E","B28004_021M","B28004_022E","B28004_022M","B28004_023E","B28004_023M","B28004_024E","B28004_024M","B28004_025E","B28004_025M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Less than $10,000","Margin of Error!!Total!!Less than $10,000","Estimate!!Total!!Less than $10,000!!With dial-up Internet subscription alone","Margin of Error!!Total!!Less than $10,000!!With dial-up Internet subscription alone","Estimate!!Total!!Less than $10,000!!With a broadband Internet subscription","Margin of Error!!Total!!Less than $10,000!!With a broadband Internet subscription","Estimate!!Total!!Less than $10,000!!Without an Internet subscription","Margin of Error!!Total!!Less than $10,000!!Without an Internet subscription","Estimate!!Total!!$10,000 to $19,999","Margin of Error!!Total!!$10,000 to $19,999","Estimate!!Total!!$10,000 to $19,999!!With dial-up Internet subscription alone","Margin of Error!!Total!!$10,000 to $19,999!!With dial-up Internet subscription alone","Estimate!!Total!!$10,000 to $19,999!!With a broadband Internet subscription","Margin of Error!!Total!!$10,000 to $19,999!!With a broadband Internet subscription","Estimate!!Total!!$10,000 to $19,999!!Without an Internet subscription","Margin of Error!!Total!!$10,000 to $19,999!!Without an Internet subscription","Estimate!!Total!!$20,000 to $34,999","Margin of Error!!Total!!$20,000 to $34,999","Estimate!!Total!!$20,000 to $34,999!!With dial-up Internet subscription alone","Margin of Error!!Total!!$20,000 to $34,999!!With dial-up Internet subscription alone","Estimate!!Total!!$20,000 to $34,999!!With a broadband Internet subscription","Margin of Error!!Total!!$20,000 to $34,999!!With a broadband Internet subscription","Estimate!!Total!!$20,000 to $34,999!!Without an Internet subscription","Margin of Error!!Total!!$20,000 to $34,999!!Without an Internet subscription","Estimate!!Total!!$35,000 to $49,999","Margin of Error!!Total!!$35,000 to $49,999","Estimate!!Total!!$35,000 to $49,999!!With dial-up Internet subscription alone","Margin of Error!!Total!!$35,000 to $49,999!!With dial-up Internet subscription alone","Estimate!!Total!!$35,000 to $49,999!!With a broadband Internet subscription","Margin of Error!!Total!!$35,000 to $49,999!!With a broadband Internet subscription","Estimate!!Total!!$35,000 to $49,999!!Without an Internet subscription","Margin of Error!!Total!!$35,000 to $49,999!!Without an Internet subscription","Estimate!!Total!!$50,000 to $74,999","Margin of Error!!Total!!$50,000 to $74,999","Estimate!!Total!!$50,000 to $74,999!!With dial-up Internet subscription alone","Margin of Error!!Total!!$50,000 to $74,999!!With dial-up Internet subscription alone","Estimate!!Total!!$50,000 to $74,999!!With a broadband Internet subscription","Margin of Error!!Total!!$50,000 to $74,999!!With a broadband Internet subscription","Estimate!!Total!!$50,000 to $74,999!!Without an Internet subscription","Margin of Error!!Total!!$50,000 to $74,999!!Without an Internet subscription","Estimate!!Total!!$75,000 or more","Margin of Error!!Total!!$75,000 or more","Estimate!!Total!!$75,000 or more!!With dial-up Internet subscription alone","Margin of Error!!Total!!$75,000 or more!!With dial-up Internet subscription alone","Estimate!!Total!!$75,000 or more!!With a broadband Internet subscription","Margin of Error!!Total!!$75,000 or more!!With a broadband Internet subscription","Estimate!!Total!!$75,000 or more!!Without an Internet subscription","Margin of Error!!Total!!$75,000 or more!!Without an Internet subscription"
"1400000US41047002102","Census Tract 21.02, Marion County, Oregon","2526","152","70","48","0","17","70","48","0","17","225","114","0","17","153","111","72","59","396","170","0","17","386","168","10","16","395","169","16","27","344","151","35","52","381","141","0","17","349","139","32","44","1059","186","18","31","1009","184","32","36"
"1400000US41047002201","Census Tract 22.01, Marion County, Oregon","845","59","14","16","0","12","9","13","5","8","78","30","0","12","66","27","12","23","46","24","0","12","33","20","13","12","77","37","0","12","54","27","23","27","161","48","0","12","124","34","37","33","469","54","0","12","436","55","33","34"
"1400000US41047002202","Census Tract 22.02, Marion County, Oregon","2635","99","130","85","0","17","61","49","69","70","157","92","0","17","107","69","50","66","277","107","0","17","200","85","77","76","268","106","0","17","239","105","29","33","480","149","0","17","432","140","48","77","1323","167","14","23","1197","159","112","73"
"1400000US41047002303","Census Tract 23.03, Marion County, Oregon","2810","168","129","86","0","17","97","70","32","53","162","92","0","17","149","88","13","21","312","146","11","18","240","124","61","69","544","192","12","20","480","169","52","70","648","188","0","17","571","180","77","54","1015","187","11","18","895","177","109","91"
"1400000US41047002304","Census Tract 23.04, Marion County, Oregon","2540","139","114","75","0","17","94","70","20","30","133","108","0","17","133","108","0","17","288","152","0","17","271","149","17","28","234","111","0","17","215","103","19","31","589","175","0","17","571","174","18","27","1182","189","0","17","1167","181","15","23"
"1400000US41047002501","Census Tract 25.01, Marion County, Oregon","3504","173","69","48","0","17","69","48","0","17","195","122","0","17","146","117","49","48","323","113","53","62","153","78","117","69","459","145","0","17","384","132","75","55","676","149","31","34","590","150","55","44","1782","204","16","25","1681","191","85","60"
"1400000US41047002502","Census Tract 25.02, Marion County, Oregon","2046","82","151","73","0","17","130","83","21","26","130","61","0","17","46","33","84","53","281","90","0","17","207","92","74","49","326","97","0","17","277","78","49","51","518","128","0","17","440","112","78","78","640","129","0","17","569","117","71","62"
"1400000US41047010201","Census Tract 102.01, Marion County, Oregon","997","100","22","20","0","12","13","16","9","15","30","27","0","12","20","19","10","16","100","36","0","12","94","35","6","7","147","79","0","12","129","77","18","19","227","60","2","3","222","60","3","4","471","96","14","18","427","93","30","23"
"1400000US41047010202","Census Tract 102.02, Marion County, Oregon","2579","162","40","35","0","17","27","21","13","21","111","55","0","17","51","29","60","47","495","157","0","17","428","150","67","38","508","130","0","17","337","116","171","80","505","120","0","17","456","103","49","45","920","146","7","11","854","138","59","42"
"1400000US41047010306","Census Tract 103.06, Marion County, Oregon","2924","180","172","133","0","19","59","75","113","111","390","161","0","19","173","115","217","109","583","196","0","19","426","167","157","85","555","190","0","19","407","191","148","102","582","233","0","19","424","160","158","142","642","201","0","19","642","201","0","19"
"1400000US41047010307","Census Tract 103.07, Marion County, Oregon","2525","210","98","62","0","17","81","57","17","27","194","89","0","17","83","61","111","65","497","164","0","17","413","159","84","63","641","180","0","17","389","116","252","168","394","128","0","17","310","117","84","56","701","147","0","17","669","154","32","37"
"1400000US41051002203","Census Tract 22.03, Multnomah County, Oregon","1843","107","145","72","0","12","109","57","36","46","210","79","0","12","155","71","55","36","203","89","0","12","145","75","58","63","221","88","0","12","168","75","53","52","275","84","0","12","255","86","20","24","789","111","0","12","770","113","19","20"
"1400000US41051002303","Census Tract 23.03, Multnomah County, Oregon","1509","117","195","88","0","12","96","57","99","73","135","77","0","12","45","33","90","73","227","86","0","12","104","55","123","71","208","81","0","12","108","56","100","60","277","87","0","12","257","85","20","23","467","108","0","12","392","92","75","49"
"1400000US41051006403","Census Tract 64.03, Multnomah County, Oregon","1721","100","28","23","0","12","28","23","0","12","191","93","0","12","135","74","56","58","276","107","0","12","195","92","81","71","183","77","0","12","174","75","9","15","255","97","0","12","202","75","53","54","788","93","11","18","743","92","34","44"
"1400000US41051006404","Census Tract 64.04, Multnomah County, Oregon","1720","126","79","42","0","12","63","38","16","18","75","44","0","12","59","45","16","18","163","66","0","12","127","49","36","35","177","79","0","12","160","77","17","19","237","65","0","12","213","61","24","21","989","121","0","12","924","108","65","48"
"1400000US41051009904","Census Tract 99.04, Multnomah County, Oregon","1346","98","106","56","0","12","38","26","68","52","47","28","0","12","47","28","0","12","261","95","0","12","142","55","119","77","121","52","0","12","114","51","7","11","237","78","0","12","208","74","29","25","574","97","0","12","574","97","0","12"
"1400000US41051009905","Census Tract 99.05, Multnomah County, Oregon","1207","73","21","22","0","12","10","16","11","16","28","25","0","12","28","25","0","12","110","50","0","12","101","46","9","15","250","84","0","12","250","84","0","12","194","62","0","12","170","61","24","19","604","104","0","12","569","103","35","52"
"1400000US41051009906","Census Tract 99.06, Multnomah County, Oregon","1296","68","25","31","0","12","5","8","20","30","29","24","0","12","21","21","8","12","141","61","0","12","113","52","28","28","155","79","0","12","147","80","8","12","267","81","0","12","244","83","23","21","679","92","0","12","652","91","27","31"
"1400000US41051009907","Census Tract 99.07, Multnomah County, Oregon","1992","113","113","60","0","17","56","43","57","53","106","72","0","17","27","24","79","68","225","83","0","17","193","79","32","22","226","94","0","17","191","88","35","32","376","105","0","17","352","103","24","26","946","120","0","17","937","118","9","15"
"1400000US41051010410","Census Tract 104.10, Multnomah County, Oregon","1704","143","107","43","0","12","66","38","41","32","274","117","0","12","150","87","124","94","234","86","0","12","152","64","82","67","266","110","0","12","201","102","65","54","414","119","0","12","382","114","32","28","409","135","0","12","399","133","10","16"
"1400000US41051010411","Census Tract 104.11, Multnomah County, Oregon","1266","75","119","74","0","12","111","71","8","13","107","62","0","12","62","47","45","41","215","79","0","12","103","52","112","56","244","76","0","12","163","64","81","57","263","78","0","12","246","76","17","20","318","96","0","12","256","86","62","64"
"1400000US41051010600","Census Tract 106, Multnomah County, Oregon","2080","110","764","142","0","12","266","107","498","138","448","136","19","22","188","73","241","123","383","112","0","12","263","103","120","56","148","85","0","12","126","82","22","25","40","31","0","12","40","31","0","12","297","80","0","12","285","77","12","18"
"1400000US41051980000","Census Tract 9800, Multnomah County, Oregon","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US41053020303","Census Tract 203.03, Polk County, Oregon","1457","109","220","100","0","12","184","93","36","54","200","104","0","12","159","93","41","46","278","121","0","12","244","119","34","32","228","87","0","12","170","86","58","51","247","82","0","12","196","63","51","51","284","70","14","21","261","67","9","14"
"1400000US41053020304","Census Tract 203.04, Polk County, Oregon","2611","164","402","163","0","17","217","104","185","108","358","162","0","17","319","157","39","37","466","162","0","17","423","146","43","49","314","122","0","17","273","111","41","64","419","137","45","56","332","119","42","39","652","146","11","17","641","145","0","17"
"1400000US41053020500","Census Tract 205, Polk County, Oregon","2450","184","146","88","0","17","74","57","72","83","244","118","0","17","134","85","110","88","190","71","15","22","103","59","72","44","187","101","15","23","115","65","57","75","409","124","15","24","327","106","67","53","1274","155","0","17","1177","161","97","70"
"1400000US41057990100","Census Tract 9901, Tillamook County, Oregon","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US41059940000","Census Tract 9400, Umatilla County, Oregon","1010","85","75","24","0","12","36","14","39","18","112","30","0","12","51","20","61","23","182","41","0","12","103","31","79","22","100","23","0","12","73","21","27","16","145","30","0","12","108","28","37","14","396","52","4","5","322","44","70","26"
"1400000US41067030101","Census Tract 301.01, Washington County, Oregon","4010","197","146","102","0","17","136","101","10","17","225","116","0","17","117","69","108","95","477","157","0","17","413","136","64","58","470","170","0","17","288","127","182","102","479","130","0","17","431","124","48","44","2213","233","0","17","2198","235","15","22"
"1400000US41067030102","Census Tract 301.02, Washington County, Oregon","3081","59","86","69","0","17","67","61","19","29","30","37","0","17","30","37","0","17","134","90","0","17","120","87","14","22","200","105","0","17","200","105","0","17","598","194","0","17","481","169","117","67","2033","183","0","17","2016","184","17","26"
"1400000US41005024400","Census Tract 244, Clackamas County, Oregon","3275","192","88","65","0","17","51","49","37","42","123","64","0","17","105","61","18","30","380","117","0","17","287","108","93","79","373","125","0","17","298","107","75","74","962","181","0","17","820","175","142","114","1349","228","0","17","1263","241","86","76"
"1400000US41029003001","Census Tract 30.01, Jackson County, Oregon","1779","100","147","76","0","12","116","71","31","27","179","75","0","12","110","48","69","56","271","88","0","12","218","83","53","37","296","99","0","12","253","92","43","53","406","99","0","12","358","99","48","40","480","93","0","12","480","93","0","12"
"1400000US41029000601","Census Tract 6.01, Jackson County, Oregon","2672","129","12","20","0","17","12","20","0","17","183","87","0","17","155","78","28","31","247","106","0","17","151","84","96","63","238","100","0","17","144","71","94","83","573","160","0","17","509","148","64","52","1419","182","19","30","1341","199","59","69"
"1400000US41029001200","Census Tract 12, Jackson County, Oregon","1567","104","51","37","0","12","21","24","30","30","91","48","0","12","63","38","28","26","199","82","0","12","171","82","28","24","452","124","0","12","374","124","78","51","360","96","0","12","335","92","25","23","414","100","0","12","414","100","0","12"
"1400000US41029003002","Census Tract 30.02, Jackson County, Oregon","1919","169","98","82","0","12","87","79","11","18","193","125","0","12","135","107","58","63","322","123","0","12","261","117","61","48","112","79","0","12","84","71","28","30","375","171","13","20","239","107","123","121","819","154","0","12","770","147","49","38"
"1400000US41029002500","Census Tract 25, Jackson County, Oregon","1039","121","35","29","0","12","15","21","20","20","66","36","0","12","38","27","28","27","131","51","0","12","119","49","12","18","38","31","12","18","13","12","13","15","167","73","7","13","149","70","11","15","602","105","11","16","538","93","53","35"
"1400000US41029000602","Census Tract 6.02, Jackson County, Oregon","2914","146","224","113","0","17","112","71","112","90","387","128","0","17","147","101","240","132","549","173","16","26","453","169","80","55","357","130","0","17","286","112","71","77","515","134","0","17","441","122","74","54","882","140","0","17","810","135","72","51"
"1400000US41029000201","Census Tract 2.01, Jackson County, Oregon","1462","116","248","116","0","12","150","85","98","94","260","98","0","12","154","70","106","72","322","139","0","12","247","123","75","64","298","118","0","12","261","109","37","46","188","79","0","12","167","78","21","23","146","50","0","12","113","46","33","40"
"1400000US41029000900","Census Tract 9, Jackson County, Oregon","3391","215","158","106","0","17","110","98","48","42","372","171","0","17","296","155","76","64","448","163","0","17","265","117","183","127","353","133","0","17","294","124","59","41","718","220","15","24","626","206","77","103","1342","208","0","17","1312","209","30","33"
"1400000US41029001400","Census Tract 14, Jackson County, Oregon","4409","432","154","142","0","19","26","47","128","134","329","173","0","19","249","162","80","78","559","225","0","19","377","185","182","151","626","280","0","19","569","270","57","69","877","297","26","42","772","285","79","73","1864","400","0","19","1687","343","177","174"
"1400000US41029002300","Census Tract 23, Jackson County, Oregon","685","66","40","27","0","12","36","24","4","7","46","29","0","12","42","28","4","6","90","32","4","7","64","31","22","18","84","33","4","6","58","26","22","27","134","40","6","9","117","38","11","11","291","63","0","12","280","62","11","11"
"1400000US41029001500","Census Tract 15, Jackson County, Oregon","2249","241","116","85","0","17","116","85","0","17","298","154","0","17","65","50","233","146","244","134","0","17","223","127","21","35","222","102","0","17","180","97","42","46","441","175","0","17","414","164","27","42","928","177","0","17","854","147","74","96"
"1400000US41029002400","Census Tract 24, Jackson County, Oregon","747","79","28","31","0","12","13","21","15","24","50","29","0","12","30","23","20","18","132","46","0","12","107","43","25","20","93","39","0","12","75","34","18","16","137","46","11","12","115","41","11","12","307","56","0","12","289","54","18","21"
"1400000US41029002700","Census Tract 27, Jackson County, Oregon","3234","226","184","116","0","17","82","85","102","84","410","191","0","17","151","122","259","148","662","211","0","17","391","151","271","162","382","186","0","17","356","180","26","32","687","212","68","103","582","187","37","40","909","214","0","17","858","216","51","58"
"1400000US41029001100","Census Tract 11, Jackson County, Oregon","2026","185","100","66","0","17","61","57","39","38","107","77","0","17","78","62","29","42","384","164","0","17","211","120","173","125","309","141","0","17","284","142","25","43","365","130","0","17","365","130","0","17","761","175","0","17","751","175","10","18"
"1400000US41029001301","Census Tract 13.01, Jackson County, Oregon","1587","117","86","80","10","16","20","22","56","73","203","78","21","23","124","73","58","53","172","78","0","17","154","76","18","15","215","84","0","17","192","73","23","37","422","129","8","13","397","128","17","19","489","123","10","15","424","110","55","62"
"1400000US41029002100","Census Tract 21, Jackson County, Oregon","1717","121","77","47","0","12","67","44","10","15","226","89","0","12","226","89","0","12","260","85","0","12","225","80","35","34","267","95","0","12","232","87","35","42","221","73","0","12","188","65","33","29","666","129","0","12","656","128","10","16"
"1400000US41029002900","Census Tract 29, Jackson County, Oregon","3343","185","206","121","0","17","78","78","128","95","386","108","0","17","197","80","189","82","483","143","0","17","330","130","153","66","484","152","16","24","348","133","120","78","831","214","6","9","747","209","78","85","953","193","0","17","926","191","27","31"
"1400000US41029001800","Census Tract 18, Jackson County, Oregon","4053","221","460","196","0","17","319","175","141","136","479","148","0","17","293","130","186","99","485","183","0","17","471","180","14","23","466","161","0","17","451","161","15","24","720","152","0","17","649","141","71","53","1443","228","0","17","1402","225","41","38"
"1400000US41003000600","Census Tract 6, Benton County, Oregon","2164","132","173","95","0","12","142","79","31","37","356","159","0","12","275","147","81","82","579","174","0","12","428","154","151","107","240","99","0","12","175","87","65","52","344","110","0","12","310","103","34","42","472","160","0","12","379","142","93","83"
"1400000US41003010300","Census Tract 103, Benton County, Oregon","1338","96","72","41","0","12","30","25","42","32","76","36","3","5","47","33","26","21","154","66","0","12","140","65","14","14","121","47","0","12","98","41","23","30","330","91","9","14","300","86","21","21","585","102","8","13","498","96","79","54"
"1400000US41003010200","Census Tract 102, Benton County, Oregon","1657","131","16","18","0","12","16","18","0","12","141","73","0","12","108","69","33","26","171","66","0","12","135","62","36","26","228","69","8","13","189","66","31","27","326","72","20","20","306","77","0","12","775","100","0","12","755","98","20","17"
"1400000US41003001101","Census Tract 11.01, Benton County, Oregon","1367","118","353","96","0","12","290","88","63","53","244","95","0","12","235","92","9","14","342","105","17","26","293","100","32","24","108","58","0","12","76","46","32","39","113","56","0","12","75","40","38","39","207","83","0","12","150","68","57","52"
"1400000US41009970200","Census Tract 9702, Columbia County, Oregon","2503","157","267","128","0","17","113","73","154","97","251","98","0","17","134","70","117","70","385","150","0","17","284","133","101","58","378","126","0","17","243","88","135","85","511","166","12","19","384","136","115","92","711","164","0","17","639","166","72","62"
"1400000US41009970800","Census Tract 9708, Columbia County, Oregon","2782","192","348","147","0","17","229","138","119","85","261","106","0","17","234","100","27","31","468","166","0","17","238","131","230","126","355","154","0","17","306","139","49","60","402","118","0","17","402","118","0","17","948","170","0","17","890","175","58","54"
"1400000US41009970300","Census Tract 9703, Columbia County, Oregon","1733","111","67","42","0","12","67","42","0","12","158","71","0","12","74","46","84","57","347","87","5","9","254","75","88","52","148","64","11","12","124","60","13","14","424","106","8","12","344","96","72","42","589","116","0","12","529","112","60","46"
"1400000US41009970400","Census Tract 9704, Columbia County, Oregon","968","74","65","43","0","12","58","41","7","11","74","42","7","11","39","32","28","21","123","49","0","12","90","47","33","24","128","50","0","12","121","48","7","11","226","77","7","13","200","75","19","17","352","74","8","12","311","67","33","36"
"1400000US41009970700","Census Tract 9707, Columbia County, Oregon","1597","126","94","52","0","12","54","39","40","33","181","85","0","12","103","69","78","58","262","82","0","12","201","77","61","37","276","89","0","12","265","89","11","18","333","89","0","12","295","78","38","31","451","103","0","12","436","99","15","17"
"1400000US41009971000","Census Tract 9710, Columbia County, Oregon","1821","123","59","45","0","12","41","40","18","21","130","67","0","12","106","60","24","26","196","103","0","12","151","91","45","43","223","90","11","16","181","75","31","39","293","81","10","17","234","70","49","34","920","133","17","19","862","132","41","33"
"1400000US41009970500","Census Tract 9705, Columbia County, Oregon","2522","126","43","35","6","9","37","32","0","17","144","90","0","17","119","86","25","23","387","137","0","17","251","103","136","97","236","85","0","17","142","62","94","63","502","126","5","9","449","117","48","44","1210","190","41","44","1146","188","23","30"
"1400000US41009971100","Census Tract 9711, Columbia County, Oregon","1295","114","50","27","0","12","31","23","19","17","94","49","9","14","49","41","36","25","189","62","0","12","127","47","62","38","228","80","0","12","171","62","57","46","262","80","0","12","233","81","29","22","472","96","0","12","438","97","34","25"
"1400000US41009970600","Census Tract 9706, Columbia County, Oregon","2036","182","90","60","0","17","50","58","40","37","14","22","0","17","14","22","0","17","205","102","0","17","133","86","72","71","314","120","0","17","279","115","35","30","406","116","0","17","347","123","59","70","1007","180","0","17","964","178","43","50"
"1400000US41009970900","Census Tract 9709, Columbia County, Oregon","2039","141","91","58","0","12","45","38","46","41","220","108","9","14","90","60","121","82","221","104","0","12","167","92","54","44","159","73","0","12","110","63","49","33","395","122","0","12","359","126","36","33","953","153","0","12","945","151","8","13"
"1400000US41013950400","Census Tract 9504, Crook County, Oregon","1790","153","95","76","0","12","43","46","52","57","172","89","0","12","122","70","50","53","416","120","0","12","267","101","149","65","267","82","10","16","206","67","51","47","406","101","0","12","344","89","62","43","434","122","0","12","385","116","49","41"
"1400000US41013950100","Census Tract 9501, Crook County, Oregon","3097","192","265","124","0","17","125","85","140","100","222","115","0","17","138","98","84","60","709","192","0","17","618","191","91","57","650","164","22","35","425","164","203","129","439","154","0","17","374","137","65","53","812","173","0","17","773","167","39","48"
"1400000US41013950200","Census Tract 9502, Crook County, Oregon","1803","120","95","64","0","12","29","36","66","56","214","89","0","12","107","65","107","63","404","125","15","24","258","89","131","82","232","103","0","12","199","98","33","28","417","126","12","18","394","126","11","16","441","147","0","12","394","141","47","41"
"1400000US41013950300","Census Tract 9503, Crook County, Oregon","2649","148","84","58","0","17","34","38","50","42","365","154","0","17","199","96","166","134","586","171","0","17","356","141","230","128","392","113","0","17","368","113","24","30","371","121","0","17","330","119","41","38","851","145","0","17","817","135","34","43"
"1400000US41055950100","Census Tract 9501, Sherman County, Oregon","736","65","33","16","0","12","21","15","12","10","106","29","1","3","50","22","55","16","150","38","4","4","92","30","54","24","100","26","0","12","89","26","11","7","151","34","1","2","110","29","40","20","196","42","0","12","184","40","12","8"
"1400000US41065970200","Census Tract 9702, Wasco County, Oregon","1290","100","48","38","0","12","36","30","12","20","131","85","0","12","103","80","28","28","191","78","0","12","150","76","41","25","355","113","0","12","276","100","79","51","224","75","0","12","224","75","0","12","341","85","15","23","291","84","35","38"
"1400000US41065970500","Census Tract 9705, Wasco County, Oregon","1473","93","124","75","0","12","28","24","96","72","165","75","0","12","59","39","106","63","287","88","0","12","211","73","76","50","220","74","0","12","190","70","30","31","318","106","0","12","253","99","65","41","359","89","6","10","334","89","19","20"
"1400000US41065970700","Census Tract 9707, Wasco County, Oregon","654","56","10","12","0","12","2","4","8","10","63","27","0","12","21","18","42","23","115","54","3","6","70","35","42","40","76","37","0","12","57","31","19","15","154","54","0","12","122","46","32","30","236","57","0","12","208","49","28","24"
"1400000US41065970400","Census Tract 9704, Wasco County, Oregon","1314","96","73","49","0","12","13","18","60","45","204","88","0","12","63","48","141","77","347","105","22","23","218","83","107","64","131","64","8","13","66","41","57","52","266","88","0","12","214","80","52","54","293","85","0","12","267","85","26","25"
"1400000US41065970600","Census Tract 9706, Wasco County, Oregon","1057","106","11","11","0","12","6","7","5","8","107","50","37","38","48","38","22","16","165","71","0","12","97","45","68","58","150","59","0","12","89","44","61","40","252","83","0","12","199","68","53","43","372","73","0","12","325","76","47","32"
"1400000US41065970300","Census Tract 9703, Wasco County, Oregon","1131","94","42","37","0","12","29","32","13","21","57","47","0","12","22","19","35","42","153","76","0","12","102","56","51","60","253","92","0","12","168","80","85","49","195","67","0","12","195","67","0","12","431","88","0","12","431","88","0","12"
"1400000US41065970100","Census Tract 9701, Wasco County, Oregon","1615","104","39","30","0","12","35","30","4","6","141","73","0","12","66","55","75","59","360","109","0","12","188","74","172","97","146","52","0","12","104","48","42","30","459","109","0","12","422","111","37","35","470","108","0","12","421","94","49","61"
"1400000US41065970800","Census Tract 9708, Wasco County, Oregon","1732","127","101","29","0","12","54","25","47","20","162","55","6","8","96","44","60","23","259","61","2","3","172","52","85","36","324","65","0","12","235","54","89","34","405","78","18","18","298","63","89","49","481","104","7","8","411","102","63","25"
"1400000US41039000402","Census Tract 4.02, Lane County, Oregon","1368","105","88","39","0","12","56","33","32","25","78","40","0","12","30","24","48","31","164","66","0","12","93","44","71","55","257","96","0","12","242","96","15","18","166","64","0","12","159","66","7","10","615","115","0","12","550","109","65","39"
"1400000US41039001001","Census Tract 10.01, Lane County, Oregon","1026","51","48","49","0","12","28","38","20","20","76","38","0","12","48","25","28","33","107","53","0","12","98","48","9","17","150","61","0","12","106","53","44","30","190","71","9","10","176","70","5","8","455","81","6","8","393","68","56","49"
"1400000US41029002000","Census Tract 20, Jackson County, Oregon","1172","98","107","60","0","12","67","57","40","31","155","64","0","12","139","62","16","13","241","90","0","12","213","90","28","27","145","65","0","12","139","64","6","10","199","72","0","12","167","61","32","39","325","86","0","12","316","83","9","14"
"1400000US41029002600","Census Tract 26, Jackson County, Oregon","1159","68","111","55","0","12","68","46","43","29","154","53","5","7","58","29","91","47","166","54","0","12","128","46","38","22","160","57","7","7","107","43","46","29","180","56","3","4","140","52","37","38","388","68","14","10","346","71","28","24"
"1400000US41029002800","Census Tract 28, Jackson County, Oregon","1872","131","37","29","0","12","14","13","23","26","198","80","0","12","167","77","31","27","251","80","4","6","210","77","37","20","201","59","11","17","177","61","13","15","564","117","10","14","449","102","105","63","621","110","0","12","528","105","93","58"
"1400000US41029000800","Census Tract 8, Jackson County, Oregon","2553","164","307","146","0","17","291","146","16","25","384","166","0","17","302","149","82","59","328","121","0","17","279","119","49","45","395","166","0","17","322","148","73","65","492","158","0","17","468","155","24","37","647","144","0","17","621","136","26","32"
"1400000US41029000700","Census Tract 7, Jackson County, Oregon","3560","201","73","88","0","17","60","86","13","21","294","158","20","31","172","125","102","98","609","188","0","17","476","179","133","112","743","194","0","17","660","184","83","62","728","216","11","22","663","203","54","52","1113","211","15","24","1098","206","0","17"
"1400000US41019050001","Census Tract 500.01, Douglas County, Oregon","1876","112","115","65","9","13","88","64","18","17","182","88","0","12","68","43","114","72","245","83","11","14","169","67","65","45","351","109","20","22","259","100","72","42","388","97","0","12","343","99","45","33","595","145","0","12","587","145","8","12"
"1400000US41019160000","Census Tract 1600, Douglas County, Oregon","3299","265","119","110","0","17","51","59","68","90","701","286","15","26","381","203","305","188","708","219","0","17","514","189","194","122","642","191","0","17","491","173","151","107","339","154","0","17","244","124","95","82","790","197","19","31","670","197","101","84"
"1400000US41019180000","Census Tract 1800, Douglas County, Oregon","1618","157","102","57","0","12","71","43","31","42","139","78","0","12","86","64","53","47","208","94","0","12","121","59","87","72","320","112","25","29","262","95","33","32","458","140","0","12","420","146","38","33","391","132","0","12","353","124","38","39"
"1400000US41019080000","Census Tract 800, Douglas County, Oregon","3344","172","73","54","0","17","31","36","42","40","507","175","17","27","151","101","339","142","573","178","18","28","416","168","139","72","263","95","0","17","214","91","49","44","447","118","0","17","431","117","16","26","1481","190","16","27","1401","187","64","50"
"1400000US41019140000","Census Tract 1400, Douglas County, Oregon","2507","178","226","140","28","30","167","126","31","38","391","174","0","17","299","159","92","69","477","162","0","17","294","110","183","120","394","154","0","17","327","156","67","55","339","147","17","27","268","138","54","49","680","132","0","17","662","134","18","29"
"1400000US41019190000","Census Tract 1900, Douglas County, Oregon","1878","142","85","63","0","12","29","44","56","37","334","104","0","12","188","82","146","71","403","107","0","12","316","104","87","41","246","88","0","12","194","67","52","57","376","106","0","12","341","102","35","26","434","125","0","12","405","123","29","28"
"1400000US41019020000","Census Tract 200, Douglas County, Oregon","1420","138","172","93","0","12","79","60","93","61","195","59","0","12","138","49","57","41","245","88","10","15","159","73","76","46","212","72","0","12","196","69","16","17","274","105","0","12","274","105","0","12","322","91","0","12","297","94","25","40"
"1400000US41019110000","Census Tract 1100, Douglas County, Oregon","1196","97","13","17","0","12","13","17","0","12","172","81","29","46","42","30","101","70","65","38","11","18","38","30","16","17","238","86","0","12","177","82","61","56","292","105","9","13","267","100","16","18","416","97","0","12","383","91","33","28"
