"GEO_ID","NAME","B28005_001E","B28005_001M","B28005_002E","B28005_002M","B28005_003E","B28005_003M","B28005_004E","B28005_004M","B28005_005E","B28005_005M","B28005_006E","B28005_006M","B28005_007E","B28005_007M","B28005_008E","B28005_008M","B28005_009E","B28005_009M","B28005_010E","B28005_010M","B28005_011E","B28005_011M","B28005_012E","B28005_012M","B28005_013E","B28005_013M","B28005_014E","B28005_014M","B28005_015E","B28005_015M","B28005_016E","B28005_016M","B28005_017E","B28005_017M","B28005_018E","B28005_018M","B28005_019E","B28005_019M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Under 18 years","Margin of Error!!Total!!Under 18 years","Estimate!!Total!!Under 18 years!!Has a computer","Margin of Error!!Total!!Under 18 years!!Has a computer","Estimate!!Total!!Under 18 years!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!Under 18 years!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!Under 18 years!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!Under 18 years!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!Under 18 years!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!Under 18 years!!Has a computer!!Without an Internet subscription","Estimate!!Total!!Under 18 years!!No computer","Margin of Error!!Total!!Under 18 years!!No computer","Estimate!!Total!!18 to 64 years","Margin of Error!!Total!!18 to 64 years","Estimate!!Total!!18 to 64 years!!Has a computer","Margin of Error!!Total!!18 to 64 years!!Has a computer","Estimate!!Total!!18 to 64 years!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!18 to 64 years!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!18 to 64 years!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!18 to 64 years!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!18 to 64 years!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!18 to 64 years!!Has a computer!!Without an Internet subscription","Estimate!!Total!!18 to 64 years!!No computer","Margin of Error!!Total!!18 to 64 years!!No computer","Estimate!!Total!!65 years and over","Margin of Error!!Total!!65 years and over","Estimate!!Total!!65 years and over!!Has a computer","Margin of Error!!Total!!65 years and over!!Has a computer","Estimate!!Total!!65 years and over!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!65 years and over!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!65 years and over!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!65 years and over!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!65 years and over!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!65 years and over!!Has a computer!!Without an Internet subscription","Estimate!!Total!!65 years and over!!No computer","Margin of Error!!Total!!65 years and over!!No computer"
"1400000US41019150000","Census Tract 1500, Douglas County, Oregon","7498","574","1373","311","1373","311","0","17","1168","295","205","224","0","17","4879","378","4656","405","14","24","4220","450","422","244","223","161","1246","218","894","218","0","17","834","218","60","71","352","195"
"1400000US41019210000","Census Tract 2100, Douglas County, Oregon","4247","335","478","106","450","100","2","3","411","110","37","39","28","25","2579","267","2349","271","32","37","1884","291","433","224","230","75","1190","140","881","172","0","12","737","167","144","66","309","180"
"1400000US41019010000","Census Tract 100, Douglas County, Oregon","2368","253","422","143","422","143","0","12","314","58","108","135","0","12","1298","231","1189","231","5","8","1056","229","128","88","109","79","648","137","565","134","6","9","491","126","68","49","83","49"
"1400000US41019040000","Census Tract 400, Douglas County, Oregon","2483","254","402","114","402","114","16","27","349","114","37","38","0","12","1221","178","1145","174","53","58","990","155","102","75","76","38","860","114","664","112","20","32","593","115","51","42","196","73"
"1400000US41019050002","Census Tract 500.02, Douglas County, Oregon","6825","327","1448","271","1435","278","0","17","1252","256","183","161","13","29","3941","226","3774","217","0","17","3525","235","249","118","167","123","1436","220","1125","230","29","47","952","233","144","89","311","128"
"1400000US41019100000","Census Tract 1000, Douglas County, Oregon","2696","375","476","172","476","172","0","12","423","154","53","64","0","12","1603","265","1550","265","0","12","1365","253","185","124","53","52","617","160","521","153","20","32","457","150","44","39","96","77"
"1400000US41019120000","Census Tract 1200, Douglas County, Oregon","7285","498","1502","253","1470","255","0","17","1310","251","160","191","32","54","4473","381","4249","392","32","36","3887","415","330","206","224","117","1310","233","820","213","31","48","630","193","159","110","490","199"
"1400000US41019090000","Census Tract 900, Douglas County, Oregon","6706","561","1461","336","1448","337","0","17","1380","327","68","106","13","24","3640","366","3602","364","0","17","3371","376","231","162","38","46","1605","224","1464","247","41","63","1330","219","93","93","141","81"
"1400000US41019130000","Census Tract 1300, Douglas County, Oregon","5014","468","849","312","849","312","0","17","826","305","23","28","0","17","3055","319","3039","323","0","17","2938","304","101","92","16","25","1110","155","788","159","18","30","752","162","18","29","322","186"
"1400000US41019170000","Census Tract 1700, Douglas County, Oregon","3632","287","713","153","676","165","23","38","495","163","158","114","37","47","2154","199","2032","195","76","93","1613","199","343","161","122","130","765","109","677","113","22","27","560","108","95","62","88","51"
"1400000US41019030000","Census Tract 300, Douglas County, Oregon","3675","283","608","92","595","95","10","14","574","95","11","20","13","18","2076","236","1937","238","31","26","1818","238","88","36","139","65","991","98","856","98","34","25","764","96","58","39","135","44"
"1400000US41019060000","Census Tract 600, Douglas County, Oregon","3699","327","546","155","532","152","0","12","528","153","4","6","14","22","1951","191","1904","190","11","16","1829","190","64","62","47","46","1202","117","1042","133","0","12","872","135","170","93","160","101"
"1400000US41019070000","Census Tract 700, Douglas County, Oregon","4761","391","688","152","688","152","0","12","688","152","0","12","0","12","2534","271","2447","272","18","28","2322","273","107","96","87","70","1539","191","1387","181","0","12","1260","189","127","93","152","96"
"1400000US41019200000","Census Tract 2000, Douglas County, Oregon","5109","430","1154","232","1154","232","0","17","961","235","193","100","0","17","2635","295","2466","284","19","25","2105","308","342","144","169","83","1320","217","1003","176","23","26","781","138","199","127","317","158"
"1400000US41023960200","Census Tract 9602, Grant County, Oregon","5343","203","1046","80","1005","74","0","17","939","89","66","35","41","41","2955","129","2815","148","19","23","2635","169","161","65","140","59","1342","102","1014","105","19","22","924","108","71","34","328","86"
"1400000US41067032410","Census Tract 324.10, Washington County, Oregon","4496","443","1518","299","1518","299","8","12","1098","275","412","241","0","12","2364","268","2364","268","23","35","2026","316","315","154","0","12","614","165","489","156","0","12","397","145","92","105","125","73"
"1400000US41067032501","Census Tract 325.01, Washington County, Oregon","2696","282","710","147","710","147","0","12","619","135","91","71","0","12","1740","203","1636","219","0","12","1418","217","218","97","104","62","246","60","214","51","0","12","131","40","83","35","32","35"
"1400000US41067032502","Census Tract 325.02, Washington County, Oregon","3068","308","614","97","604","95","0","12","439","144","165","106","10","16","2163","257","2126","260","0","12","1601","343","525","230","37","34","291","62","256","60","0","12","180","62","76","52","35","40"
"1400000US41067032503","Census Tract 325.03, Washington County, Oregon","3934","265","1022","144","991","155","0","12","991","155","0","12","31","55","2369","217","2340","225","0","12","2267","238","73","66","29","28","543","98","524","99","0","12","452","78","72","70","19","19"
"1400000US41067032607","Census Tract 326.07, Washington County, Oregon","4588","341","415","116","415","116","0","12","338","120","77","82","0","12","3456","302","3456","302","0","12","3135","319","321","149","0","12","717","150","709","150","0","12","662","154","47","60","8","14"
"1400000US41067032608","Census Tract 326.08, Washington County, Oregon","2436","177","452","92","452","92","0","12","452","92","0","12","0","12","1671","130","1671","130","0","12","1610","137","61","51","0","12","313","29","297","30","0","12","263","40","34","26","16","18"
"1400000US41067032609","Census Tract 326.09, Washington County, Oregon","2484","181","678","110","678","110","0","12","607","118","71","61","0","12","1633","117","1592","106","0","12","1505","109","87","73","41","63","173","45","168","45","0","12","168","45","0","12","5","7"
"1400000US41067032610","Census Tract 326.10, Washington County, Oregon","3061","231","1031","171","1026","172","0","12","907","165","119","120","5","7","1685","134","1674","136","0","12","1527","165","147","115","11","12","345","100","300","88","0","12","262","85","38","29","45","56"
"1400000US41067033101","Census Tract 331.01, Washington County, Oregon","2866","284","611","161","611","161","0","12","552","182","59","52","0","12","1807","201","1766","208","0","12","1547","234","219","152","41","34","448","94","407","90","8","14","399","88","0","12","41","35"
"1400000US41067033102","Census Tract 331.02, Washington County, Oregon","3506","469","715","292","715","292","0","12","655","289","60","90","0","12","2298","333","2291","336","0","12","2202","347","89","92","7","12","493","88","273","74","6","11","241","74","26","24","220","105"
"1400000US41067033301","Census Tract 333.01, Washington County, Oregon","6082","394","1770","284","1695","291","0","17","1506","304","189","183","75","117","3718","280","3631","308","0","17","3183","381","448","353","87","101","594","67","511","75","0","17","420","81","91","59","83","49"
"1400000US41067033302","Census Tract 333.02, Washington County, Oregon","5725","317","1406","161","1363","177","0","17","1284","157","79","84","43","72","3420","223","3375","229","21","32","3248","245","106","108","45","52","899","80","878","82","40","46","816","96","22","34","21","23"
"1400000US41069960100","Census Tract 9601, Wheeler County, Oregon","1409","125","221","58","219","59","1","2","199","58","19","18","2","3","700","79","637","78","4","5","587","79","46","23","63","27","488","48","386","51","0","12","322","50","64","31","102","27"
"1400000US41071030101","Census Tract 301.01, Yamhill County, Oregon","6128","444","1398","170","1347","182","0","17","1347","182","0","17","51","81","3480","346","3348","320","0","17","3227","330","121","127","132","141","1250","141","1164","146","0","17","1070","131","94","101","86","64"
"1400000US41071030102","Census Tract 301.02, Yamhill County, Oregon","7760","571","1859","270","1859","270","0","17","1789","283","70","111","0","17","4749","395","4733","394","16","25","4597","398","120","96","16","24","1152","163","943","156","28","46","891","159","24","40","209","127"
"1400000US41071030301","Census Tract 303.01, Yamhill County, Oregon","10054","595","2412","261","2412","261","0","19","2239","289","173","124","0","19","6340","390","6192","401","0","19","5591","439","601","275","148","139","1302","148","1192","137","31","41","1139","140","22","21","110","71"
"1400000US41071030302","Census Tract 303.02, Yamhill County, Oregon","2100","183","411","77","411","77","0","12","388","80","23","24","0","12","1244","157","1244","157","49","54","1141","169","54","48","0","12","445","93","428","93","19","22","392","90","17","19","17","21"
"1400000US41003010600","Census Tract 106, Benton County, Oregon","3089","438","74","72","74","72","0","17","74","72","0","17","0","17","2789","446","2789","446","0","17","2203","430","586","295","0","17","226","108","226","108","12","19","191","102","23","26","0","17"
"1400000US41071030601","Census Tract 306.01, Yamhill County, Oregon","3486","225","976","140","976","140","0","12","971","140","5","8","0","12","1678","217","1651","215","85","127","1508","218","58","48","27","31","832","138","578","127","34","38","471","118","73","58","254","87"
"1400000US41071030602","Census Tract 306.02, Yamhill County, Oregon","6003","514","1319","312","1273","325","0","17","1198","313","75","117","46","68","3368","300","3234","332","0","17","3204","331","30","50","134","141","1316","133","1162","157","0","17","1102","159","60","77","154","104"
"1400000US41003000202","Census Tract 2.02, Benton County, Oregon","5104","330","921","135","921","135","0","17","921","135","0","17","0","17","3152","286","3106","285","0","17","3083","289","23","39","46","71","1031","120","935","132","0","17","845","111","90","142","96","48"
"1400000US41003010702","Census Tract 107.02, Benton County, Oregon","2491","331","191","49","191","49","0","12","182","50","9","16","0","12","2074","320","2074","320","0","12","1864","321","210","152","0","12","226","30","193","33","18","21","157","33","18","16","33","21"
"1400000US41003010800","Census Tract 108, Benton County, Oregon","3518","280","864","158","843","160","0","12","799","169","44","46","21","28","2238","210","2134","226","0","12","1992","228","142","112","104","79","416","117","333","109","0","12","321","107","12","19","83","79"
"1400000US41003010900","Census Tract 109, Benton County, Oregon","5089","347","892","170","881","169","0","17","881","169","0","17","11","17","3334","312","3319","315","28","32","3217","309","74","77","15","24","863","85","770","72","0","17","761","75","9","14","93","54"
"1400000US41023960100","Census Tract 9601, Grant County, Oregon","1651","191","262","82","256","79","0","12","181","54","75","68","6","11","781","112","731","112","0","12","619","109","112","49","50","25","608","101","414","93","0","12","390","92","24","17","194","55"
"1400000US41031960100","Census Tract 9601, Jefferson County, Oregon","1555","257","337","108","337","108","0","12","265","115","72","71","0","12","938","170","936","169","0","12","828","176","108","94","2","3","280","64","254","63","0","12","209","51","45","47","26","21"
"1400000US41053005202","Census Tract 52.02, Polk County, Oregon","9957","619","2633","328","2633","328","0","19","2530","338","103","158","0","19","5873","382","5856","382","0","19","5642","407","214","145","17","28","1451","160","1150","186","0","19","1071","166","79","72","301","148"
"1400000US41039001002","Census Tract 10.02, Lane County, Oregon","3754","304","612","132","612","132","0","12","481","127","131","102","0","12","2221","235","2053","220","14","22","1795","223","244","109","168","98","921","134","850","136","17","27","673","135","160","105","71","41"
"1400000US41039001804","Census Tract 18.04, Lane County, Oregon","3798","239","897","134","886","133","0","12","875","135","11","18","11","17","2361","183","2324","197","0","12","2288","208","36","59","37","38","540","68","470","71","0","12","441","75","29","45","70","51"
"1400000US41039001902","Census Tract 19.02, Lane County, Oregon","6526","449","1793","278","1793","278","0","17","1727","279","66","81","0","17","4168","328","4011","368","0","17","3729","425","282","170","157","149","565","124","507","128","0","17","488","131","19","32","58","63"
"1400000US41039002201","Census Tract 22.01, Lane County, Oregon","3628","298","552","149","552","149","0","12","552","149","0","12","0","12","1822","221","1793","235","0","12","1770","249","23","34","29","33","1254","168","1169","167","28","26","1077","168","64","38","85","53"
"1400000US41039000404","Census Tract 4.04, Lane County, Oregon","3885","355","1035","227","1035","227","6","11","1019","232","10","15","0","12","2122","222","2076","220","23","26","1756","261","297","185","46","38","728","84","599","118","0","12","567","115","32","28","129","69"
"1400000US41039000702","Census Tract 7.02, Lane County, Oregon","2496","254","353","155","351","155","0","12","332","161","19","28","2","5","1291","171","1193","168","37","39","1089","176","67","41","98","85","852","125","797","121","18","19","698","118","81","41","55","29"
"1400000US41039000902","Census Tract 9.02, Lane County, Oregon","4775","424","773","198","768","197","26","38","677","210","65","57","5","8","2733","318","2564","328","92","98","2342","331","130","87","169","98","1269","192","1125","191","26","24","1007","193","92","60","144","65"
"1400000US41039001201","Census Tract 12.01, Lane County, Oregon","3632","489","652","171","652","171","0","12","580","183","72","76","0","12","2323","361","2250","362","0","12","1905","337","345","193","73","51","657","114","585","102","0","12","493","75","92","70","72","60"
"1400000US41039003102","Census Tract 31.02, Lane County, Oregon","7414","550","973","175","939","178","0","17","883","174","56","53","34","65","5562","492","5525","502","0","17","4622","551","903","326","37","46","879","177","754","183","0","17","613","139","141","134","125","72"
"1400000US41039003700","Census Tract 37, Lane County, Oregon","1928","279","90","28","90","28","0","12","90","28","0","12","0","12","1785","277","1785","277","9","14","1086","228","690","214","0","12","53","32","48","32","0","12","48","32","0","12","5","7"
"1400000US41039005200","Census Tract 52, Lane County, Oregon","2291","131","370","50","370","50","0","12","359","51","11","17","0","12","1299","140","1283","142","0","12","1262","144","21","23","16","19","622","78","569","91","0","12","484","81","85","61","53","50"
"1400000US41039003500","Census Tract 35, Lane County, Oregon","4377","326","930","117","920","116","0","12","913","114","7","10","10","17","2714","255","2585","282","0","12","2460","276","125","81","129","125","733","85","668","92","0","12","633","95","35","29","65","44"
"1400000US41039003600","Census Tract 36, Lane County, Oregon","3755","344","523","109","523","109","0","12","505","108","18","20","0","12","2557","307","2404","308","0","12","2239","311","165","147","153","79","675","86","570","90","0","12","524","91","46","33","105","55"
"1400000US41039001301","Census Tract 13.01, Lane County, Oregon","3451","273","784","176","784","176","10","16","638","145","136","131","0","12","1872","179","1759","184","51","65","1410","169","298","171","113","63","795","167","604","124","0","12","507","122","97","50","191","104"
"1400000US41039001803","Census Tract 18.03, Lane County, Oregon","4337","333","950","132","950","132","16","27","842","159","92","92","0","12","2726","277","2673","272","15","28","2421","281","237","111","53","44","661","92","570","103","9","15","449","115","112","67","91","47"
"1400000US41039001904","Census Tract 19.04, Lane County, Oregon","5342","487","1097","244","1097","244","0","17","1046","251","51","58","0","17","3258","380","3043","390","0","17","2850","403","193","141","215","116","987","178","678","208","12","20","580","200","86","59","309","137"
"1400000US41039002001","Census Tract 20.01, Lane County, Oregon","3278","231","547","152","459","125","0","12","459","125","0","12","88","107","1895","270","1699","286","0","12","1686","286","13","20","196","139","836","150","616","136","0","12","616","136","0","12","220","102"
"1400000US41071030501","Census Tract 305.01, Yamhill County, Oregon","4881","444","1091","256","1091","256","0","17","1083","255","8","14","0","17","2811","264","2687","281","46","52","2488","270","153","101","124","82","979","123","756","128","19","22","601","122","136","60","223","99"
"1400000US41071030702","Census Tract 307.02, Yamhill County, Oregon","7347","594","1587","388","1587","388","0","17","1270","338","317","221","0","17","4612","394","4551","412","0","17","3982","409","569","291","61","73","1148","159","857","155","0","17","792","152","65","71","291","161"
"1400000US41071031000","Census Tract 310, Yamhill County, Oregon","4140","402","1051","185","1030","186","18","22","890","166","122","144","21","23","2423","259","2315","243","40","45","2010","210","265","141","108","94","666","107","602","103","20","21","535","102","47","38","64","42"
"1400000US41071030201","Census Tract 302.01, Yamhill County, Oregon","5415","574","1162","235","1162","235","0","17","1025","274","137","187","0","17","3486","470","3381","470","0","17","3175","513","206","176","105","91","767","154","690","132","37","62","441","177","212","117","77","67"
"1400000US41005020403","Census Tract 204.03, Clackamas County, Oregon","3623","213","928","78","928","78","0","12","928","78","0","12","0","12","1991","151","1991","151","0","12","1940","165","51","52","0","12","704","72","677","75","0","12","655","82","22","34","27","25"
"1400000US41005020404","Census Tract 204.04, Clackamas County, Oregon","3743","178","852","86","852","86","0","12","852","86","0","12","0","12","2031","159","2021","161","0","12","2012","156","9","15","10","16","860","121","832","123","0","12","812","124","20","30","28","31"
"1400000US41005020504","Census Tract 205.04, Clackamas County, Oregon","6543","407","1404","256","1404","256","0","17","1309","241","95","103","0","17","3964","249","3964","249","0","17","3820","253","144","78","0","17","1175","117","1136","129","24","38","1098","133","14","23","39","45"
"1400000US41005020505","Census Tract 205.05, Clackamas County, Oregon","2495","157","416","53","416","53","0","12","416","53","0","12","0","12","1172","122","1162","124","0","12","1146","123","16","23","10","15","907","82","790","89","33","42","717","103","40","32","117","58"
"1400000US41005022105","Census Tract 221.05, Clackamas County, Oregon","6440","444","1530","201","1530","201","0","17","1485","201","45","56","0","17","4032","283","3976","287","0","17","3829","301","147","123","56","90","878","146","843","153","14","24","789","155","40","46","35","41"
"1400000US41005022107","Census Tract 221.07, Clackamas County, Oregon","4434","336","876","160","876","160","0","12","863","162","13","21","0","12","3096","291","3001","308","0","12","2755","330","246","201","95","64","462","96","420","95","0","12","344","97","76","47","42","31"
"1400000US41005022108","Census Tract 221.08, Clackamas County, Oregon","3236","271","756","176","756","176","0","12","714","186","42","63","0","12","2016","185","1969","191","14","22","1802","189","153","103","47","40","464","77","387","81","32","36","299","71","56","39","77","53"
"1400000US41005022205","Census Tract 222.05, Clackamas County, Oregon","3792","293","688","147","688","147","0","12","688","147","0","12","0","12","2359","196","2350","198","0","12","2340","197","10","15","9","15","745","120","745","120","10","16","640","137","95","64","0","12"
"1400000US41005022206","Census Tract 222.06, Clackamas County, Oregon","6898","372","1440","175","1440","175","0","17","1440","175","0","17","0","17","4336","327","4305","329","0","17","4289","335","16","27","31","33","1122","127","966","160","0","17","951","163","15","27","156","107"
"1400000US41005022207","Census Tract 222.07, Clackamas County, Oregon","6565","411","1863","214","1863","214","0","17","1822","222","41","48","0","17","3983","225","3983","225","0","17","3901","233","82","82","0","17","719","114","719","114","0","17","686","108","33","31","0","17"
"1400000US41005022208","Census Tract 222.08, Clackamas County, Oregon","7361","415","1835","266","1835","266","0","17","1735","205","100","135","0","17","4842","297","4817","302","0","17","4603","355","214","165","25","30","684","122","654","122","22","33","632","123","0","17","30","38"
"1400000US41005022301","Census Tract 223.01, Clackamas County, Oregon","4267","324","1056","189","1032","189","0","12","993","186","39","63","24","36","2481","201","2430","196","0","12","2318","215","112","103","51","35","730","83","675","93","0","12","605","112","70","53","55","38"
"1400000US41005022302","Census Tract 223.02, Clackamas County, Oregon","5878","431","1316","232","1316","232","0","17","1288","230","28","45","0","17","3567","304","3496","305","0","17","3396","330","100","90","71","72","995","140","955","147","0","17","935","150","20","33","40","45"
"1400000US41005022603","Census Tract 226.03, Clackamas County, Oregon","4054","361","1216","145","1211","143","29","46","1130","144","52","81","5","12","2349","259","2346","258","32","51","2238","263","76","92","3","7","489","93","397","106","0","12","397","106","0","12","92","74"
"1400000US41005022605","Census Tract 226.05, Clackamas County, Oregon","7651","673","1687","195","1687","195","35","70","1652","189","0","17","0","17","4680","497","4604","512","18","36","4551","518","35","39","76","75","1284","244","1179","244","57","60","1093","243","29","33","105","71"
"1400000US41005022710","Census Tract 227.10, Clackamas County, Oregon","2734","253","714","169","714","169","0","12","699","171","15","17","0","12","1728","165","1721","165","0","12","1609","186","112","68","7","11","292","70","252","65","0","12","231","61","21","22","40","32"
"1400000US41005022606","Census Tract 226.06, Clackamas County, Oregon","5065","321","1201","133","1201","133","0","17","1071","190","130","130","0","17","3114","206","3066","201","0","17","2905","232","161","167","48","60","750","77","668","85","0","17","658","88","10","16","82","66"
"1400000US41005022707","Census Tract 227.07, Clackamas County, Oregon","6049","313","1540","179","1540","179","0","17","1513","183","27","34","0","17","3822","223","3771","225","0","17","3434","261","337","151","51","37","687","116","687","116","0","17","645","130","42","46","0","17"
"1400000US41005022708","Census Tract 227.08, Clackamas County, Oregon","4310","282","1224","139","1224","139","0","12","1060","203","164","152","0","12","2585","231","2532","232","0","12","2307","234","225","171","53","43","501","87","408","101","0","12","408","101","0","12","93","49"
"1400000US41005022904","Census Tract 229.04, Clackamas County, Oregon","3657","239","1138","154","1138","154","9","13","1054","154","75","65","0","12","2060","198","2013","200","18","31","1837","195","158","111","47","57","459","121","387","115","0","12","345","114","42","30","72","37"
"1400000US41005022905","Census Tract 229.05, Clackamas County, Oregon","4467","231","969","102","969","102","0","12","969","102","0","12","0","12","2716","183","2601","180","7","12","2546","184","48","62","115","157","782","92","749","96","16","21","685","96","48","45","33","27"
"1400000US41005022906","Census Tract 229.06, Clackamas County, Oregon","3002","269","701","106","670","105","0","12","661","110","9","17","31","53","1628","223","1507","165","0","12","1418","157","89","82","121","168","673","65","584","70","0","12","530","72","54","46","89","51"
"1400000US41005022907","Census Tract 229.07, Clackamas County, Oregon","4303","294","1297","261","1212","263","0","12","1076","267","136","122","85","103","2387","227","2283","232","12","18","2014","259","257","153","104","75","619","134","515","123","40","49","454","119","21","32","104","71"
"1400000US41005023001","Census Tract 230.01, Clackamas County, Oregon","3390","295","692","165","680","159","0","12","638","153","42","47","12","18","2124","244","2111","243","0","12","1937","319","174","155","13","19","574","147","506","148","0","12","449","144","57","60","68","55"
"1400000US41005023002","Census Tract 230.02, Clackamas County, Oregon","3977","410","915","235","915","235","0","12","898","233","17","36","0","12","2162","300","2130","302","0","12","2098","303","32","38","32","49","900","162","852","162","0","12","731","150","121","113","48","39"
"1400000US41005023403","Census Tract 234.03, Clackamas County, Oregon","5643","393","1668","211","1668","211","0","17","1668","211","0","17","0","17","3382","289","3366","288","0","17","3183","304","183","161","16","24","593","116","563","112","10","16","502","106","51","47","30","34"
"1400000US41005023404","Census Tract 234.04, Clackamas County, Oregon","5966","342","1385","147","1385","147","0","17","1331","164","54","84","0","17","3673","283","3640","293","0","17","3562","314","78","78","33","45","908","159","641","152","29","46","524","141","88","73","267","109"
"1400000US41005023901","Census Tract 239.01, Clackamas County, Oregon","5358","349","1555","211","1538","217","0","17","1399","197","139","114","17","28","3203","320","3111","333","27","34","2829","371","255","151","92","77","600","81","493","63","0","17","457","65","36","35","107","57"
"1400000US41005023902","Census Tract 239.02, Clackamas County, Oregon","5525","516","1607","225","1527","231","0","17","1360","230","167","126","80","77","3358","363","3237","360","0","17","2761","329","476","257","121","107","560","114","408","107","0","17","332","97","76","58","152","76"
"1400000US41005024303","Census Tract 243.03, Clackamas County, Oregon","2865","485","546","256","546","256","0","12","546","256","0","12","0","12","1457","308","1447","305","0","12","1350","290","97","99","10","16","862","181","728","189","41","47","595","154","92","106","134","77"
"1400000US41005024304","Census Tract 243.04, Clackamas County, Oregon","2262","342","355","193","355","193","0","12","355","193","0","12","0","12","1503","215","1430","206","0","12","1365","202","65","63","73","72","404","142","341","136","28","44","294","121","19","23","63","58"
"1400000US41005980000","Census Tract 9800, Clackamas County, Oregon","22","14","0","12","0","12","0","12","0","12","0","12","0","12","22","14","22","14","4","7","18","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US41071030400","Census Tract 304, Yamhill County, Oregon","8091","637","1642","249","1618","251","94","112","1431","264","93","58","24","24","5066","468","4976","477","66","68","4356","512","554","328","90","51","1383","201","1067","237","14","14","961","226","92","78","316","165"
"1400000US41071030701","Census Tract 307.01, Yamhill County, Oregon","8446","481","1964","262","1964","262","0","17","1545","347","419","408","0","17","4350","335","4289","332","0","17","3916","404","373","235","61","49","2132","209","1956","200","78","74","1767","230","111","80","176","83"
"1400000US41071030801","Census Tract 308.01, Yamhill County, Oregon","5311","485","1536","295","1456","319","0","17","1297","365","159","117","80","106","3001","352","2811","368","0","17","2493","378","318","186","190","144","774","149","568","146","0","17","476","148","92","57","206","101"
"1400000US41071030502","Census Tract 305.02, Yamhill County, Oregon","4824","479","1218","232","1202","230","0","12","1087","236","115","95","16","18","2919","314","2811","305","19","30","2472","310","320","146","108","62","687","103","470","94","8","11","378","80","84","46","217","74"
"1400000US41071030802","Census Tract 308.02, Yamhill County, Oregon","3914","336","1202","180","1139","174","0","17","1017","180","122","127","63","95","2438","253","2267","282","0","17","2026","277","241","150","171","123","274","67","205","75","0","17","156","82","49","55","69","52"
"1400000US41071030900","Census Tract 309, Yamhill County, Oregon","4829","368","1395","199","1364","195","0","12","1219","196","145","90","31","50","2692","247","2615","245","0","12","2335","249","280","123","77","57","742","116","650","112","8","13","621","114","21","28","92","58"
"1400000US41071030202","Census Tract 302.02, Yamhill County, Oregon","5654","558","1371","316","1371","316","0","17","1200","349","171","211","0","17","3650","350","3536","358","0","17","3139","415","397","269","114","95","633","143","521","130","0","17","484","129","37","50","112","89"
"1400000US41001950300","Census Tract 9503, Baker County, Oregon","2419","191","535","94","531","93","0","12","531","93","0","12","4","5","1313","147","1202","157","8","14","1105","167","89","58","111","62","571","55","413","74","7","9","307","69","99","46","158","67"
"1400000US41001950100","Census Tract 9501, Baker County, Oregon","2806","202","492","104","492","104","0","12","324","99","168","101","0","12","1529","144","1478","141","22","17","1218","153","238","80","51","32","785","87","637","89","10","9","478","102","149","91","148","56"
"1400000US41001950400","Census Tract 9504, Baker County, Oregon","2634","191","534","98","534","98","0","12","497","105","37","48","0","12","1437","152","1396","160","0","12","1241","175","155","87","41","35","663","95","424","93","10","15","362","90","52","33","239","96"
"1400000US41001950600","Census Tract 9506, Baker County, Oregon","1949","200","314","95","314","95","0","12","258","106","56","58","0","12","910","132","865","127","0","12","763","134","102","54","45","33","725","106","603","105","7","10","500","89","96","54","122","53"
"1400000US41001950200","Census Tract 9502, Baker County, Oregon","3435","248","791","94","739","79","0","12","694","78","45","41","52","61","1921","201","1734","191","0","12","1584","205","150","96","187","90","723","92","546","82","0","12","486","93","60","52","177","74"
"1400000US41001950500","Census Tract 9505, Baker County, Oregon","2166","203","424","89","424","89","0","12","404","91","20","26","0","12","1216","137","1176","129","0","12","1095","133","81","54","40","41","526","102","390","101","0","12","252","98","138","109","136","73"
"1400000US41033361100","Census Tract 3611, Josephine County, Oregon","9258","505","2078","284","2012","293","0","17","1847","341","165","191","66","80","4778","411","4471","412","0","17","4378","415","93","70","307","245","2402","258","1911","216","27","43","1757","217","127","96","491","210"
"1400000US41033361300","Census Tract 3613, Josephine County, Oregon","7318","566","1205","248","1193","248","0","17","961","290","232","221","12","21","3779","411","3654","403","0","17","3203","394","451","248","125","107","2334","294","2147","282","30","50","2014","285","103","79","187","109"
"1400000US41033361400","Census Tract 3614, Josephine County, Oregon","2874","324","580","236","580","236","0","12","404","153","176","187","0","12","1607","237","1345","244","45","48","1161","206","139","116","262","174","687","133","519","97","18","19","452","102","49","52","168","115"
