"GEO_ID","NAME","B28008_001E","B28008_001M","B28008_002E","B28008_002M","B28008_003E","B28008_003M","B28008_004E","B28008_004M","B28008_005E","B28008_005M","B28008_006E","B28008_006M","B28008_007E","B28008_007M","B28008_008E","B28008_008M","B28008_009E","B28008_009M","B28008_010E","B28008_010M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Has a computer","Margin of Error!!Total!!Has a computer","Estimate!!Total!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!Has a computer!!With a broadband subscription","Margin of Error!!Total!!Has a computer!!With a broadband subscription","Estimate!!Total!!Has a computer!!With a broadband subscription!!With a fixed broadband Internet subscription","Margin of Error!!Total!!Has a computer!!With a broadband subscription!!With a fixed broadband Internet subscription","Estimate!!Total!!Has a computer!!With a broadband subscription!!With a fixed broadband Internet subscription!!With a cellular data plan","Margin of Error!!Total!!Has a computer!!With a broadband subscription!!With a fixed broadband Internet subscription!!With a cellular data plan","Estimate!!Total!!Has a computer!!With a broadband subscription!!With a fixed broadband Internet subscription!!Without a cellular data plan","Margin of Error!!Total!!Has a computer!!With a broadband subscription!!With a fixed broadband Internet subscription!!Without a cellular data plan","Estimate!!Total!!Has a computer!!With a broadband subscription!!Cellular data plan alone or with dial-up","Margin of Error!!Total!!Has a computer!!With a broadband subscription!!Cellular data plan alone or with dial-up","Estimate!!Total!!Has a computer!!Without Internet subscription","Margin of Error!!Total!!Has a computer!!Without Internet subscription","Estimate!!Total!!No Computer","Margin of Error!!Total!!No Computer"
"1400000US41035970900","Census Tract 9709, Klamath County, Oregon","4328","352","4118","362","18","29","3840","357","3418","352","2402","413","1016","314","422","224","260","175","210","113"
"1400000US41035971900","Census Tract 9719, Klamath County, Oregon","3765","316","3341","370","0","12","2992","406","2685","419","1709","434","976","335","307","172","349","250","424","212"
"1400000US41035972000","Census Tract 9720, Klamath County, Oregon","3911","283","3565","324","0","12","3399","334","3342","330","2432","428","910","299","57","47","166","146","346","127"
"1400000US41035970100","Census Tract 9701, Klamath County, Oregon","3096","479","2836","466","14","22","2128","519","1920","511","796","298","1124","406","208","153","694","242","260","141"
"1400000US41035970400","Census Tract 9704, Klamath County, Oregon","1385","262","1318","275","0","12","1082","274","846","274","591","274","255","85","236","110","236","114","67","31"
"1400000US41035971400","Census Tract 9714, Klamath County, Oregon","5391","393","5070","437","0","17","5000","438","4548","518","3318","563","1230","420","452","239","70","63","321","146"
"1400000US41035971500","Census Tract 9715, Klamath County, Oregon","4203","344","3903","368","10","15","3087","371","2697","405","1580","419","1117","299","390","231","806","266","300","93"
"1400000US41035971800","Census Tract 9718, Klamath County, Oregon","2336","301","2107","307","0","12","2060","310","1629","319","1081","262","548","201","431","255","47","37","229","93"
"1400000US41035970300","Census Tract 9703, Klamath County, Oregon","2841","319","2675","330","0","12","2509","325","2294","302","1478","344","816","248","215","134","166","114","166","93"
"1400000US41035970500","Census Tract 9705, Klamath County, Oregon","1535","187","1418","190","12","17","1191","202","977","184","554","149","423","148","214","93","215","113","117","64"
"1400000US41035971100","Census Tract 9711, Klamath County, Oregon","5076","394","4757","424","0","17","4306","532","4133","525","3229","558","904","371","173","155","451","298","319","148"
"1400000US41035970700","Census Tract 9707, Klamath County, Oregon","1952","213","1739","205","0","12","1507","194","1347","201","871","186","476","162","160","97","232","102","213","95"
"1400000US41035971700","Census Tract 9717, Klamath County, Oregon","2948","312","2742","354","0","12","2541","354","2407","348","1940","381","467","176","134","94","201","185","206","103"
"1400000US41035971000","Census Tract 9710, Klamath County, Oregon","2361","212","2144","244","56","62","1806","228","1598","224","1145","205","453","136","208","123","282","201","217","117"
"1400000US41059950500","Census Tract 9505, Umatilla County, Oregon","4661","303","4342","326","0","12","3961","394","3571","400","2495","479","1076","314","390","179","381","233","319","122"
"1400000US41059950700","Census Tract 9507, Umatilla County, Oregon","2474","297","2252","308","0","12","2144","317","1763","434","1255","418","508","240","381","313","108","75","222","117"
"1400000US41059950900","Census Tract 9509, Umatilla County, Oregon","4729","477","4408","473","0","12","3819","488","2771","513","1843","463","928","351","1048","430","589","362","321","144"
"1400000US41059950200","Census Tract 9502, Umatilla County, Oregon","7467","254","6685","472","19","32","6061","515","4857","665","3233","568","1624","622","1204","518","605","289","782","345"
"1400000US41059951400","Census Tract 9514, Umatilla County, Oregon","2321","270","2113","279","0","12","1875","264","1627","259","1127","224","500","166","248","134","238","122","208","72"
"1400000US41059950300","Census Tract 9503, Umatilla County, Oregon","3010","282","2818","281","19","19","2589","275","2233","317","1601","296","632","168","356","170","210","104","192","94"
"1400000US41059950400","Census Tract 9504, Umatilla County, Oregon","4178","295","4022","321","0","17","3750","347","3338","365","2510","346","828","281","412","210","272","175","156","125"
"1400000US41047002000","Census Tract 20, Marion County, Oregon","10677","637","10344","668","0","19","9622","697","8434","797","6781","753","1653","636","1188","458","722","339","333","158"
"1400000US41047001603","Census Tract 16.03, Marion County, Oregon","7290","695","7060","730","0","17","6823","741","5327","601","4253","682","1074","398","1496","795","237","276","230","139"
"1400000US41047001604","Census Tract 16.04, Marion County, Oregon","8081","788","7285","764","0","17","6468","828","4814","928","3157","719","1657","502","1654","780","817","489","796","501"
"1400000US41047001701","Census Tract 17.01, Marion County, Oregon","6686","879","6016","989","0","17","5457","951","3869","723","3038","708","831","499","1588","901","559","356","670","327"
"1400000US41047001703","Census Tract 17.03, Marion County, Oregon","4803","443","4540","466","38","57","4233","473","3836","466","3108","547","728","290","397","275","269","182","263","92"
"1400000US41047002400","Census Tract 24, Marion County, Oregon","3745","234","3688","236","16","25","3592","251","3237","319","2737","332","500","167","355","204","80","78","57","46"
"1400000US41047010304","Census Tract 103.04, Marion County, Oregon","6364","559","6067","587","0","17","4691","727","4148","703","2935","534","1213","593","543","401","1376","655","297","195"
"1400000US41047010400","Census Tract 104, Marion County, Oregon","4610","339","4008","440","123","93","3565","414","3306","437","1950","382","1356","324","259","190","320","174","602","288"
"1400000US41047010305","Census Tract 103.05, Marion County, Oregon","4495","435","4190","483","0","12","3588","516","3251","505","1852","538","1399","617","337","190","602","292","305","222"
"1400000US41047001803","Census Tract 18.03, Marion County, Oregon","2817","277","2516","302","0","12","2308","357","1765","377","1285","362","480","160","543","363","208","146","301","169"
"1400000US41047002600","Census Tract 26, Marion County, Oregon","2059","186","1898","204","0","12","1825","217","1353","223","1015","218","338","133","472","148","73","57","161","103"
"1400000US41047002700","Census Tract 27, Marion County, Oregon","8674","665","8263","631","29","44","7629","624","6547","559","5009","616","1538","339","1082","418","605","384","411","221"
"1400000US41047010501","Census Tract 105.01, Marion County, Oregon","6040","572","5821","622","49","77","4837","649","4360","643","2578","523","1782","462","477","261","935","573","219","151"
"1400000US41047000400","Census Tract 4, Marion County, Oregon","5685","479","5050","461","0","17","4635","525","3387","571","2860","510","527","267","1248","455","415","219","635","304"
"1400000US41047001000","Census Tract 10, Marion County, Oregon","4237","420","4106","423","11","20","3752","470","3023","493","2195","478","828","235","729","341","343","251","131","67"
"1400000US41047001100","Census Tract 11, Marion County, Oregon","4650","284","4333","299","19","29","3920","338","3597","374","2792","356","805","250","323","155","394","216","317","163"
"1400000US41047010303","Census Tract 103.03, Marion County, Oregon","4764","324","4451","335","0","12","4067","385","3076","383","2541","395","535","222","991","301","384","195","313","123"
"1400000US41047010502","Census Tract 105.02, Marion County, Oregon","6523","457","6347","476","57","66","5846","547","5259","580","4099","592","1160","373","587","237","444","353","176","131"
"1400000US41047001702","Census Tract 17.02, Marion County, Oregon","5639","596","4966","628","89","121","4274","670","3541","679","2852","639","689","279","733","360","603","390","673","313"
"1400000US41047000600","Census Tract 6, Marion County, Oregon","4530","847","4198","866","0","12","3916","870","3110","827","2663","843","447","146","806","363","282","163","332","231"
"1400000US41047000200","Census Tract 2, Marion County, Oregon","2254","217","2160","225","7","11","2022","232","1824","289","1418","299","406","170","198","150","131","70","94","61"
"1400000US41047000300","Census Tract 3, Marion County, Oregon","4539","415","4107","500","18","20","3695","535","2933","458","2192","430","741","291","762","347","394","200","432","250"
"1400000US41047001200","Census Tract 12, Marion County, Oregon","3781","358","3623","364","70","70","3358","377","3170","371","2355","405","815","296","188","97","195","90","158","75"
"1400000US41047000900","Census Tract 9, Marion County, Oregon","5413","781","4991","852","47","150","4850","906","3592","828","2889","837","703","288","1258","584","94","89","422","281"
"1400000US41047001502","Census Tract 15.02, Marion County, Oregon","5149","375","4923","404","0","17","4763","428","4189","505","3379","541","810","264","574","259","160","111","226","167"
"1400000US41047002800","Census Tract 28, Marion County, Oregon","4071","261","3969","273","0","12","3872","286","3425","245","2731","292","694","237","447","201","97","77","102","67"
"1400000US41047010100","Census Tract 101, Marion County, Oregon","1403","127","1322","127","23","19","1190","110","1081","110","778","118","303","80","109","42","109","73","81","29"
"1400000US41047010600","Census Tract 106, Marion County, Oregon","2222","216","2030","217","19","20","1809","207","1479","191","967","206","512","152","330","145","202","118","192","72"
"1400000US41047001300","Census Tract 13, Marion County, Oregon","4098","352","4057","353","0","12","3920","363","3658","359","3001","387","657","247","262","133","137","95","41","33"
"1400000US41047001501","Census Tract 15.01, Marion County, Oregon","5066","326","4810","347","9","15","4702","349","4411","378","3587","414","824","220","291","183","99","73","256","141"
"1400000US41059950600","Census Tract 9506, Umatilla County, Oregon","5401","456","4915","494","28","45","4466","499","3774","632","2769","609","1005","272","692","397","421","250","486","208"
"1400000US41059950800","Census Tract 9508, Umatilla County, Oregon","5731","588","5392","606","0","17","4557","653","3330","745","2359","682","971","417","1227","526","835","527","339","184"
"1400000US41059951000","Census Tract 9510, Umatilla County, Oregon","6418","601","5849","763","0","17","5596","740","4386","807","3308","872","1078","536","1210","544","253","208","569","301"
"1400000US41059951300","Census Tract 9513, Umatilla County, Oregon","4234","306","3999","315","18","26","3498","315","2688","299","1919","298","769","176","810","267","483","169","235","86"
"1400000US41059950100","Census Tract 9501, Umatilla County, Oregon","3968","272","3532","293","22","25","3218","288","2786","302","1665","315","1121","268","432","185","292","114","436","153"
"1400000US41059951100","Census Tract 9511, Umatilla County, Oregon","5696","573","5257","653","13","21","4198","628","3249","677","2478","677","771","312","949","364","1046","589","439","263"
"1400000US41059951200","Census Tract 9512, Umatilla County, Oregon","9021","682","8151","775","12","19","7493","777","5949","816","4542","856","1407","467","1544","603","646","430","870","445"
"1400000US41047001602","Census Tract 16.02, Marion County, Oregon","11171","948","9800","964","198","348","9273","1030","6959","1358","4755","1161","2204","855","2314","1035","329","241","1371","724"
"1400000US41047001802","Census Tract 18.02, Marion County, Oregon","8432","722","8241","742","0","17","7464","868","6456","825","5415","841","1041","382","1008","672","777","525","191","179"
"1400000US41047002301","Census Tract 23.01, Marion County, Oregon","3291","234","3253","236","0","12","3194","240","2986","259","2384","310","602","198","208","162","59","53","38","38"
"1400000US41051003100","Census Tract 31, Multnomah County, Oregon","5051","293","4935","301","17","28","4779","307","4337","437","3389","434","948","264","442","322","139","101","116","53"
"1400000US41051004602","Census Tract 46.02, Multnomah County, Oregon","2104","125","2104","125","0","12","2067","129","2005","136","1731","153","274","94","62","50","37","36","0","12"
"1400000US41051006900","Census Tract 69, Multnomah County, Oregon","2799","204","2739","209","17","26","2722","212","2514","216","2172","251","342","145","208","139","0","12","60","52"
"1400000US41051003000","Census Tract 30, Multnomah County, Oregon","4969","293","4890","298","0","12","4836","296","4804","304","3725","418","1079","299","32","46","54","63","79","57"
"1400000US41051008301","Census Tract 83.01, Multnomah County, Oregon","4353","317","3813","326","0","12","3494","390","2671","396","2118","394","553","198","823","340","319","173","540","175"
"1400000US41051010001","Census Tract 100.01, Multnomah County, Oregon","5860","427","5363","567","0","17","4854","579","3961","542","2948","567","1013","325","893","488","509","370","497","348"
"1400000US41051000401","Census Tract 4.01, Multnomah County, Oregon","3834","204","3644","252","8","12","3441","279","3364","289","2473","330","891","233","77","65","195","104","190","150"
"1400000US41051004101","Census Tract 41.01, Multnomah County, Oregon","7556","527","7153","577","13","21","6936","599","5915","807","4537","746","1378","511","1021","567","204","144","403","220"
"1400000US41053005300","Census Tract 53, Polk County, Oregon","10004","646","9733","691","0","19","9289","717","7995","824","5839","785","2156","572","1294","562","444","254","271","180"
"1400000US41053020202","Census Tract 202.02, Polk County, Oregon","6493","383","6080","405","31","50","5675","428","4879","430","3941","439","938","293","796","370","374","233","413","191"
"1400000US41053005201","Census Tract 52.01, Polk County, Oregon","9437","548","9192","560","0","17","8845","527","7742","635","5417","663","2325","708","1103","426","347","159","245","134"
"1400000US41053020204","Census Tract 202.04, Polk County, Oregon","5039","365","4803","381","0","17","4568","395","3796","527","2343","425","1453","314","772","311","235","158","236","132"
"1400000US41053005100","Census Tract 51, Polk County, Oregon","2416","266","2276","312","0","12","1993","314","1696","278","1189","302","507","232","297","184","283","166","140","85"
"1400000US41053020203","Census Tract 202.03, Polk County, Oregon","2864","298","2776","301","22","26","2613","303","2373","318","1762","343","611","217","240","114","141","117","88","56"
"1400000US41053020302","Census Tract 203.02, Polk County, Oregon","10103","537","9584","594","29","46","9021","673","8230","758","6568","776","1662","507","791","405","534","274","519","358"
"1400000US41053020400","Census Tract 204, Polk County, Oregon","6329","547","6079","542","320","249","4896","568","4349","556","2529","441","1820","463","547","212","863","257","250","106"
"1400000US41005020100","Census Tract 201, Clackamas County, Oregon","4130","284","4058","295","23","22","3853","288","3694","304","2954","338","740","247","159","100","182","154","72","65"
"1400000US41005020302","Census Tract 203.02, Clackamas County, Oregon","4186","341","4156","343","0","12","4083","345","3930","346","2661","284","1269","324","153","94","73","56","30","25"
"1400000US41005020900","Census Tract 209, Clackamas County, Oregon","4174","275","3994","304","0","12","3603","321","3317","330","2383","380","934","322","286","127","391","366","180","95"
"1400000US41005021602","Census Tract 216.02, Clackamas County, Oregon","5297","387","5023","400","14","22","4736","431","4173","416","2797","461","1376","416","563","307","273","201","274","142"
"1400000US41005024200","Census Tract 242, Clackamas County, Oregon","6399","494","5766","513","82","78","4556","547","3766","518","3135","543","631","251","790","445","1128","511","633","247"
"1400000US41005021900","Census Tract 219, Clackamas County, Oregon","3686","381","3638","387","0","12","3360","448","2899","421","1983","409","916","302","461","314","278","155","48","34"
"1400000US41005022800","Census Tract 228, Clackamas County, Oregon","3761","321","3674","318","28","44","3460","374","3204","397","2366","439","838","240","256","168","186","179","87","49"
"1400000US41005023202","Census Tract 232.02, Clackamas County, Oregon","8224","484","8083","504","74","88","7494","543","6702","597","5463","593","1239","425","792","511","515","349","141","108"
"1400000US41005021000","Census Tract 210, Clackamas County, Oregon","4755","267","4369","294","0","12","4280","298","3914","316","3073","368","841","251","366","167","89","54","386","142"
"1400000US41005021500","Census Tract 215, Clackamas County, Oregon","4851","455","4551","515","0","12","4259","487","4208","485","2911","474","1297","494","51","47","292","207","300","171"
"1400000US41005021801","Census Tract 218.01, Clackamas County, Oregon","5919","297","5822","312","0","17","5522","371","5403","389","3791","501","1612","419","119","96","300","360","97","79"
"1400000US41005022602","Census Tract 226.02, Clackamas County, Oregon","4580","292","4559","298","0","12","4454","313","4317","295","3163","397","1154","315","137","108","105","80","21","28"
"1400000US41005022702","Census Tract 227.02, Clackamas County, Oregon","6676","487","6602","503","0","17","6534","510","5975","471","4889","513","1086","354","559","308","68","88","74","57"
"1400000US41005021300","Census Tract 213, Clackamas County, Oregon","5590","554","5326","574","113","165","4951","564","4651","557","3219","612","1432","475","300","301","262","288","264","188"
"1400000US41005020401","Census Tract 204.01, Clackamas County, Oregon","5815","302","5731","308","2","3","5620","319","5421","338","4249","362","1172","303","199","136","109","75","84","74"
"1400000US41005021100","Census Tract 211, Clackamas County, Oregon","5245","353","5011","352","10","19","4861","401","4355","432","3150","466","1205","301","506","369","140","117","234","128"
"1400000US41005021400","Census Tract 214, Clackamas County, Oregon","4799","346","4663","355","0","12","4575","359","4290","373","3169","438","1121","325","285","142","88","66","136","100"
"1400000US41005022000","Census Tract 220, Clackamas County, Oregon","6247","487","5978","494","16","25","5750","503","5507","538","4379","548","1128","398","243","162","212","127","269","116"
"1400000US41005023100","Census Tract 231, Clackamas County, Oregon","5976","420","5738","462","0","17","5371","528","4809","530","2957","538","1852","669","562","256","367","234","238","184"
"1400000US41005023300","Census Tract 233, Clackamas County, Oregon","5261","367","4984","371","20","32","4566","365","4353","386","3208","409","1145","323","213","119","398","204","277","117"
"1400000US41005020501","Census Tract 205.01, Clackamas County, Oregon","7278","355","7119","362","43","66","6976","385","6525","404","5572","520","953","321","451","259","100","75","159","89"
"1400000US41005020700","Census Tract 207, Clackamas County, Oregon","4026","222","3921","201","10","15","3799","215","3413","283","2808","341","605","243","386","197","112","88","105","66"
"1400000US41005022500","Census Tract 225, Clackamas County, Oregon","7731","385","7509","407","0","17","6771","604","6226","619","4255","730","1971","552","545","265","738","363","222","133"
"1400000US41005023401","Census Tract 234.01, Clackamas County, Oregon","5087","390","4571","512","23","37","4347","514","3499","468","2571","434","928","359","848","338","201","145","516","260"
"1400000US41041951800","Census Tract 9518, Lincoln County, Oregon","3931","329","3413","325","55","38","3088","331","2696","333","1271","304","1425","326","392","187","270","133","518","190"
"1400000US41041951700","Census Tract 9517, Lincoln County, Oregon","1886","229","1718","236","16","22","1460","286","1394","287","677","254","717","180","66","43","242","171","168","59"
"1400000US41041950400","Census Tract 9504, Lincoln County, Oregon","3856","324","3453","312","0","12","3222","333","2806","391","1402","350","1404","380","416","195","231","157","403","209"
"1400000US41041950800","Census Tract 9508, Lincoln County, Oregon","3332","268","3169","274","18","30","2977","299","2660","314","2001","306","659","194","317","259","174","94","163","83"
"1400000US41041950100","Census Tract 9501, Lincoln County, Oregon","3286","408","3088","423","14","22","2721","472","2339","457","1561","448","778","221","382","196","353","301","198","84"
"1400000US41041951100","Census Tract 9511, Lincoln County, Oregon","1724","248","1622","246","0","12","1531","244","1283","228","782","213","501","188","248","137","91","68","102","70"
"1400000US41041951600","Census Tract 9516, Lincoln County, Oregon","3311","348","3045","375","17","20","2429","373","2125","319","1052","253","1073","242","304","165","599","230","266","118"
"1400000US41041950900","Census Tract 9509, Lincoln County, Oregon","3947","312","3823","330","8","13","3405","438","3067","468","1784","447","1283","391","338","187","410","271","124","80"
"1400000US41041951000","Census Tract 9510, Lincoln County, Oregon","1803","271","1626","263","5","9","1343","246","1234","249","750","232","484","192","109","57","278","154","177","104"
"1400000US41041951200","Census Tract 9512, Lincoln County, Oregon","2042","184","1939","194","23","25","1831","203","1766","201","1065","213","701","190","65","50","85","87","103","55"
"1400000US41041951400","Census Tract 9514, Lincoln County, Oregon","3169","251","2957","285","12","19","2479","332","2270","338","1510","328","760","291","209","130","466","259","212","134"
"1400000US41041951500","Census Tract 9515, Lincoln County, Oregon","2946","360","2740","366","0","12","2454","362","2339","370","1090","267","1249","336","115","77","286","175","206","112"
"1400000US41041951300","Census Tract 9513, Lincoln County, Oregon","2390","243","2220","271","16","26","2067","281","1759","289","1148","286","611","204","308","247","137","102","170","107"
"1400000US41003000500","Census Tract 5, Benton County, Oregon","3288","254","3181","271","9","14","2958","289","2841","312","2340","296","501","174","117","125","214","108","107","69"
"1400000US41003000900","Census Tract 9, Benton County, Oregon","5448","376","5412","382","0","17","5231","400","5072","432","3650","486","1422","487","159","101","181","187","36","35"
"1400000US41003001002","Census Tract 10.02, Benton County, Oregon","3267","288","3195","307","23","26","3084","318","2906","348","2235","382","671","252","178","115","88","71","72","59"
"1400000US41003001001","Census Tract 10.01, Benton County, Oregon","4135","276","3988","274","5","9","3909","274","3598","364","2600","427","998","299","311","231","74","61","147","68"
"1400000US41003001102","Census Tract 11.02, Benton County, Oregon","4008","481","3930","489","0","12","3418","518","3326","518","2273","506","1053","412","92","63","512","312","78","59"
"1400000US41003010400","Census Tract 104, Benton County, Oregon","3912","295","3703","313","27","27","3358","341","2875","301","2140","292","735","237","483","191","318","139","209","106"
"1400000US41003010100","Census Tract 101, Benton County, Oregon","9178","352","9017","378","0","17","8666","492","8381","506","5879","658","2502","546","285","172","351","318","161","99"
"1400000US41003000400","Census Tract 4, Benton County, Oregon","7875","462","7710","480","0","17","7545","479","7226","461","5168","510","2058","425","319","229","165","140","165","108"
"1400000US41003000100","Census Tract 1, Benton County, Oregon","7999","466","7905","476","13","20","7593","462","6986","503","4819","725","2167","541","607","300","299","247","94","68"
"1400000US41067030805","Census Tract 308.05, Washington County, Oregon","3780","190","3701","197","8","13","3636","202","3592","204","2676","257","916","230","44","38","57","53","79","50"
"1400000US41067030806","Census Tract 308.06, Washington County, Oregon","2946","193","2869","206","0","12","2736","252","2302","315","1810","328","492","213","434","265","133","90","77","56"
"1400000US41067031513","Census Tract 315.13, Washington County, Oregon","12712","407","12604","447","0","19","12423","439","12274","458","10233","609","2041","442","149","135","181","167","108","129"
"1400000US41067031514","Census Tract 315.14, Washington County, Oregon","7093","479","7017","481","0","17","6730","514","6462","515","5116","726","1346","386","268","157","287","145","76","59"
"1400000US41067031617","Census Tract 316.17, Washington County, Oregon","5179","508","5010","455","0","17","4818","492","4423","474","3733","563","690","252","395","223","192","161","169","171"
"1400000US41067031614","Census Tract 316.14, Washington County, Oregon","5515","326","5468","328","0","17","5251","334","4986","364","4157","433","829","295","265","131","217","152","47","44"
"1400000US41067031615","Census Tract 316.15, Washington County, Oregon","5191","375","5041","400","0","17","4721","396","4401","398","3032","517","1369","447","320","196","320","151","150","144"
"1400000US41067031616","Census Tract 316.16, Washington County, Oregon","3612","265","3458","270","0","12","3151","290","2934","311","2336","320","598","170","217","183","307","121","154","71"
"1400000US41067031812","Census Tract 318.12, Washington County, Oregon","5632","455","5589","455","0","17","5243","503","4842","528","3590","558","1252","337","401","206","346","254","43","71"
"1400000US41067031813","Census Tract 318.13, Washington County, Oregon","5755","421","5581","388","15","24","5321","475","4958","554","4073","644","885","360","363","228","245","245","174","215"
"1400000US41067031814","Census Tract 318.14, Washington County, Oregon","4074","288","4065","288","7","12","3852","226","3785","244","3101","324","684","222","67","70","206","226","9","14"
"1400000US41067031815","Census Tract 318.15, Washington County, Oregon","6882","387","6814","401","0","17","6668","449","6121","635","4674","602","1447","519","547","426","146","115","68","63"
"1400000US41067031907","Census Tract 319.07, Washington County, Oregon","5974","434","5633","433","26","31","5299","452","5107","470","3544","484","1563","467","192","97","308","188","341","120"
"1400000US41067031908","Census Tract 319.08, Washington County, Oregon","7739","399","7697","401","0","17","7629","407","7445","424","6406","568","1039","384","184","152","68","86","42","49"
"1400000US41067031909","Census Tract 319.09, Washington County, Oregon","5217","200","5208","199","0","17","5110","218","4888","227","4003","322","885","270","222","171","98","78","9","14"
"1400000US41067031910","Census Tract 319.10, Washington County, Oregon","8920","427","8862","427","0","17","8690","462","8197","524","6635","707","1562","507","493","416","172","147","58","50"
"1400000US41067031911","Census Tract 319.11, Washington County, Oregon","5582","353","5541","357","13","20","5264","383","4924","402","3360","425","1564","420","340","213","264","191","41","34"
"1400000US41067031912","Census Tract 319.12, Washington County, Oregon","4656","304","4424","310","0","12","4343","297","4083","329","2984","488","1099","312","260","146","81","94","232","157"
"1400000US41067032003","Census Tract 320.03, Washington County, Oregon","4289","303","4072","333","0","12","3808","404","3198","519","2492","504","706","247","610","337","264","231","217","103"
"1400000US41067032004","Census Tract 320.04, Washington County, Oregon","2084","172","2019","179","5","8","1980","183","1882","214","1515","212","367","122","98","68","34","24","65","44"
"1400000US41067032005","Census Tract 320.05, Washington County, Oregon","4875","297","4667","303","0","12","4113","395","3687","458","2787","533","900","292","426","285","554","333","208","136"
"1400000US41067032107","Census Tract 321.07, Washington County, Oregon","2193","204","2179","206","6","10","2158","211","2088","220","1493","231","595","163","70","58","15","15","14","16"
"1400000US41067032108","Census Tract 321.08, Washington County, Oregon","4002","218","3874","232","0","12","3864","235","3705","256","2851","337","854","267","159","126","10","16","128","60"
"1400000US41067032109","Census Tract 321.09, Washington County, Oregon","3286","165","3286","165","7","10","3199","198","3145","200","2689","236","456","148","54","45","80","73","0","12"
"1400000US41067032110","Census Tract 321.10, Washington County, Oregon","2517","251","2489","252","0","12","2388","251","2264","273","1665","240","599","233","124","109","101","64","28","19"
"1400000US41067032407","Census Tract 324.07, Washington County, Oregon","5530","236","5477","251","0","17","5237","339","5087","360","3743","413","1344","389","150","89","240","194","53","49"
"1400000US41067032408","Census Tract 324.08, Washington County, Oregon","8645","586","8592","590","0","17","8402","631","8176","680","6925","774","1251","434","226","209","190","169","53","50"
"1400000US41067032409","Census Tract 324.09, Washington County, Oregon","5324","473","5003","542","0","17","3686","633","3014","578","2617","585","397","214","672","304","1317","460","321","231"
"1400000US41039002202","Census Tract 22.02, Lane County, Oregon","6623","349","6526","362","0","17","6316","404","5983","442","4549","499","1434","391","333","209","210","134","97","66"
"1400000US41039003800","Census Tract 38, Lane County, Oregon","7621","885","7621","885","40","46","5615","924","4940","956","4517","956","423","244","675","322","1966","683","0","17"
"1400000US41039004200","Census Tract 42, Lane County, Oregon","2914","220","2813","214","0","12","2595","227","1897","300","1461","280","436","165","698","319","218","93","101","61"
"1400000US41039004600","Census Tract 46, Lane County, Oregon","2790","250","2737","251","28","45","2632","252","2494","259","2022","264","472","147","138","90","77","55","53","47"
"1400000US41039005100","Census Tract 51, Lane County, Oregon","3192","267","2984","281","16","20","2863","292","2599","314","2275","307","324","127","264","140","105","67","208","110"
"1400000US41039003202","Census Tract 32.02, Lane County, Oregon","3866","301","3602","317","77","87","3316","340","3073","320","2236","388","837","254","243","140","209","124","264","125"
"1400000US41039002501","Census Tract 25.01, Lane County, Oregon","5137","387","5041","385","0","17","4896","391","4713","401","3742","449","971","281","183","91","145","89","96","58"
"1400000US41039002700","Census Tract 27, Lane County, Oregon","4456","308","4284","325","0","12","3763","409","3304","387","2674","387","630","255","459","232","521","259","172","83"
"1400000US41039003201","Census Tract 32.01, Lane County, Oregon","2777","284","2662","281","24","37","2572","289","2308","292","1572","257","736","237","264","142","66","44","115","82"
"1400000US41039001202","Census Tract 12.02, Lane County, Oregon","4175","299","4010","305","26","29","3576","346","3284","373","2316","395","968","304","292","134","408","170","165","75"
"1400000US41039001500","Census Tract 15, Lane County, Oregon","4614","366","3932","382","45","53","3621","414","3248","493","2445","461","803","318","373","247","266","197","682","278"
"1400000US41039001801","Census Tract 18.01, Lane County, Oregon","6147","465","6094","476","0","17","6008","476","5432","431","4628","500","804","252","576","376","86","66","53","45"
"1400000US41039005400","Census Tract 54, Lane County, Oregon","5626","364","5487","380","0","17","5329","385","4837","350","4413","377","424","180","492","429","158","105","139","108"
"1400000US41039004300","Census Tract 43, Lane County, Oregon","7215","597","6607","629","15","24","6093","649","5738","727","4276","731","1462","444","355","233","499","309","608","229"
"1400000US41039004700","Census Tract 47, Lane County, Oregon","4141","343","4071","346","0","12","3983","351","3812","349","2681","338","1131","322","171","103","88","77","70","39"
"1400000US41039005000","Census Tract 50, Lane County, Oregon","5270","382","5270","382","18","28","4976","414","4656","500","3882","525","774","222","320","265","276","251","0","17"
"1400000US41039004403","Census Tract 44.03, Lane County, Oregon","5415","514","5079","572","50","77","4684","583","4056","644","3024","662","1032","347","628","318","345","172","336","167"
"1400000US41039004800","Census Tract 48, Lane County, Oregon","4509","400","4405","403","36","33","3315","488","2990","514","2397","469","593","371","325","213","1054","411","104","77"
"1400000US41039000903","Census Tract 9.03, Lane County, Oregon","5297","371","5197","382","29","35","4752","387","4307","522","3259","534","1048","381","445","260","416","239","100","72"
"1400000US41039001302","Census Tract 13.02, Lane County, Oregon","5105","420","4749","443","32","51","4320","471","3408","469","2736","495","672","184","912","420","397","182","356","114"
"1400000US41039001600","Census Tract 16, Lane County, Oregon","5260","525","5099","536","25","28","4859","552","4351","564","2744","548","1607","390","508","184","215","88","161","86"
