"GEO_ID","NAME","B28007_001E","B28007_001M","B28007_002E","B28007_002M","B28007_003E","B28007_003M","B28007_004E","B28007_004M","B28007_005E","B28007_005M","B28007_006E","B28007_006M","B28007_007E","B28007_007M","B28007_008E","B28007_008M","B28007_009E","B28007_009M","B28007_010E","B28007_010M","B28007_011E","B28007_011M","B28007_012E","B28007_012M","B28007_013E","B28007_013M","B28007_014E","B28007_014M","B28007_015E","B28007_015M","B28007_016E","B28007_016M","B28007_017E","B28007_017M","B28007_018E","B28007_018M","B28007_019E","B28007_019M","B28007_020E","B28007_020M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!In the civilian labor force","Margin of Error!!Total!!In the civilian labor force","Estimate!!Total!!In the civilian labor force!!Employed","Margin of Error!!Total!!In the civilian labor force!!Employed","Estimate!!Total!!In the civilian labor force!!Employed!!Has a computer","Margin of Error!!Total!!In the civilian labor force!!Employed!!Has a computer","Estimate!!Total!!In the civilian labor force!!Employed!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!In the civilian labor force!!Employed!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!In the civilian labor force!!Employed!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!In the civilian labor force!!Employed!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!In the civilian labor force!!Employed!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!In the civilian labor force!!Employed!!Has a computer!!Without an Internet subscription","Estimate!!Total!!In the civilian labor force!!Employed!!No computer","Margin of Error!!Total!!In the civilian labor force!!Employed!!No computer","Estimate!!Total!!In the civilian labor force!!Unemployed","Margin of Error!!Total!!In the civilian labor force!!Unemployed","Estimate!!Total!!In the civilian labor force!!Unemployed!!Has a computer","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!Has a computer","Estimate!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!Without an Internet subscription","Estimate!!Total!!In the civilian labor force!!Unemployed!!No computer","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!No computer","Estimate!!Total!!Not in labor force","Margin of Error!!Total!!Not in labor force","Estimate!!Total!!Not in labor force!!Has a computer","Margin of Error!!Total!!Not in labor force!!Has a computer","Estimate!!Total!!Not in labor force!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!Not in labor force!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!Not in labor force!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!Not in labor force!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!Not in labor force!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!Not in labor force!!Has a computer!!Without an Internet subscription","Estimate!!Total!!Not in labor force!!No computer","Margin of Error!!Total!!Not in labor force!!No computer"
"1400000US41019150000","Census Tract 1500, Douglas County, Oregon","6257","465","3422","404","3111","383","3042","373","14","24","2797","411","231","147","69","66","311","162","242","146","0","17","109","70","133","133","69","83","2835","449","2398","441","0","17","2280","435","118","75","437","277"
"1400000US41019210000","Census Tract 2100, Douglas County, Oregon","3819","296","1673","257","1421","217","1354","218","26","36","1125","219","203","106","67","36","252","119","216","110","4","6","151","100","61","48","36","30","2146","232","1710","230","2","3","1386","218","322","135","436","187"
"1400000US41019010000","Census Tract 100, Douglas County, Oregon","1968","200","1001","199","940","178","861","170","3","4","776","162","82","59","79","80","61","64","61","64","0","12","53","63","8","12","0","12","967","139","854","141","8","10","740","131","106","63","113","56"
"1400000US41019040000","Census Tract 400, Douglas County, Oregon","2130","202","904","170","848","169","817","163","43","46","697","160","77","68","31","21","56","34","43","26","10","16","33","25","0","12","13","21","1226","123","998","128","20","32","902","125","76","63","228","82"
"1400000US41019050002","Census Tract 500.02, Douglas County, Oregon","5568","295","3025","295","2878","304","2731","291","0","17","2571","303","160","84","147","114","147","99","147","99","0","17","147","99","0","17","0","17","2543","310","2212","320","29","47","1930","297","253","124","331","166"
"1400000US41019100000","Census Tract 1000, Douglas County, Oregon","2278","296","1101","194","976","187","940","181","0","12","801","184","139","105","36","48","125","65","116","63","0","12","104","63","12","19","9","14","1177","234","1073","228","20","32","959","229","94","63","104","80"
"1400000US41019120000","Census Tract 1200, Douglas County, Oregon","5879","364","3371","392","3179","407","3027","405","18","28","2800","401","209","154","152","88","192","99","192","99","0","17","192","99","0","17","0","17","2508","407","1946","344","45","53","1621","374","280","137","562","248"
"1400000US41019090000","Census Tract 900, Douglas County, Oregon","5544","452","3085","387","2838","348","2810","346","0","17","2616","349","194","152","28","32","247","124","247","124","0","17","247","124","0","17","0","17","2459","311","2295","323","41","63","2124","310","130","105","164","91"
"1400000US41019130000","Census Tract 1300, Douglas County, Oregon","4235","335","2428","295","2220","297","2181","299","0","17","2115","293","66","73","39","45","208","115","208","115","0","17","202","114","6","12","0","17","1807","251","1508","268","18","30","1443","270","47","42","299","175"
"1400000US41019170000","Census Tract 1700, Douglas County, Oregon","3046","222","1596","197","1389","181","1349","188","40","48","1106","176","203","121","40","30","207","88","175","72","0","12","135","63","40","54","32","51","1450","152","1312","154","58","52","1011","146","243","102","138","94"
"1400000US41019030000","Census Tract 300, Douglas County, Oregon","3181","242","1528","198","1447","191","1352","191","24","30","1287","189","41","21","95","34","81","46","81","46","0","12","76","46","5","6","0","12","1653","174","1474","170","41","28","1333","174","100","47","179","53"
"1400000US41019060000","Census Tract 600, Douglas County, Oregon","3287","259","1442","179","1308","173","1242","155","11","16","1220","153","11","17","66","65","134","87","134","87","0","12","134","87","0","12","0","12","1845","224","1690","235","0","12","1467","224","223","138","155","78"
"1400000US41019070000","Census Tract 700, Douglas County, Oregon","4224","351","1993","262","1895","248","1881","249","0","12","1804","252","77","74","14","23","98","74","98","74","0","12","84","70","14","24","0","12","2231","239","2006","233","18","28","1845","231","143","101","225","113"
"1400000US41019200000","Census Tract 2000, Douglas County, Oregon","4072","306","1883","247","1675","228","1615","226","19","25","1454","236","142","80","60","44","208","59","208","59","0","17","181","55","27","25","0","17","2189","251","1763","228","23","26","1351","187","389","182","426","165"
"1400000US41023960200","Census Tract 9602, Grant County, Oregon","4446","158","2497","164","2306","165","2216","174","4","6","2093","189","119","50","90","44","191","51","189","51","4","7","139","44","46","34","2","3","1949","177","1565","167","30","42","1460","167","75","34","384","89"
"1400000US41067032410","Census Tract 324.10, Washington County, Oregon","3172","223","1946","191","1856","180","1846","180","16","25","1565","215","265","132","10","17","90","55","90","55","0","12","78","51","12","20","0","12","1226","168","1111","175","7","10","943","165","161","128","115","73"
"1400000US41067032501","Census Tract 325.01, Washington County, Oregon","2083","223","1406","190","1266","179","1200","186","0","12","1052","184","148","73","66","53","140","58","140","58","0","12","80","52","60","43","0","12","677","119","607","117","0","12","481","108","126","47","70","48"
"1400000US41067032502","Census Tract 325.02, Washington County, Oregon","2489","278","1903","267","1807","260","1779","266","0","12","1350","342","429","217","28","32","96","72","96","72","0","12","53","46","43","53","0","12","586","112","542","110","0","12","413","107","129","69","44","44"
"1400000US41067032503","Census Tract 325.03, Washington County, Oregon","3045","211","2115","196","2057","192","2029","194","0","12","1956","206","73","66","28","29","58","38","58","38","0","12","58","38","0","12","0","12","930","150","910","153","0","12","838","148","72","70","20","24"
"1400000US41067032607","Census Tract 326.07, Washington County, Oregon","4204","311","2965","240","2843","248","2843","248","0","12","2522","250","321","149","0","12","122","86","122","86","0","12","122","86","0","12","0","12","1239","246","1231","246","0","12","1184","251","47","60","8","14"
"1400000US41067032608","Census Tract 326.08, Washington County, Oregon","2064","147","1441","153","1397","147","1397","147","0","12","1340","147","57","50","0","12","44","42","44","42","0","12","44","42","0","12","0","12","623","106","607","105","0","12","569","109","38","27","16","18"
"1400000US41067032609","Census Tract 326.09, Washington County, Oregon","1906","126","1355","112","1337","111","1311","117","0","12","1254","118","57","52","26","32","18","21","18","21","0","12","5","10","13","19","0","12","551","95","531","92","0","12","498","90","33","31","20","31"
"1400000US41067032610","Census Tract 326.10, Washington County, Oregon","2139","158","1496","157","1466","157","1461","158","0","12","1334","177","127","106","5","7","30","21","30","21","0","12","30","21","0","12","0","12","643","132","592","125","0","12","519","113","73","52","51","57"
"1400000US41067033101","Census Tract 331.01, Washington County, Oregon","2373","215","1573","169","1414","181","1391","187","0","12","1224","198","167","130","23","27","159","85","159","85","0","12","107","74","52","46","0","12","800","127","741","124","8","14","733","125","0","12","59","40"
"1400000US41067033102","Census Tract 331.02, Washington County, Oregon","2927","354","1959","245","1665","199","1603","227","0","12","1527","222","76","96","62","59","294","154","294","154","0","12","294","154","0","12","0","12","968","281","803","300","6","11","758","295","39","30","165","69"
"1400000US41067033301","Census Tract 333.01, Washington County, Oregon","4594","294","3435","275","3230","280","3144","306","0","17","2742","342","402","331","86","101","205","120","205","120","0","17","163","106","42","64","0","17","1159","152","1075","150","0","17","946","159","129","73","84","46"
"1400000US41067033302","Census Tract 333.02, Washington County, Oregon","4474","245","2956","226","2674","213","2674","213","21","32","2575","227","78","86","0","17","282","91","237","86","0","17","209","82","28","39","45","52","1518","179","1497","185","40","46","1407","194","50","53","21","23"
"1400000US41069960100","Census Tract 9601, Wheeler County, Oregon","1206","90","523","83","483","73","440","70","4","5","392","65","44","23","43","21","40","21","37","21","0","12","37","21","0","12","3","3","683","72","564","76","0","12","496","72","68","32","119","30"
"1400000US41071030101","Census Tract 301.01, Yamhill County, Oregon","4954","395","2933","362","2777","340","2703","319","0","17","2658","320","45","58","74","87","156","97","156","97","0","17","121","75","35","57","0","17","2021","223","1861","233","0","17","1726","244","135","117","160","110"
"1400000US41071030102","Census Tract 301.02, Yamhill County, Oregon","6107","412","4156","384","3939","350","3923","348","16","25","3842","353","65","74","16","24","217","122","217","122","0","17","196","121","21","34","0","17","1951","277","1742","285","28","46","1656","283","58","54","209","127"
"1400000US41071030301","Census Tract 303.01, Yamhill County, Oregon","7953","488","5200","365","4996","348","4884","362","0","19","4365","344","519","261","112","130","204","112","204","112","0","19","187","111","17","26","0","19","2753","378","2607","381","31","41","2477","390","99","68","146","85"
"1400000US41071030302","Census Tract 303.02, Yamhill County, Oregon","1725","153","1091","139","1065","135","1065","135","39","51","982","145","44","43","0","12","26","20","26","20","0","12","26","20","0","12","0","12","634","99","617","96","29","27","561","92","27","23","17","21"
"1400000US41003010600","Census Tract 106, Benton County, Oregon","3039","417","1749","353","1614","359","1614","359","12","19","1320","326","282","221","0","17","135","109","135","109","0","17","116","106","19","30","0","17","1290","258","1290","258","0","17","982","270","308","114","0","17"
"1400000US41071030601","Census Tract 306.01, Yamhill County, Oregon","2630","203","1333","176","1226","165","1198","161","85","127","1087","156","26","28","28","25","107","78","107","78","0","12","107","78","0","12","0","12","1297","179","1044","188","34","38","900","201","110","64","253","85"
"1400000US41071030602","Census Tract 306.02, Yamhill County, Oregon","4856","315","2692","324","2644","310","2644","310","0","17","2627","311","17","28","0","17","48","49","48","49","0","17","48","49","0","17","0","17","2164","258","1876","248","0","17","1783","246","93","92","288","188"
"1400000US41003000202","Census Tract 2.02, Benton County, Oregon","4320","311","2896","274","2809","270","2809","270","0","17","2786","270","23","39","0","17","87","59","87","59","0","17","87","59","0","17","0","17","1424","185","1282","190","0","17","1192","181","90","142","142","84"
"1400000US41003010702","Census Tract 107.02, Benton County, Oregon","2340","320","1279","280","1208","259","1208","259","0","12","1134","258","74","58","0","12","71","53","71","53","0","12","71","53","0","12","0","12","1061","167","1028","169","18","21","856","166","154","109","33","21"
"1400000US41003010800","Census Tract 108, Benton County, Oregon","2736","236","2036","235","1941","243","1860","253","0","12","1736","251","124","104","81","76","95","56","95","56","0","12","95","56","0","12","0","12","700","148","586","129","0","12","548","126","38","45","114","87"
"1400000US41003010900","Census Tract 109, Benton County, Oregon","4302","313","2584","224","2476","211","2461","210","0","17","2387","216","74","77","15","24","108","56","108","56","10","15","98","53","0","17","0","17","1718","343","1625","350","18","28","1598","342","9","14","93","54"
"1400000US41023960100","Census Tract 9601, Grant County, Oregon","1404","150","698","106","646","99","603","102","0","12","531","102","72","41","43","25","52","31","50","31","0","12","43","30","7","8","2","3","706","112","502","100","0","12","445","96","57","24","204","58"
"1400000US41031960100","Census Tract 9601, Jefferson County, Oregon","1300","201","774","143","725","131","723","131","0","12","638","144","85","75","2","3","49","46","49","46","0","12","30","34","19","29","0","12","526","126","500","129","0","12","451","124","49","48","26","21"
"1400000US41053005202","Census Tract 52.02, Polk County, Oregon","7729","478","5243","469","4937","430","4904","426","0","19","4744","424","160","168","33","40","306","145","306","145","0","19","306","145","0","19","0","19","2486","366","2201","377","0","19","2068","342","133","104","285","149"
"1400000US41039001002","Census Tract 10.02, Lane County, Oregon","3189","257","1892","209","1834","202","1804","205","14","22","1595","210","195","91","30","28","58","39","50","33","0","12","42","30","8","14","8","13","1297","197","1096","168","17","27","878","165","201","89","201","103"
"1400000US41039001804","Census Tract 18.04, Lane County, Oregon","2981","177","1970","168","1900","171","1853","177","0","12","1806","187","47","76","47","40","70","47","70","47","0","12","70","47","0","12","0","12","1011","157","951","164","0","12","922","172","29","45","60","39"
"1400000US41039001902","Census Tract 19.02, Lane County, Oregon","4876","354","3249","408","2856","411","2810","421","0","17","2596","448","214","141","46","40","393","202","393","202","0","17","393","202","0","17","0","17","1627","323","1458","303","0","17","1371","301","87","94","169","121"
"1400000US41039002201","Census Tract 22.01, Lane County, Oregon","3150","218","1666","244","1473","236","1456","241","0","12","1448","240","8","11","17","20","193","86","182","86","0","12","182","86","0","12","11","17","1484","207","1398","210","28","26","1291","215","79","48","86","50"
"1400000US41039000404","Census Tract 4.04, Lane County, Oregon","2942","287","1817","245","1676","239","1648","238","23","26","1352","254","273","181","28","27","141","71","124","67","0","12","124","67","0","12","17","27","1125","153","995","174","0","12","939","176","56","45","130","66"
"1400000US41039000702","Census Tract 7.02, Lane County, Oregon","2157","184","865","149","804","145","751","138","26","29","664","134","61","38","53","56","61","48","55","47","0","12","47","46","8","12","6","10","1292","162","1196","169","29","25","1088","174","79","41","96","45"
"1400000US41039000902","Census Tract 9.02, Lane County, Oregon","4187","354","2259","301","2053","272","1987","281","62","66","1818","283","107","80","66","47","206","144","197","143","0","12","187","144","10","15","9","15","1928","291","1690","283","56","42","1529","284","105","66","238","84"
"1400000US41039001201","Census Tract 12.01, Lane County, Oregon","3159","404","1640","302","1478","294","1436","295","0","12","1198","233","238","173","42","45","162","107","153","108","0","12","153","108","0","12","9","14","1519","256","1425","251","0","12","1213","242","212","130","94","65"
"1400000US41039003102","Census Tract 31.02, Lane County, Oregon","6575","518","3916","437","3613","450","3613","450","0","17","3054","478","559","242","0","17","303","191","291","193","0","17","244","171","47","67","12","22","2659","460","2509","460","0","17","2056","401","453","224","150","78"
"1400000US41039003700","Census Tract 37, Lane County, Oregon","1842","275","1210","192","1097","168","1097","168","9","14","788","144","300","110","0","12","113","88","113","88","0","12","28","30","85","85","0","12","632","158","627","159","0","12","322","128","305","118","5","7"
"1400000US41039005200","Census Tract 52, Lane County, Oregon","1984","129","1135","142","1078","148","1078","148","0","12","1037","151","41","38","0","12","57","38","57","38","0","12","57","38","0","12","0","12","849","117","780","118","0","12","704","112","76","61","69","53"
"1400000US41039003500","Census Tract 35, Lane County, Oregon","3594","289","2177","229","1942","188","1867","198","0","12","1827","199","40","32","75","64","235","137","235","137","0","12","235","137","0","12","0","12","1417","185","1298","186","0","12","1178","179","120","70","119","78"
"1400000US41039003600","Census Tract 36, Lane County, Oregon","3301","298","2208","282","2052","262","1972","265","0","12","1875","268","97","69","80","48","156","83","145","81","0","12","124","80","21","23","11","17","1093","177","926","161","0","12","833","156","93","74","167","87"
"1400000US41039001301","Census Tract 13.01, Lane County, Oregon","2869","195","1378","175","1202","165","1105","157","51","65","956","160","98","84","97","76","176","69","176","69","0","12","152","69","24","28","0","12","1491","198","1284","185","10","16","985","152","289","144","207","80"
"1400000US41039001803","Census Tract 18.03, Lane County, Oregon","3522","314","2268","239","2100","220","2077","219","15","28","1921","248","141","77","23","25","168","81","155","82","0","12","146","81","9","16","13","21","1254","202","1146","209","9","15","929","215","208","102","108","55"
"1400000US41039001904","Census Tract 19.04, Lane County, Oregon","4396","383","2946","374","2771","398","2703","395","0","17","2522","398","181","140","68","53","175","101","175","101","0","17","163","98","12","19","0","17","1450","256","994","249","12","20","896","245","86","59","456","198"
"1400000US41039002001","Census Tract 20.01, Lane County, Oregon","2837","212","1561","251","1451","235","1332","238","0","12","1319","236","13","20","119","87","110","71","110","71","0","12","110","71","0","12","0","12","1276","144","979","173","0","12","979","173","0","12","297","116"
"1400000US41071030501","Census Tract 305.01, Yamhill County, Oregon","3969","316","2355","263","2165","233","2061","245","19","22","1898","241","144","92","104","83","190","88","190","88","0","17","173","83","17","27","0","17","1614","194","1371","197","46","53","1197","189","128","58","243","103"
"1400000US41071030702","Census Tract 307.02, Yamhill County, Oregon","5885","363","3871","365","3618","399","3602","400","0","17","3270","416","332","225","16","26","253","176","253","176","0","17","204","154","49","75","0","17","2014","303","1678","310","0","17","1425","255","253","171","336","176"
"1400000US41071031000","Census Tract 310, Yamhill County, Oregon","3184","301","1931","230","1779","226","1711","223","22","33","1465","180","224","136","68","79","152","68","148","68","8","13","140","66","0","12","4","7","1253","191","1148","189","37","48","1023","185","88","50","105","62"
"1400000US41071030201","Census Tract 302.01, Yamhill County, Oregon","4341","508","2678","453","2625","458","2625","458","0","17","2463","482","162","159","0","17","53","58","53","58","0","17","53","58","0","17","0","17","1663","311","1481","292","37","62","1188","337","256","136","182","104"
"1400000US41005020403","Census Tract 204.03, Clackamas County, Oregon","2796","182","1614","152","1512","160","1512","160","0","12","1512","160","0","12","0","12","102","51","102","51","0","12","102","51","0","12","0","12","1182","154","1155","148","0","12","1082","146","73","63","27","25"
"1400000US41005020404","Census Tract 204.04, Clackamas County, Oregon","2969","183","1912","197","1853","198","1844","199","0","12","1833","204","11","16","9","13","59","43","49","41","0","12","49","41","0","12","10","16","1057","158","1038","158","0","12","1020","161","18","25","19","28"
"1400000US41005020504","Census Tract 205.04, Clackamas County, Oregon","5274","291","3480","339","3294","333","3287","334","0","17","3212","337","75","62","7","14","186","87","186","87","0","17","186","87","0","17","0","17","1794","261","1762","261","24","38","1655","265","83","53","32","36"
"1400000US41005020505","Census Tract 205.05, Clackamas County, Oregon","2183","154","1004","153","972","153","953","152","0","12","953","152","0","12","19","29","32","30","32","30","0","12","32","30","0","12","0","12","1179","149","1071","152","33","42","982","154","56","39","108","56"
"1400000US41005022105","Census Tract 221.05, Clackamas County, Oregon","5202","388","3632","304","3533","305","3477","298","0","17","3378","298","99","90","56","90","99","70","99","70","0","17","99","70","0","17","0","17","1570","341","1535","345","14","24","1433","351","88","71","35","41"
"1400000US41005022107","Census Tract 221.07, Clackamas County, Oregon","3598","293","2731","287","2605","295","2553","296","0","12","2325","279","228","191","52","43","126","81","92","68","0","12","78","66","14","22","34","51","867","169","816","172","0","12","736","179","80","53","51","35"
"1400000US41005022108","Census Tract 221.08, Clackamas County, Oregon","2573","184","1781","221","1621","243","1562","250","14","22","1454","253","94","62","59","41","160","94","149","92","0","12","112","70","37","58","11","17","792","121","738","120","32","36","628","113","78","64","54","45"
"1400000US41005022205","Census Tract 222.05, Clackamas County, Oregon","3223","240","1957","202","1892","194","1883","193","10","16","1873","198","0","12","9","15","65","40","65","40","0","12","55","36","10","15","0","12","1266","190","1266","190","0","12","1171","201","95","64","0","12"
"1400000US41005022206","Census Tract 222.06, Clackamas County, Oregon","5661","337","3635","362","3520","379","3489","382","0","17","3473","383","16","27","31","33","115","78","115","78","0","17","115","78","0","17","0","17","2026","301","1870","312","0","17","1855","315","15","27","156","107"
"1400000US41005022207","Census Tract 222.07, Clackamas County, Oregon","4864","306","3487","247","3353","238","3353","238","0","17","3280","243","73","78","0","17","134","58","134","58","0","17","134","58","0","17","0","17","1377","176","1377","176","0","17","1322","169","55","40","0","17"
"1400000US41005022208","Census Tract 222.08, Clackamas County, Oregon","5747","307","3977","276","3894","272","3869","276","11","17","3693","297","165","142","25","30","83","68","83","68","0","17","83","68","0","17","0","17","1770","230","1740","230","11","16","1660","231","69","60","30","38"
"1400000US41005022301","Census Tract 223.01, Clackamas County, Oregon","3262","201","1912","218","1810","198","1770","193","0","12","1718","204","52","49","40","37","102","71","102","71","0","12","102","71","0","12","0","12","1350","172","1284","185","0","12","1154","187","130","82","66","50"
"1400000US41005022302","Census Tract 223.02, Clackamas County, Oregon","4686","372","3089","274","2995","275","2959","272","0","17","2896","286","63","58","36","59","94","72","94","72","0","17","94","72","0","17","0","17","1597","280","1522","273","0","17","1465","276","57","52","75","63"
"1400000US41005022603","Census Tract 226.03, Clackamas County, Oregon","2962","276","2131","260","2115","266","2115","266","32","51","2007","269","76","92","0","12","16","26","16","26","0","12","16","26","0","12","0","12","831","173","736","183","0","12","736","183","0","12","95","74"
"1400000US41005022605","Census Tract 226.05, Clackamas County, Oregon","6163","645","3952","377","3718","398","3677","402","0","17","3665","403","12","19","41","42","234","154","234","154","0","17","234","154","0","17","0","17","2211","453","2071","466","75","86","1944","470","52","48","140","92"
"1400000US41005022710","Census Tract 227.10, Clackamas County, Oregon","2128","174","1610","162","1563","158","1556","159","0","12","1444","179","112","68","7","11","47","35","47","35","0","12","47","35","0","12","0","12","518","100","478","106","0","12","452","107","26","24","40","32"
"1400000US41005022606","Census Tract 226.06, Clackamas County, Oregon","3975","251","2776","203","2549","170","2501","170","0","17","2362","199","139","154","48","60","227","81","227","81","0","17","183","70","44","45","0","17","1199","162","1117","156","0","17","1107","158","10","16","82","66"
"1400000US41005022707","Census Tract 227.07, Clackamas County, Oregon","4621","231","3111","253","3038","259","2994","257","0","17","2734","269","260","123","44","35","73","53","73","53","0","17","73","53","0","17","0","17","1510","211","1503","213","0","17","1384","227","119","66","7","11"
"1400000US41005022708","Census Tract 227.08, Clackamas County, Oregon","3195","226","2213","215","2180","214","2144","214","0","12","1982","212","162","151","36","30","33","36","33","36","0","12","33","36","0","12","0","12","982","162","872","167","0","12","809","163","63","60","110","50"
"1400000US41005022904","Census Tract 229.04, Clackamas County, Oregon","2660","201","1773","218","1706","203","1694","201","9","16","1552","200","133","94","12","19","67","60","67","60","0","12","58","59","9","14","0","12","887","198","780","206","18","29","704","202","58","41","107","65"
"1400000US41005022905","Census Tract 229.05, Clackamas County, Oregon","3624","207","2420","187","2314","189","2220","187","7","12","2174","185","39","60","94","123","106","31","106","31","0","12","106","31","0","12","0","12","1204","154","1150","165","16","21","1077","158","57","51","54","43"
"1400000US41005022906","Census Tract 229.06, Clackamas County, Oregon","2454","275","1434","218","1415","221","1332","167","0","12","1264","155","68","69","83","140","19","18","8","11","0","12","8","11","0","12","11","15","1020","158","890","149","0","12","806","142","84","53","130","70"
"1400000US41005022907","Census Tract 229.07, Clackamas County, Oregon","3187","250","2002","254","1874","226","1811","226","12","18","1567","227","232","148","63","72","128","72","128","72","0","12","79","51","49","53","0","12","1185","158","1040","147","40","49","971","162","29","34","145","77"
"1400000US41005023001","Census Tract 230.01, Clackamas County, Oregon","2776","212","1669","243","1623","245","1612","244","0","12","1518","254","94","70","11","17","46","35","46","35","0","12","32","28","14","22","0","12","1107","212","1037","212","0","12","872","227","165","156","70","55"
"1400000US41005023002","Census Tract 230.02, Clackamas County, Oregon","3164","253","1829","240","1728","235","1696","227","0","12","1660","230","36","49","32","49","101","111","101","111","0","12","101","111","0","12","0","12","1335","164","1287","164","0","12","1170","159","117","110","48","39"
"1400000US41005023403","Census Tract 234.03, Clackamas County, Oregon","4151","300","2976","311","2880","300","2864","301","0","17","2751","313","113","108","16","24","96","70","96","70","0","17","88","69","8","14","0","17","1175","190","1145","191","10","16","1022","194","113","83","30","34"
"1400000US41005023404","Census Tract 234.04, Clackamas County, Oregon","4770","327","3149","279","3026","282","3016","285","0","17","2952","305","64","77","10","18","123","75","123","75","0","17","123","75","0","17","0","17","1621","250","1331","257","29","46","1192","254","110","81","290","119"
"1400000US41005023901","Census Tract 239.01, Clackamas County, Oregon","3918","333","2884","283","2777","282","2689","293","19","23","2438","328","232","142","88","96","107","75","80","58","0","17","80","58","0","17","27","43","1034","194","950","186","8","14","871","175","71","75","84","45"
"1400000US41005023902","Census Tract 239.02, Clackamas County, Oregon","4065","410","2447","355","2340","345","2248","340","0","17","1889","317","359","196","92","77","107","63","73","43","0","17","73","43","0","17","34","49","1618","313","1460","319","0","17","1201","302","259","183","158","73"
"1400000US41005024303","Census Tract 243.03, Clackamas County, Oregon","2417","370","1207","272","1196","271","1196","271","0","12","1150","267","46","49","0","12","11","18","11","18","0","12","11","18","0","12","0","12","1210","226","1066","229","41","47","882","209","143","119","144","81"
"1400000US41005024304","Census Tract 243.04, Clackamas County, Oregon","1926","214","1185","210","1112","206","1100","205","28","44","1036","188","36","44","12","18","73","61","44","41","0","12","44","41","0","12","29","47","741","172","646","166","0","12","598","160","48","41","95","72"
"1400000US41005980000","Census Tract 9800, Clackamas County, Oregon","22","14","22","14","22","14","22","14","4","7","18","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US41071030400","Census Tract 304, Yamhill County, Oregon","6663","474","4198","417","4023","401","3945","405","38","36","3376","406","531","321","78","56","175","111","175","111","0","17","175","111","0","17","0","17","2465","304","2137","324","42","36","1941","342","154","87","328","166"
"1400000US41071030701","Census Tract 307.01, Yamhill County, Oregon","6720","386","3632","353","3230","346","3173","348","0","17","3018","327","155","124","57","49","402","293","402","293","0","17","355","284","47","74","0","17","3088","276","2908","268","78","74","2548","307","282","141","180","83"
"1400000US41071030801","Census Tract 308.01, Yamhill County, Oregon","4034","366","2568","341","2515","340","2372","346","0","17","2100","340","272","179","143","121","53","43","53","43","0","17","31","35","22","24","0","17","1466","193","1213","205","0","17","1044","212","169","101","253","109"
"1400000US41071030502","Census Tract 305.02, Yamhill County, Oregon","3729","342","2120","295","1971","259","1943","257","8","11","1779","265","156","74","28","24","149","86","143","85","0","12","129","87","14","16","6","8","1609","203","1310","177","19","30","1057","153","234","93","299","95"
"1400000US41071030802","Census Tract 308.02, Yamhill County, Oregon","2746","270","1975","271","1924","268","1796","292","0","17","1588","260","208","153","128","86","51","43","28","24","0","17","19","19","9","16","23","33","771","176","668","181","0","17","595","157","73","82","103","60"
"1400000US41071030900","Census Tract 309, Yamhill County, Oregon","3596","236","2253","236","2142","237","2100","232","0","12","1905","228","195","101","42","39","111","44","88","36","0","12","82","40","6","10","23","27","1343","147","1232","144","8","13","1095","129","129","77","111","69"
"1400000US41071030202","Census Tract 302.02, Yamhill County, Oregon","4485","393","3181","360","2917","377","2839","372","0","17","2458","397","381","273","78","67","264","162","264","162","0","17","255","161","9","16","0","17","1304","208","1156","199","0","17","1104","201","52","41","148","120"
"1400000US41001950300","Census Tract 9503, Baker County, Oregon","1945","169","949","137","861","118","851","119","2","4","771","123","78","57","10","7","88","58","79","56","0","12","76","56","3","5","9","14","996","117","746","113","13","15","626","115","107","51","250","92"
"1400000US41001950100","Census Tract 9501, Baker County, Oregon","2386","171","1134","133","1058","126","1001","125","12","11","775","114","214","82","57","31","76","46","76","46","0","12","70","45","6","7","0","12","1252","152","1110","148","20","17","898","150","192","88","142","63"
