"GEO_ID","NAME","B28007_001E","B28007_001M","B28007_002E","B28007_002M","B28007_003E","B28007_003M","B28007_004E","B28007_004M","B28007_005E","B28007_005M","B28007_006E","B28007_006M","B28007_007E","B28007_007M","B28007_008E","B28007_008M","B28007_009E","B28007_009M","B28007_010E","B28007_010M","B28007_011E","B28007_011M","B28007_012E","B28007_012M","B28007_013E","B28007_013M","B28007_014E","B28007_014M","B28007_015E","B28007_015M","B28007_016E","B28007_016M","B28007_017E","B28007_017M","B28007_018E","B28007_018M","B28007_019E","B28007_019M","B28007_020E","B28007_020M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!In the civilian labor force","Margin of Error!!Total!!In the civilian labor force","Estimate!!Total!!In the civilian labor force!!Employed","Margin of Error!!Total!!In the civilian labor force!!Employed","Estimate!!Total!!In the civilian labor force!!Employed!!Has a computer","Margin of Error!!Total!!In the civilian labor force!!Employed!!Has a computer","Estimate!!Total!!In the civilian labor force!!Employed!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!In the civilian labor force!!Employed!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!In the civilian labor force!!Employed!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!In the civilian labor force!!Employed!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!In the civilian labor force!!Employed!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!In the civilian labor force!!Employed!!Has a computer!!Without an Internet subscription","Estimate!!Total!!In the civilian labor force!!Employed!!No computer","Margin of Error!!Total!!In the civilian labor force!!Employed!!No computer","Estimate!!Total!!In the civilian labor force!!Unemployed","Margin of Error!!Total!!In the civilian labor force!!Unemployed","Estimate!!Total!!In the civilian labor force!!Unemployed!!Has a computer","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!Has a computer","Estimate!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!Without an Internet subscription","Estimate!!Total!!In the civilian labor force!!Unemployed!!No computer","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!No computer","Estimate!!Total!!Not in labor force","Margin of Error!!Total!!Not in labor force","Estimate!!Total!!Not in labor force!!Has a computer","Margin of Error!!Total!!Not in labor force!!Has a computer","Estimate!!Total!!Not in labor force!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!Not in labor force!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!Not in labor force!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!Not in labor force!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!Not in labor force!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!Not in labor force!!Has a computer!!Without an Internet subscription","Estimate!!Total!!Not in labor force!!No computer","Margin of Error!!Total!!Not in labor force!!No computer"
"1400000US41051010303","Census Tract 103.03, Multnomah County, Oregon","4226","363","3034","376","2801","379","2750","378","0","17","2661","387","89","73","51","51","233","161","171","121","0","17","150","119","21","35","62","100","1192","273","1096","286","0","17","882","239","214","140","96","90"
"1400000US41051000100","Census Tract 1, Multnomah County, Oregon","5226","349","3820","352","3602","350","3585","347","0","17","3482","348","103","85","17","28","218","113","200","106","0","17","200","106","0","17","18","30","1406","209","1281","202","22","37","1259","202","0","17","125","79"
"1400000US41051000602","Census Tract 6.02, Multnomah County, Oregon","4855","329","3427","355","3231","341","3124","352","0","17","3036","381","88","83","107","86","196","110","196","110","0","17","196","110","0","17","0","17","1428","253","1241","260","0","17","1071","261","170","91","187","111"
"1400000US41051000801","Census Tract 8.01, Multnomah County, Oregon","4189","358","3341","342","3178","355","3164","360","14","23","3057","372","93","87","14","22","163","82","148","78","0","12","123","73","25","39","15","24","848","194","769","189","24","28","687","180","58","54","79","64"
"1400000US41051002901","Census Tract 29.01, Multnomah County, Oregon","3894","265","2960","274","2819","267","2819","267","35","41","2732","278","52","51","0","12","141","80","141","80","0","12","132","80","9","15","0","12","934","172","833","176","18","20","779","179","36","38","101","89"
"1400000US41051003603","Census Tract 36.03, Multnomah County, Oregon","1333","105","1011","127","986","125","986","125","3","6","918","132","65","50","0","12","25","20","25","20","0","12","25","20","0","12","0","12","322","71","299","70","4","7","268","67","27","25","23","26"
"1400000US41051004002","Census Tract 40.02, Multnomah County, Oregon","4161","340","2844","269","2619","281","2604","281","0","17","2519","287","85","67","15","17","225","82","225","82","0","17","225","82","0","17","0","17","1317","306","1223","308","6","11","1122","329","95","66","94","43"
"1400000US41051004102","Census Tract 41.02, Multnomah County, Oregon","4369","403","3156","359","3075","348","3007","342","0","17","2898","377","109","85","68","53","81","63","61","51","0","17","61","51","0","17","20","36","1213","244","1043","260","0","17","887","242","156","127","170","93"
"1400000US41051004300","Census Tract 43, Multnomah County, Oregon","845","86","538","88","508","82","508","82","11","10","493","83","4","6","0","12","30","24","30","24","0","12","30","24","0","12","0","12","307","59","252","47","8","7","244","48","0","12","55","47"
"1400000US41051004500","Census Tract 45, Multnomah County, Oregon","2376","229","1824","215","1814","215","1791","213","0","12","1622","189","169","132","23","35","10","15","10","15","0","12","10","15","0","12","0","12","552","120","552","120","0","12","542","121","10","15","0","12"
"1400000US41051005000","Census Tract 50, Multnomah County, Oregon","3213","231","2667","230","2552","229","2529","225","0","12","2392","232","137","62","23","27","115","56","115","56","0","12","101","53","14","20","0","12","546","138","518","134","0","12","513","135","5","7","28","26"
"1400000US41051006100","Census Tract 61, Multnomah County, Oregon","2113","171","1398","104","1307","122","1279","117","0","12","1252","120","27","22","28","45","91","68","91","68","0","12","51","39","40","58","0","12","715","169","715","169","0","12","673","168","42","39","0","12"
"1400000US41051006200","Census Tract 62, Multnomah County, Oregon","2586","168","1791","143","1707","128","1662","133","0","12","1568","138","94","71","45","62","84","51","76","50","0","12","76","50","0","12","8","13","795","159","763","158","0","12","754","157","9","13","32","29"
"1400000US41051006601","Census Tract 66.01, Multnomah County, Oregon","2052","108","1389","114","1335","112","1335","112","0","12","1329","112","6","11","0","12","54","40","54","40","0","12","37","32","17","27","0","12","663","105","533","99","0","12","520","102","13","14","130","81"
"1400000US41051010405","Census Tract 104.05, Multnomah County, Oregon","4784","344","3518","317","3432","317","3249","318","0","17","2672","391","577","347","183","128","86","61","73","58","0","17","73","58","0","17","13","22","1266","235","1125","234","0","17","1031","240","94","75","141","90"
"1400000US41051001701","Census Tract 17.01, Multnomah County, Oregon","6049","708","4616","672","4436","611","4407","610","0","17","4275","609","132","104","29","32","180","150","180","150","0","17","172","149","8","12","0","17","1433","240","1358","245","0","17","1230","245","128","128","75","73"
"1400000US41051006602","Census Tract 66.02, Multnomah County, Oregon","4689","295","3562","317","3362","334","3310","347","0","17","3101","363","209","159","52","48","200","113","182","109","0","17","182","109","0","17","18","30","1127","207","1094","201","0","17","913","173","181","136","33","42"
"1400000US41051009502","Census Tract 95.02, Multnomah County, Oregon","3214","285","2111","275","2030","269","1993","280","0","12","1878","273","115","88","37","33","81","53","81","53","0","12","81","53","0","12","0","12","1103","156","938","150","0","12","856","139","82","61","165","101"
"1400000US41051010407","Census Tract 104.07, Multnomah County, Oregon","4348","340","3075","302","2867","275","2793","277","0","17","2692","266","101","112","74","88","208","90","208","90","0","17","155","59","53","81","0","17","1273","214","1073","213","0","17","874","189","199","141","200","83"
"1400000US41051002000","Census Tract 20, Multnomah County, Oregon","5520","323","4695","320","4582","317","4553","319","0","17","4341","355","212","130","29","32","113","70","113","70","0","17","97","65","16","26","0","17","825","204","809","202","0","17","790","200","19","28","16","25"
"1400000US41067031703","Census Tract 317.03, Washington County, Oregon","3893","228","2716","222","2495","217","2495","217","0","17","2339","256","156","119","0","17","221","95","221","95","0","17","208","93","13","21","0","17","1177","184","1167","185","0","17","1089","187","78","72","10","17"
"1400000US41067031805","Census Tract 318.05, Washington County, Oregon","5946","385","4013","337","3735","327","3723","328","0","17","3693","328","30","50","12","20","278","135","278","135","0","17","278","135","0","17","0","17","1933","298","1894","299","0","17","1870","302","24","27","39","48"
"1400000US41067032103","Census Tract 321.03, Washington County, Oregon","7765","365","5397","319","5282","305","5170","329","0","19","5000","325","170","141","112","104","115","67","115","67","0","19","115","67","0","19","0","19","2368","310","2132","291","0","19","1979","263","153","141","236","133"
"1400000US41067030300","Census Tract 303, Washington County, Oregon","3754","197","2563","183","2487","183","2426","194","0","12","2323","183","103","68","61","60","76","46","76","46","0","12","67","46","9","13","0","12","1191","143","1087","144","0","12","1055","145","32","29","104","59"
"1400000US41067032603","Census Tract 326.03, Washington County, Oregon","5415","373","3570","324","3414","295","3362","302","0","17","3175","343","187","110","52","79","156","88","156","88","0","17","98","83","58","56","0","17","1845","261","1815","258","0","17","1653","281","162","96","30","47"
"1400000US41067032800","Census Tract 328, Washington County, Oregon","911","182","583","146","566","139","526","136","0","12","513","133","13","14","40","35","17","19","17","19","0","12","6","8","11","18","0","12","328","72","303","71","0","12","289","68","14","15","25","20"
"1400000US41067030803","Census Tract 308.03, Washington County, Oregon","4376","283","2294","262","2154","256","2140","253","0","17","2028","287","112","107","14","24","140","95","140","95","0","17","110","86","30","45","0","17","2082","216","1874","231","97","155","1602","237","175","115","208","113"
"1400000US41067031003","Census Tract 310.03, Washington County, Oregon","5920","410","3930","411","3685","410","3667","407","0","17","3398","419","269","269","18","29","245","118","245","118","0","17","245","118","0","17","0","17","1990","267","1978","266","0","17","1890","272","88","93","12","18"
"1400000US41067031006","Census Tract 310.06, Washington County, Oregon","5396","447","4158","389","3869","330","3869","330","0","17","3584","359","285","227","0","17","289","193","289","193","0","17","281","192","8","15","0","17","1238","250","1179","238","15","25","1117","236","47","43","59","56"
"1400000US41067031706","Census Tract 317.06, Washington County, Oregon","4649","331","3547","298","3334","302","3314","302","0","17","3178","316","136","97","20","24","213","112","213","112","0","17","154","101","59","57","0","17","1102","186","1052","183","0","17","948","163","104","81","50","47"
"1400000US41067031610","Census Tract 316.10, Washington County, Oregon","7153","424","5290","439","5178","449","5151","452","0","17","5095","451","56","58","27","32","112","71","112","71","0","17","112","71","0","17","0","17","1863","256","1764","269","0","17","1715","271","49","48","99","58"
"1400000US41067032300","Census Tract 323, Washington County, Oregon","4609","274","3194","220","3023","231","3014","233","77","87","2900","269","37","36","9","16","171","84","171","84","0","17","171","84","0","17","0","17","1415","212","1376","217","30","44","1346","212","0","17","39","34"
"1400000US41067032606","Census Tract 326.06, Washington County, Oregon","4811","574","3193","498","3008","506","2882","534","0","17","2597","489","285","254","126","127","185","98","185","98","0","17","141","86","44","47","0","17","1618","249","1329","255","0","17","1176","263","153","147","289","115"
"1400000US41067032901","Census Tract 329.01, Washington County, Oregon","5010","327","3438","283","3211","286","3160","295","0","17","2864","326","296","142","51","43","227","133","211","130","0","17","142","94","69","92","16","25","1572","243","1385","239","0","17","1230","221","155","81","187","115"
"1400000US41067030402","Census Tract 304.02, Washington County, Oregon","4387","500","2813","435","2696","430","2696","430","0","17","2631","445","65","78","0","17","117","76","117","76","24","38","93","64","0","17","0","17","1574","320","1406","329","65","102","1308","312","33","38","168","107"
"1400000US41067030501","Census Tract 305.01, Washington County, Oregon","3902","323","2718","321","2598","297","2435","306","0","17","2303","308","132","145","163","166","120","74","120","74","0","17","74","55","46","53","0","17","1184","198","1087","207","0","17","1087","207","0","17","97","83"
"1400000US41067030700","Census Tract 307, Washington County, Oregon","1083","102","816","108","731","90","699","94","0","12","609","94","90","43","32","20","85","46","85","46","0","12","57","34","28","31","0","12","267","59","235","58","0","12","221","60","14","16","32","25"
"1400000US41067031504","Census Tract 315.04, Washington County, Oregon","5564","458","3832","342","3599","346","3599","346","0","17","3599","346","0","17","0","17","233","153","233","153","0","17","140","80","93","140","0","17","1732","332","1698","329","0","17","1698","329","0","17","34","37"
"1400000US41067031612","Census Tract 316.12, Washington County, Oregon","3118","461","2351","411","2167","393","2144","396","0","12","2097","407","47","50","23","26","184","109","184","109","0","12","184","109","0","12","0","12","767","184","767","184","0","12","740","181","27","30","0","12"
"1400000US41067031506","Census Tract 315.06, Washington County, Oregon","3027","158","1989","142","1973","147","1891","148","0","12","1834","156","57","48","82","81","16","19","16","19","0","12","16","19","0","12","0","12","1038","133","953","127","0","12","938","129","15","17","85","62"
"1400000US41067031609","Census Tract 316.09, Washington County, Oregon","9931","636","7398","702","7014","703","6946","703","0","19","6507","719","439","181","68","75","384","160","372","160","0","19","372","160","0","19","12","19","2533","375","2443","378","0","19","2338","368","105","70","90","76"
"1400000US41067031705","Census Tract 317.05, Washington County, Oregon","3856","277","2794","246","2677","254","2514","249","9","15","2453","263","52","59","163","114","117","71","117","71","0","17","88","56","29","44","0","17","1062","189","929","179","0","17","838","158","91","94","133","84"
"1400000US41067030600","Census Tract 306, Washington County, Oregon","4489","316","3040","350","2953","342","2852","341","0","17","2637","382","215","186","101","103","87","70","87","70","0","17","74","67","13","22","0","17","1449","223","1240","179","13","21","1013","184","214","116","209","165"
"1400000US41067031004","Census Tract 310.04, Washington County, Oregon","6017","275","4020","271","3898","274","3847","280","0","17","3716","301","131","100","51","47","122","80","122","80","0","17","122","80","0","17","0","17","1997","226","1785","231","0","17","1621","223","164","111","212","90"
"1400000US41067031100","Census Tract 311, Washington County, Oregon","2378","259","1619","218","1493","207","1454","220","0","12","1300","219","154","99","39","51","126","65","115","63","0","12","115","63","0","12","11","18","759","189","667","170","29","39","621","163","17","26","92","71"
"1400000US41067031403","Census Tract 314.03, Washington County, Oregon","3835","271","2789","244","2614","265","2604","262","7","12","2478","263","119","69","10","13","175","80","175","80","0","17","175","80","0","17","0","17","1046","178","968","196","0","17","873","190","95","73","78","67"
"1400000US41067031507","Census Tract 315.07, Washington County, Oregon","4475","326","3040","344","2870","337","2785","338","0","17","2723","342","62","59","85","85","170","108","170","108","0","17","170","108","0","17","0","17","1435","248","1347","239","0","17","1277","232","70","57","88","77"
"1400000US41067031509","Census Tract 315.09, Washington County, Oregon","3743","248","2738","216","2518","202","2483","193","0","17","2367","213","116","78","35","49","220","103","220","103","0","17","220","103","0","17","0","17","1005","171","930","157","14","22","895","156","21","23","75","54"
"1400000US41067032902","Census Tract 329.02, Washington County, Oregon","5567","263","3808","346","3685","336","3685","336","14","21","3553","337","118","124","0","17","123","119","123","119","0","17","123","119","0","17","0","17","1759","321","1678","322","0","17","1495","304","183","172","81","83"
"1400000US41067031704","Census Tract 317.04, Washington County, Oregon","6916","330","4590","417","4373","398","4335","395","48","86","4257","422","30","58","38","60","217","109","217","109","0","17","217","109","0","17","0","17","2326","358","2310","361","16","27","2164","343","130","158","16","26"
"1400000US41067033000","Census Tract 330, Washington County, Oregon","5056","303","2887","260","2781","240","2674","244","0","17","2239","297","435","255","107","71","106","72","91","68","0","17","91","68","0","17","15","23","2169","228","1991","230","29","46","1631","243","331","153","178","90"
"1400000US41067033600","Census Tract 336, Washington County, Oregon","1981","129","1182","141","1084","136","1070","134","53","55","900","160","117","65","14","14","98","47","98","47","9","11","64","33","25","34","0","12","799","117","686","119","0","12","524","86","162","102","113","46"
"1400000US41051005600","Census Tract 56, Multnomah County, Oregon","4848","472","3257","428","2698","377","2698","377","172","225","1967","376","559","251","0","17","559","324","559","324","0","17","302","159","257","297","0","17","1591","396","1386","401","0","17","840","245","546","375","205","88"
"1400000US41051006801","Census Tract 68.01, Multnomah County, Oregon","2018","105","1242","119","1195","118","1195","118","6","9","1170","119","19","30","0","12","47","31","47","31","0","12","47","31","0","12","0","12","776","94","691","98","0","12","659","93","32","38","85","51"
"1400000US41051009501","Census Tract 95.01, Multnomah County, Oregon","3817","305","2238","259","2133","263","2027","261","9","17","1947","273","71","73","106","72","105","71","105","71","0","12","79","60","26","35","0","12","1579","231","1299","200","9","15","1198","192","92","93","280","163"
"1400000US41051009400","Census Tract 94, Multnomah County, Oregon","5642","278","3003","298","2738","250","2704","255","0","17","2575","258","129","99","34","38","265","153","265","153","0","17","243","147","22","34","0","17","2639","300","2298","327","27","45","2007","329","264","110","341","144"
"1400000US41061970300","Census Tract 9703, Union County, Oregon","1821","120","964","115","936","118","900","123","2","3","819","122","79","41","36","29","28","17","28","17","0","12","28","17","0","12","0","12","857","88","748","78","0","12","686","73","62","38","109","40"
"1400000US41061970700","Census Tract 9707, Union County, Oregon","2405","272","1578","227","1476","212","1370","212","0","12","1096","208","274","140","106","69","102","73","102","73","0","12","92","71","10","14","0","12","827","154","649","161","0","12","583","150","66","69","178","92"
"1400000US41061970800","Census Tract 9708, Union County, Oregon","2922","242","1697","158","1567","139","1492","135","7","11","1376","133","109","89","75","52","130","84","130","84","12","18","114","82","4","6","0","12","1225","179","1038","188","38","30","975","179","25","22","187","67"
"1400000US41061970600","Census Tract 9706, Union County, Oregon","3104","253","2001","213","1880","200","1858","205","7","12","1742","187","109","86","22","23","121","61","121","61","0","12","121","61","0","12","0","12","1103","174","962","177","19","31","884","169","59","59","141","82"
"1400000US41061970200","Census Tract 9702, Union County, Oregon","2574","187","1379","154","1316","158","1270","159","0","12","1169","160","101","61","46","32","63","40","63","40","0","12","51","36","12","15","0","12","1195","144","942","127","0","12","862","125","80","53","253","92"
"1400000US41061970500","Census Tract 9705, Union County, Oregon","2686","207","1639","187","1541","200","1515","203","37","57","1312","209","166","119","26","28","98","62","98","62","0","12","75","51","23","35","0","12","1047","183","946","177","0","12","885","180","61","48","101","76"
"1400000US41061970100","Census Tract 9701, Union County, Oregon","2475","180","1293","153","1201","147","1138","147","10","8","1088","147","40","19","63","36","92","47","89","47","0","12","83","46","6","9","3","5","1182","133","911","113","48","28","776","108","87","43","271","83"
"1400000US41061970400","Census Tract 9704, Union County, Oregon","2172","143","1326","160","1202","151","1177","153","7","14","1106","159","64","46","25","28","124","89","124","89","0","12","86","64","38","48","0","12","846","148","697","104","9","15","662","106","26","25","149","100"
"1400000US41067031005","Census Tract 310.05, Washington County, Oregon","4370","474","3032","434","2787","390","2755","383","0","17","2674","389","81","72","32","37","245","169","245","169","0","17","245","169","0","17","0","17","1338","237","1324","238","15","24","1189","222","120","101","14","22"
"1400000US41067031402","Census Tract 314.02, Washington County, Oregon","2504","236","1927","184","1804","180","1795","180","0","12","1756","179","39","37","9","14","123","80","111","73","0","12","111","73","0","12","12","18","577","177","577","177","0","12","550","176","27","25","0","12"
"1400000US41067031404","Census Tract 314.04, Washington County, Oregon","4518","249","3365","277","3159","295","3124","294","0","17","2925","300","199","208","35","41","206","88","206","88","0","17","195","85","11","18","0","17","1153","193","1090","191","12","19","1070","189","8","14","63","49"
"1400000US41067032200","Census Tract 322, Washington County, Oregon","5867","334","3975","340","3802","326","3758","329","0","17","3690","329","68","78","44","71","173","93","157","89","0","17","157","89","0","17","16","26","1892","242","1777","247","13","22","1751","250","13","20","115","66"
"1400000US41067031508","Census Tract 315.08, Washington County, Oregon","6870","446","4614","421","4315","368","4270","363","0","17","4270","363","0","17","45","53","299","159","299","159","0","17","287","156","12","19","0","17","2256","294","2213","291","0","17","2172","294","41","67","43","42"
"1400000US41067031511","Census Tract 315.11, Washington County, Oregon","2494","218","1577","202","1533","188","1468","183","0","12","1309","213","159","166","65","96","44","33","44","33","0","12","44","33","0","12","0","12","917","144","899","144","0","12","806","123","93","106","18","21"
"1400000US41067031806","Census Tract 318.06, Washington County, Oregon","4637","287","3129","259","2737","204","2650","235","0","17","2634","239","16","28","87","116","392","193","392","193","0","17","369","201","23","38","0","17","1508","177","1323","209","19","31","1277","202","27","30","185","117"
"1400000US41067033200","Census Tract 332, Washington County, Oregon","4616","489","2716","431","2632","435","2553","432","78","119","2075","410","400","237","79","96","84","85","84","85","0","17","37","43","47","76","0","17","1900","495","1625","482","0","17","1370","475","255","175","275","150"
"1400000US41067031300","Census Tract 313, Washington County, Oregon","6138","405","4681","410","4503","399","4151","333","0","17","3778","370","373","193","352","300","178","96","178","96","0","17","162","93","16","27","0","17","1457","256","1304","239","0","17","1161","219","143","90","153","126"
"1400000US41067032001","Census Tract 320.01, Washington County, Oregon","4281","281","2608","326","2524","325","2511","326","0","17","2441","328","70","59","13","21","84","61","84","61","0","17","84","61","0","17","0","17","1673","256","1485","276","0","17","1438","264","47","52","188","125"
"1400000US41067031904","Census Tract 319.04, Washington County, Oregon","2400","203","1666","186","1622","185","1622","185","0","12","1591","189","31","29","0","12","44","40","44","40","0","12","44","40","0","12","0","12","734","104","721","103","0","12","714","104","7","11","13","19"
"1400000US41067030900","Census Tract 309, Washington County, Oregon","4048","377","3268","368","3053","369","2955","400","10","15","2571","338","374","355","98","69","215","156","215","156","0","17","204","161","11","18","0","17","780","210","650","191","62","69","527","160","61","80","130","70"
"1400000US41067031512","Census Tract 315.12, Washington County, Oregon","5967","376","4075","350","3927","346","3916","346","0","17","3812","376","104","86","11","18","148","125","148","125","0","17","148","125","0","17","0","17","1892","332","1773","338","0","17","1595","334","178","125","119","62"
"1400000US41049970200","Census Tract 9702, Morrow County, Oregon","2257","182","1364","154","1310","154","1254","149","0","12","1178","150","76","47","56","38","54","35","54","35","0","12","54","35","0","12","0","12","893","123","792","119","0","12","685","112","107","44","101","40"
"1400000US41049970100","Census Tract 9701, Morrow County, Oregon","6181","192","3634","240","3460","240","3291","257","55","46","2703","246","533","156","169","85","174","80","174","80","0","17","174","80","0","17","0","17","2547","240","2084","279","37","28","1758","258","289","132","463","176"
"1400000US41007951200","Census Tract 9512, Clatsop County, Oregon","2505","146","1354","140","1241","139","1223","140","0","12","1093","139","130","62","18","13","113","40","113","40","5","7","87","36","21","24","0","12","1151","124","1007","146","11","13","888","129","108","63","144","80"
"1400000US41007951300","Census Tract 9513, Clatsop County, Oregon","2129","199","1146","212","1081","198","1046","196","0","12","1040","197","6","8","35","19","65","39","53","38","0","12","53","38","0","12","12","12","983","164","870","163","14","21","801","153","55","44","113","66"
"1400000US41007950500","Census Tract 9505, Clatsop County, Oregon","3492","199","2328","190","2226","206","2158","201","13","20","2048","206","97","66","68","43","102","65","79","62","0","12","73","63","6","13","23","26","1164","190","1100","192","6","9","1010","194","84","65","64","48"
"1400000US41007950200","Census Tract 9502, Clatsop County, Oregon","2925","215","1827","195","1699","198","1666","197","0","12","1563","200","103","73","33","29","128","88","128","88","0","12","128","88","0","12","0","12","1098","150","885","147","0","12","818","147","67","49","213","87"
"1400000US41007950300","Census Tract 9503, Clatsop County, Oregon","2301","203","1343","198","1305","197","1224","197","16","25","1135","197","73","77","81","58","38","36","38","36","0","12","38","36","0","12","0","12","958","192","734","168","9","15","664","164","61","47","224","131"
"1400000US41007950600","Census Tract 9506, Clatsop County, Oregon","2624","318","1433","220","1378","224","1191","196","0","12","1070","196","121","87","187","173","55","38","55","38","0","12","55","38","0","12","0","12","1191","196","959","199","21","32","861","199","77","49","232","115"
"1400000US41007950900","Census Tract 9509, Clatsop County, Oregon","3849","273","2451","320","2165","358","1765","288","0","12","1662","284","103","77","400","288","286","123","244","127","0","12","244","127","0","12","42","60","1398","235","1164","203","0","12","1082","200","82","58","234","146"
"1400000US41007950100","Census Tract 9501, Clatsop County, Oregon","2536","196","1562","182","1472","175","1472","175","0","12","1433","177","39","30","0","12","90","82","90","82","0","12","90","82","0","12","0","12","974","163","903","157","0","12","794","144","109","61","71","42"
"1400000US41007950700","Census Tract 9507, Clatsop County, Oregon","1686","165","935","128","905","128","875","129","0","12","805","108","70","66","30","23","30","21","30","21","0","12","30","21","0","12","0","12","751","122","666","115","0","12","616","113","50","44","85","39"
"1400000US41007950400","Census Tract 9504, Clatsop County, Oregon","2969","221","1798","191","1623","196","1564","194","0","12","1441","201","123","123","59","37","175","66","166","64","0","12","166","64","0","12","9","14","1171","215","1036","202","0","12","980","199","56","52","135","82"
"1400000US41007951100","Census Tract 9511, Clatsop County, Oregon","3595","378","2089","300","2071","303","2028","308","0","12","1866","318","162","92","43","53","18","21","11","13","0","12","11","13","0","12","7","15","1506","248","1200","265","0","12","1088","251","112","81","306","126"
"1400000US41011000200","Census Tract 2, Coos County, Oregon","2318","331","1057","267","988","262","971","263","0","12","804","248","167","130","17","25","69","46","45","33","0","12","35","29","10","18","24","31","1261","220","1121","215","11","17","943","216","167","79","140","70"
"1400000US41011000100","Census Tract 1, Coos County, Oregon","4502","338","2103","322","1977","302","1898","300","51","51","1719","293","128","158","79","66","126","83","126","83","0","17","126","83","0","17","0","17","2399","316","2090","300","94","108","1740","272","256","150","309","125"
"1400000US41011000700","Census Tract 7, Coos County, Oregon","5920","546","3791","473","3603","428","3400","442","0","17","3242","454","158","94","203","110","188","133","188","133","0","17","162","131","26","39","0","17","2129","332","1828","309","0","17","1523","305","305","138","301","117"
"1400000US41011001000","Census Tract 10, Coos County, Oregon","6157","644","2869","543","2634","541","2507","551","0","17","2268","548","239","162","127","113","235","218","219","215","0","17","203","214","16","28","16","26","3288","462","2562","464","48","75","2092","412","422","217","726","228"
"1400000US41011001100","Census Tract 11, Coos County, Oregon","4877","390","2018","267","1833","274","1720","268","0","17","1450","252","270","184","113","59","185","82","152","70","0","17","107","56","45","51","33","50","2859","300","2399","267","35","39","1969","241","395","174","460","149"
"1400000US41011000600","Census Tract 6, Coos County, Oregon","2054","214","1041","175","928","170","922","172","0","12","748","165","174","118","6","10","113","86","113","86","0","12","113","86","0","12","0","12","1013","170","865","162","0","12","801","155","64","49","148","66"
"1400000US41011000800","Census Tract 8, Coos County, Oregon","2748","282","1611","278","1486","205","1402","221","0","12","1280","207","122","108","84","63","125","122","125","122","0","12","125","122","0","12","0","12","1137","234","865","227","0","12","847","233","18","20","272","95"
"1400000US41011000300","Census Tract 3, Coos County, Oregon","2480","174","1658","180","1504","155","1445","163","16","18","1397","167","32","28","59","48","154","86","154","86","0","12","113","73","41","51","0","12","822","127","633","123","16","19","582","124","35","36","189","84"
"1400000US41011000400","Census Tract 4, Coos County, Oregon","4904","212","2762","277","2663","266","2574","257","0","17","2504","263","70","43","89","61","99","56","86","56","0","17","86","56","0","17","13","21","2142","243","1883","246","0","17","1808","247","75","60","259","128"
"1400000US41011000502","Census Tract 5.02, Coos County, Oregon","2496","262","1044","204","924","190","820","197","0","12","742","198","78","59","104","73","120","79","120","79","0","12","67","48","53","62","0","12","1452","203","1230","209","0","12","1097","228","133","86","222","95"
"1400000US41011000900","Census Tract 9, Coos County, Oregon","6141","625","3143","432","2849","464","2735","468","12","20","2286","469","437","233","114","79","294","146","294","146","0","17","262","150","32","41","0","17","2998","526","2495","508","28","44","2068","436","399","233","503","168"
"1400000US41015950100","Census Tract 9501, Curry County, Oregon","2419","270","921","168","819","146","796","144","0","12","660","146","136","78","23","22","102","73","98","72","0","12","48","47","50","56","4","6","1498","267","1207","235","11","18","1082","229","114","52","291","124"
"1400000US41015950200","Census Tract 9502, Curry County, Oregon","4613","400","2300","322","2169","310","2083","304","0","17","1986","288","97","114","86","74","131","81","131","81","0","17","131","81","0","17","0","17","2313","349","2069","338","0","17","1850","324","219","160","244","115"
"1400000US41015950301","Census Tract 9503.01, Curry County, Oregon","3979","353","1912","384","1728","346","1692","349","0","12","1692","349","0","12","36","44","184","129","163","124","0","12","163","124","0","12","21","34","2067","361","1783","360","62","53","1646","371","75","69","284","161"
"1400000US41015950400","Census Tract 9504, Curry County, Oregon","4598","407","1287","281","1157","285","1101","279","0","12","1070","276","31","36","56","54","130","105","61","57","0","12","61","57","0","12","69","94","3311","320","2746","328","90","101","2189","355","467","197","565","197"
