"GEO_ID","NAME","B28003_001E","B28003_001M","B28003_002E","B28003_002M","B28003_003E","B28003_003M","B28003_004E","B28003_004M","B28003_005E","B28003_005M","B28003_006E","B28003_006M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Has a computer","Margin of Error!!Total!!Has a computer","Estimate!!Total!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!Has a computer!!Without an Internet subscription","Estimate!!Total!!No computer","Margin of Error!!Total!!No computer"
"1400000US41047002304","Census Tract 23.04, Marion County, Oregon","2540","139","2503","140","0","17","2451","146","52","47","37","40"
"1400000US41047002501","Census Tract 25.01, Marion County, Oregon","3504","173","3348","180","100","72","3023","196","225","95","156","74"
"1400000US41047002502","Census Tract 25.02, Marion County, Oregon","2046","82","1778","115","0","17","1659","120","119","90","268","94"
"1400000US41047010201","Census Tract 102.01, Marion County, Oregon","997","100","961","99","16","18","893","97","52","31","36","28"
"1400000US41047010202","Census Tract 102.02, Marion County, Oregon","2579","162","2360","166","7","11","2133","163","220","78","219","82"
"1400000US41047010306","Census Tract 103.06, Marion County, Oregon","2924","180","2415","208","0","19","2103","212","312","156","509","190"
"1400000US41047010307","Census Tract 103.07, Marion County, Oregon","2525","210","2248","210","0","17","1945","205","303","170","277","101"
"1400000US41051002203","Census Tract 22.03, Multnomah County, Oregon","1843","107","1713","119","0","12","1602","139","111","60","130","86"
"1400000US41051002303","Census Tract 23.03, Multnomah County, Oregon","1509","117","1263","122","0","12","977","98","286","103","246","108"
"1400000US41051006403","Census Tract 64.03, Multnomah County, Oregon","1721","100","1637","115","11","18","1467","133","159","96","84","70"
"1400000US41051006404","Census Tract 64.04, Multnomah County, Oregon","1720","126","1648","122","0","12","1546","131","102","53","72","32"
"1400000US41051009904","Census Tract 99.04, Multnomah County, Oregon","1346","98","1241","104","0","12","1116","100","125","58","105","70"
"1400000US41051009905","Census Tract 99.05, Multnomah County, Oregon","1207","73","1173","77","0","12","1110","92","63","57","34","27"
"1400000US41051009906","Census Tract 99.06, Multnomah County, Oregon","1296","68","1256","74","0","12","1182","87","74","51","40","28"
"1400000US41051009907","Census Tract 99.07, Multnomah County, Oregon","1992","113","1912","117","0","17","1746","143","166","79","80","37"
"1400000US41051010410","Census Tract 104.10, Multnomah County, Oregon","1704","143","1506","158","0","12","1350","165","156","83","198","106"
"1400000US41051010411","Census Tract 104.11, Multnomah County, Oregon","1266","75","1120","86","0","12","933","104","187","99","146","59"
"1400000US41051010600","Census Tract 106, Multnomah County, Oregon","2080","110","1597","150","19","22","1157","175","421","121","483","136"
"1400000US41051980000","Census Tract 9800, Multnomah County, Oregon","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US41053020303","Census Tract 203.03, Polk County, Oregon","1457","109","1401","124","14","21","1214","127","173","86","56","59"
"1400000US41053020304","Census Tract 203.04, Polk County, Oregon","2611","164","2350","199","56","58","2191","209","103","64","261","140"
"1400000US41053020500","Census Tract 205, Polk County, Oregon","2450","184","2147","179","45","37","1929","174","173","71","303","146"
"1400000US41057990100","Census Tract 9901, Tillamook County, Oregon","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US41059940000","Census Tract 9400, Umatilla County, Oregon","1010","85","819","74","4","5","687","69","128","37","191","37"
"1400000US41067030101","Census Tract 301.01, Washington County, Oregon","4010","197","3783","227","0","17","3583","215","200","110","227","126"
"1400000US41067030102","Census Tract 301.02, Washington County, Oregon","3081","59","3038","73","0","17","2914","102","124","72","43","39"
"1400000US41005024400","Census Tract 244, Clackamas County, Oregon","3275","192","3135","190","0","17","2807","237","328","174","140","86"
"1400000US41029003001","Census Tract 30.01, Jackson County, Oregon","1779","100","1659","115","0","12","1535","130","124","72","120","54"
"1400000US41029000601","Census Tract 6.01, Jackson County, Oregon","2672","129","2472","144","19","30","2312","171","141","92","200","102"
"1400000US41029001200","Census Tract 12, Jackson County, Oregon","1567","104","1514","109","0","12","1378","116","136","61","53","40"
"1400000US41029003002","Census Tract 30.02, Jackson County, Oregon","1919","169","1760","155","13","20","1576","177","171","120","159","88"
"1400000US41029002500","Census Tract 25, Jackson County, Oregon","1039","121","994","122","30","28","872","118","92","47","45","34"
"1400000US41029000602","Census Tract 6.02, Jackson County, Oregon","2914","146","2399","172","16","26","2206","199","177","96","515","129"
"1400000US41029000201","Census Tract 2.01, Jackson County, Oregon","1462","116","1309","150","0","12","1085","157","224","116","153","86"
"1400000US41029000900","Census Tract 9, Jackson County, Oregon","3391","215","3101","238","15","24","2903","226","183","123","290","129"
"1400000US41029001400","Census Tract 14, Jackson County, Oregon","4409","432","4144","419","26","42","3680","461","438","234","265","143"
"1400000US41029002300","Census Tract 23, Jackson County, Oregon","685","66","658","67","14","13","597","68","47","31","27","19"
"1400000US41029001500","Census Tract 15, Jackson County, Oregon","2249","241","1927","231","0","17","1852","230","75","67","322","147"
"1400000US41029002400","Census Tract 24, Jackson County, Oregon","747","79","698","76","11","12","625","73","62","37","49","24"
"1400000US41029002700","Census Tract 27, Jackson County, Oregon","3234","226","2761","247","68","103","2420","261","273","154","473","160"
"1400000US41029001100","Census Tract 11, Jackson County, Oregon","2026","185","1821","186","0","17","1727","185","94","91","205","112"
"1400000US41029001301","Census Tract 13.01, Jackson County, Oregon","1587","117","1476","119","49","34","1311","140","116","78","111","91"
"1400000US41029002100","Census Tract 21, Jackson County, Oregon","1717","121","1645","122","0","12","1586","129","59","49","72","41"
"1400000US41029002900","Census Tract 29, Jackson County, Oregon","3343","185","2820","220","22","26","2621","214","177","85","523","158"
"1400000US41029001800","Census Tract 18, Jackson County, Oregon","4053","221","3820","239","0","17","3585","302","235","146","233","112"
"1400000US41003000600","Census Tract 6, Benton County, Oregon","2164","132","1939","145","0","12","1709","169","230","108","225","121"
"1400000US41003010300","Census Tract 103, Benton County, Oregon","1338","96","1292","95","20","19","1113","100","159","65","46","28"
"1400000US41003010200","Census Tract 102, Benton County, Oregon","1657","131","1584","128","28","23","1509","139","47","32","73","36"
"1400000US41003001101","Census Tract 11.01, Benton County, Oregon","1367","118","1300","115","17","26","1119","127","164","88","67","53"
"1400000US41009970200","Census Tract 9702, Columbia County, Oregon","2503","157","2060","185","12","19","1797","174","251","106","443","148"
"1400000US41009970800","Census Tract 9708, Columbia County, Oregon","2782","192","2381","218","0","17","2243","230","138","83","401","149"
"1400000US41009970300","Census Tract 9703, Columbia County, Oregon","1733","111","1555","115","24","18","1392","129","139","55","178","75"
"1400000US41009970400","Census Tract 9704, Columbia County, Oregon","968","74","873","77","22","21","819","81","32","25","95","50"
"1400000US41009970700","Census Tract 9707, Columbia County, Oregon","1597","126","1420","121","0","12","1323","129","97","54","177","73"
"1400000US41009971000","Census Tract 9710, Columbia County, Oregon","1821","123","1708","125","38","30","1575","121","95","49","113","62"
"1400000US41009970500","Census Tract 9705, Columbia County, Oregon","2522","126","2345","159","52","46","2144","178","149","75","177","94"
"1400000US41009971100","Census Tract 9711, Columbia County, Oregon","1295","114","1144","117","9","14","1041","117","94","45","151","57"
"1400000US41009970600","Census Tract 9706, Columbia County, Oregon","2036","182","1814","205","0","17","1766","200","48","38","222","111"
"1400000US41009970900","Census Tract 9709, Columbia County, Oregon","2039","141","1856","149","9","14","1716","153","131","79","183","78"
"1400000US41013950400","Census Tract 9504, Crook County, Oregon","1790","153","1606","157","10","16","1367","152","229","104","184","81"
"1400000US41013950100","Census Tract 9501, Crook County, Oregon","3097","192","2686","222","22","35","2453","230","211","115","411","138"
"1400000US41013950200","Census Tract 9502, Crook County, Oregon","1803","120","1519","121","27","31","1371","143","121","68","284","108"
"1400000US41013950300","Census Tract 9503, Crook County, Oregon","2649","148","2413","167","0","17","2104","199","309","153","236","119"
"1400000US41055950100","Census Tract 9501, Sherman County, Oregon","736","65","643","66","6","4","544","60","93","26","93","28"
"1400000US41065970200","Census Tract 9702, Wasco County, Oregon","1290","100","1206","101","15","23","1080","116","111","57","84","42"
"1400000US41065970500","Census Tract 9705, Wasco County, Oregon","1473","93","1229","121","6","10","1075","120","148","73","244","89"
"1400000US41065970700","Census Tract 9707, Wasco County, Oregon","654","56","527","52","3","6","468","51","56","29","127","50"
"1400000US41065970400","Census Tract 9704, Wasco County, Oregon","1314","96","990","115","30","26","818","117","142","78","324","83"
"1400000US41065970600","Census Tract 9706, Wasco County, Oregon","1057","106","931","113","37","38","764","104","130","62","126","61"
"1400000US41065970300","Census Tract 9703, Wasco County, Oregon","1131","94","1041","101","0","12","947","103","94","56","90","60"
"1400000US41065970100","Census Tract 9701, Wasco County, Oregon","1615","104","1438","108","0","12","1236","136","202","105","177","81"
"1400000US41065970800","Census Tract 9708, Wasco County, Oregon","1732","127","1458","123","31","20","1232","107","195","71","274","63"
"1400000US41039000402","Census Tract 4.02, Lane County, Oregon","1368","105","1238","113","0","12","1114","107","124","53","130","63"
"1400000US41039001001","Census Tract 10.01, Lane County, Oregon","1026","51","953","69","15","13","843","77","95","55","73","48"
"1400000US41029002000","Census Tract 20, Jackson County, Oregon","1172","98","1156","97","0","12","1033","105","123","58","16","17"
"1400000US41029002600","Census Tract 26, Jackson County, Oregon","1159","68","1021","73","29","17","847","84","145","56","138","44"
"1400000US41029002800","Census Tract 28, Jackson County, Oregon","1872","131","1706","117","25","23","1545","138","136","61","166","78"
"1400000US41029000800","Census Tract 8, Jackson County, Oregon","2553","164","2372","186","0","17","2268","187","104","68","181","87"
"1400000US41029000700","Census Tract 7, Jackson County, Oregon","3560","201","3404","198","35","38","3129","219","240","137","156","98"
"1400000US41019050001","Census Tract 500.01, Douglas County, Oregon","1876","112","1702","114","40","29","1514","115","148","63","174","70"
"1400000US41019160000","Census Tract 1600, Douglas County, Oregon","3299","265","2846","249","34","40","2339","249","473","223","453","141"
"1400000US41019180000","Census Tract 1800, Douglas County, Oregon","1618","157","1495","157","25","29","1313","172","157","92","123","67"
"1400000US41019080000","Census Tract 800, Douglas County, Oregon","3344","172","2890","213","51","47","2644","224","195","93","454","160"
"1400000US41019140000","Census Tract 1400, Douglas County, Oregon","2507","178","2211","194","45","41","2017","215","149","108","296","104"
"1400000US41019190000","Census Tract 1900, Douglas County, Oregon","1878","142","1612","146","0","12","1464","152","148","58","266","95"
"1400000US41019020000","Census Tract 200, Douglas County, Oregon","1420","138","1234","144","10","15","1143","148","81","59","186","79"
"1400000US41019110000","Census Tract 1100, Douglas County, Oregon","1196","97","1013","123","40","50","920","125","53","30","183","91"
"1400000US41005024302","Census Tract 243.02, Clackamas County, Oregon","1959","165","1788","173","27","30","1642","165","119","91","171","97"
"1400000US41005020304","Census Tract 203.04, Clackamas County, Oregon","2226","84","2176","92","16","24","2107","114","53","47","50","43"
"1400000US41005021200","Census Tract 212, Clackamas County, Oregon","1931","146","1699","149","0","12","1429","145","270","113","232","96"
"1400000US41005022400","Census Tract 224, Clackamas County, Oregon","1706","105","1414","122","0","12","1357","123","57","29","292","94"
"1400000US41005023700","Census Tract 237, Clackamas County, Oregon","1773","102","1606","124","20","23","1486","129","100","55","167","73"
"1400000US41005020200","Census Tract 202, Clackamas County, Oregon","2846","135","2719","132","14","23","2643","131","62","54","127","63"
"1400000US41005021700","Census Tract 217, Clackamas County, Oregon","2922","72","2443","172","0","17","2143","182","300","126","479","169"
"1400000US41005020503","Census Tract 205.03, Clackamas County, Oregon","977","52","909","57","0","12","891","63","18","31","68","35"
"1400000US41005024000","Census Tract 240, Clackamas County, Oregon","966","79","898","84","9","15","857","81","32","32","68","36"
"1400000US41005021802","Census Tract 218.02, Clackamas County, Oregon","1957","78","1726","106","18","21","1577","111","131","78","231","84"
"1400000US41043020300","Census Tract 203, Linn County, Oregon","2839","145","2770","155","20","22","2539","177","211","100","69","48"
"1400000US41043020400","Census Tract 204, Linn County, Oregon","1858","139","1635","152","0","12","1478","168","157","66","223","74"
"1400000US41043030500","Census Tract 305, Linn County, Oregon","1729","103","1600","124","7","7","1444","134","149","87","129","66"
"1400000US41043020700","Census Tract 207, Linn County, Oregon","2156","140","1927","174","10","15","1749","162","168","117","229","106"
"1400000US41043030200","Census Tract 302, Linn County, Oregon","2461","163","2028","190","17","19","1849","174","162","97","433","144"
"1400000US41043030300","Census Tract 303, Linn County, Oregon","876","99","763","82","14","14","680","84","69","38","113","48"
"1400000US41043030401","Census Tract 304.01, Linn County, Oregon","2490","209","2189","223","0","17","1944","239","245","134","301","125"
"1400000US41043030700","Census Tract 307, Linn County, Oregon","1600","110","1485","123","5","7","1372","138","108","61","115","58"
"1400000US41043030600","Census Tract 306, Linn County, Oregon","2501","260","2119","286","45","41","1850","256","224","128","382","139"
"1400000US41043020200","Census Tract 202, Linn County, Oregon","877","70","781","83","2","4","685","88","94","49","96","51"
"1400000US41043020500","Census Tract 205, Linn County, Oregon","1669","112","1453","122","7","11","1308","125","138","65","216","85"
"1400000US41043030902","Census Tract 309.02, Linn County, Oregon","2759","191","2469","200","23","34","2247","179","199","112","290","105"
"1400000US41043030903","Census Tract 309.03, Linn County, Oregon","2514","187","2106","208","0","17","1892","209","214","134","408","120"
"1400000US41043030904","Census Tract 309.04, Linn County, Oregon","1717","106","1499","126","20","22","1314","126","165","69","218","83"
"1400000US41043020100","Census Tract 201, Linn County, Oregon","3922","144","3780","148","17","26","3376","199","387","149","142","64"
"1400000US41043020600","Census Tract 206, Linn County, Oregon","3324","139","2919","158","0","17","2744","144","175","103","405","131"
"1400000US41043030402","Census Tract 304.02, Linn County, Oregon","2713","264","2396","280","29","33","2108","289","259","127","317","108"
"1400000US41043030800","Census Tract 308, Linn County, Oregon","3315","239","2757","267","11","18","2484","266","262","103","558","134"
"1400000US41043030100","Census Tract 301, Linn County, Oregon","2188","155","2049","164","44","42","1817","183","188","83","139","63"
"1400000US41057960300","Census Tract 9603, Tillamook County, Oregon","1058","85","921","87","8","12","857","90","56","32","137","44"
"1400000US41057960200","Census Tract 9602, Tillamook County, Oregon","1048","109","925","104","4","5","807","101","114","54","123","43"
"1400000US41057960800","Census Tract 9608, Tillamook County, Oregon","1239","188","1109","197","0","12","888","182","221","144","130","68"
"1400000US41057960600","Census Tract 9606, Tillamook County, Oregon","986","141","879","136","0","12","831","144","48","47","107","53"
"1400000US41057960100","Census Tract 9601, Tillamook County, Oregon","1607","161","1414","144","18","17","1262","139","134","67","193","67"
"1400000US41057960400","Census Tract 9604, Tillamook County, Oregon","3047","212","2551","224","41","38","2369","224","141","75","496","173"
"1400000US41057960500","Census Tract 9605, Tillamook County, Oregon","886","116","770","107","5","8","691","100","74","33","116","47"
"1400000US41057960700","Census Tract 9607, Tillamook County, Oregon","945","120","760","97","7","12","647","107","106","55","185","90"
"1400000US41045970600","Census Tract 9706, Malheur County, Oregon","1518","113","1236","97","7","10","1081","102","148","60","282","80"
"1400000US41045970200","Census Tract 9702, Malheur County, Oregon","1813","128","1509","138","0","12","1263","135","246","96","304","95"
"1400000US41045970500","Census Tract 9705, Malheur County, Oregon","1694","135","1450","130","0","12","1202","126","248","81","244","76"
"1400000US41045970700","Census Tract 9707, Malheur County, Oregon","660","79","549","70","0","12","488","65","61","37","111","40"
"1400000US41063960200","Census Tract 9602, Wallowa County, Oregon","819","72","679","76","4","5","580","80","95","39","140","47"
"1400000US41063960300","Census Tract 9603, Wallowa County, Oregon","1446","85","1228","98","0","12","1087","103","141","60","218","58"
"1400000US41067032104","Census Tract 321.04, Washington County, Oregon","1645","94","1645","94","7","11","1559","102","79","55","0","12"
"1400000US41063960100","Census Tract 9601, Wallowa County, Oregon","900","100","785","102","8","11","676","92","101","50","115","54"
"1400000US41067032700","Census Tract 327, Washington County, Oregon","1950","75","1785","89","18","14","1669","100","98","39","165","64"
"1400000US41067031804","Census Tract 318.04, Washington County, Oregon","2162","66","2146","69","6","10","2037","100","103","77","16","25"
"1400000US41067033500","Census Tract 335, Washington County, Oregon","1390","58","1339","76","9","11","1180","85","150","67","51","44"
"1400000US41067030401","Census Tract 304.01, Washington County, Oregon","2165","90","1918","123","0","12","1702","133","216","105","247","110"
"1400000US41067030502","Census Tract 305.02, Washington County, Oregon","1617","107","1566","105","0","12","1488","106","78","51","51","35"
"1400000US41067031200","Census Tract 312, Washington County, Oregon","3166","116","2708","179","19","29","2361","213","328","137","458","146"
"1400000US41067031606","Census Tract 316.06, Washington County, Oregon","2160","102","2069","123","0","17","1923","137","146","96","91","68"
"1400000US41067031613","Census Tract 316.13, Washington County, Oregon","2952","93","2900","106","0","17","2629","145","271","128","52","50"
"1400000US41067031807","Census Tract 318.07, Washington County, Oregon","1571","87","1477","90","0","12","1373","99","104","49","94","54"
"1400000US41067032404","Census Tract 324.04, Washington County, Oregon","2676","91","2565","132","14","21","2348","158","203","120","111","111"
"1400000US41067032406","Census Tract 324.06, Washington County, Oregon","3166","121","3017","130","0","17","2790","180","227","140","149","73"
"1400000US41067032604","Census Tract 326.04, Washington County, Oregon","2295","123","2228","133","0","17","2005","175","223","154","67","66"
"1400000US41067033400","Census Tract 334, Washington County, Oregon","773","62","729","64","6","9","606","69","117","57","44","22"
"1400000US41067030200","Census Tract 302, Washington County, Oregon","2705","87","2624","107","0","17","2464","125","160","81","81","58"
"1400000US41067030801","Census Tract 308.01, Washington County, Oregon","2869","149","2796","173","23","26","2490","209","283","169","73","77"
"1400000US41067031611","Census Tract 316.11, Washington County, Oregon","2943","199","2893","202","9","16","2810","203","74","82","50","83"
"1400000US41051009201","Census Tract 92.01, Multnomah County, Oregon","2907","166","2547","213","0","17","2260","228","287","125","360","160"
"1400000US41051009804","Census Tract 98.04, Multnomah County, Oregon","1137","73","966","94","20","22","830","105","116","62","171","81"
"1400000US41051009903","Census Tract 99.03, Multnomah County, Oregon","2281","64","2204","82","0","17","2193","86","11","19","77","64"
"1400000US41051010100","Census Tract 101, Multnomah County, Oregon","3664","206","3309","242","5","17","3038","235","266","145","355","136"
"1400000US41051010306","Census Tract 103.06, Multnomah County, Oregon","1691","102","1616","105","0","17","1547","115","69","59","75","57"
"1400000US41051010409","Census Tract 104.09, Multnomah County, Oregon","2865","150","2767","163","19","28","2518","180","230","110","98","65"
"1400000US41051001601","Census Tract 16.01, Multnomah County, Oregon","2503","165","2234","180","15","23","2138","176","81","76","269","86"
"1400000US41051000601","Census Tract 6.01, Multnomah County, Oregon","1952","79","1808","98","0","17","1696","111","112","57","144","60"
"1400000US41051000901","Census Tract 9.01, Multnomah County, Oregon","2042","73","1984","83","0","12","1888","96","96","60","58","43"
"1400000US41051000902","Census Tract 9.02, Multnomah County, Oregon","2108","111","1968","132","0","12","1863","142","105","91","140","78"
"1400000US41051001702","Census Tract 17.02, Multnomah County, Oregon","1559","77","1491","95","9","13","1358","109","124","61","68","51"
"1400000US41051001900","Census Tract 19, Multnomah County, Oregon","1972","76","1899","94","10","15","1812","98","77","63","73","53"
"1400000US41051002501","Census Tract 25.01, Multnomah County, Oregon","1722","50","1690","56","8","13","1657","60","25","22","32","27"
"1400000US41051002600","Census Tract 26, Multnomah County, Oregon","1076","55","1033","58","8","13","995","69","30","26","43","26"
"1400000US41051002702","Census Tract 27.02, Multnomah County, Oregon","1694","77","1452","100","0","12","1259","120","193","97","242","94"
"1400000US41051002902","Census Tract 29.02, Multnomah County, Oregon","2475","112","2330","152","0","17","2101","179","229","118","145","126"
"1400000US41051003502","Census Tract 35.02, Multnomah County, Oregon","1043","69","1000","67","6","10","964","73","30","20","43","30"
"1400000US41051003701","Census Tract 37.01, Multnomah County, Oregon","1969","82","1658","133","0","12","1589","134","69","53","311","118"
"1400000US41051003902","Census Tract 39.02, Multnomah County, Oregon","1351","60","1227","84","0","12","1188","85","39","31","124","79"
"1400000US41051004800","Census Tract 48, Multnomah County, Oregon","2049","137","1952","151","0","12","1802","166","150","73","97","73"
"1400000US41051004900","Census Tract 49, Multnomah County, Oregon","2937","187","2605","192","0","12","2287","197","318","120","332","156"
"1400000US41051006702","Census Tract 67.02, Multnomah County, Oregon","1449","72","1412","79","0","12","1330","83","82","44","37","30"
"1400000US41051010500","Census Tract 105, Multnomah County, Oregon","1468","120","1316","124","51","37","1197","126","68","48","152","71"
"1400000US41051008201","Census Tract 82.01, Multnomah County, Oregon","1308","62","1100","81","21","21","980","84","99","57","208","69"
"1400000US41051009603","Census Tract 96.03, Multnomah County, Oregon","1281","72","1175","83","7","12","1030","105","138","75","106","64"
"1400000US41051010200","Census Tract 102, Multnomah County, Oregon","2401","224","2251","194","0","17","2027","234","224","138","150","117"
"1400000US41051000302","Census Tract 3.02, Multnomah County, Oregon","2666","111","2521","132","0","17","2492","135","29","33","145","87"
"1400000US41051003200","Census Tract 32, Multnomah County, Oregon","1758","86","1713","88","0","12","1675","94","38","30","45","31"
"1400000US41051003302","Census Tract 33.02, Multnomah County, Oregon","1339","93","1240","104","9","15","1192","104","39","35","99","63"
"1400000US41051003401","Census Tract 34.01, Multnomah County, Oregon","1516","110","1449","111","21","24","1396","116","32","29","67","47"
"1400000US41051000501","Census Tract 5.01, Multnomah County, Oregon","1711","61","1589","79","49","69","1402","105","138","66","122","51"
"1400000US41051001302","Census Tract 13.02, Multnomah County, Oregon","1401","77","1369","79","0","12","1349","71","20","23","32","30"
"1400000US41051002401","Census Tract 24.01, Multnomah County, Oregon","1135","77","1121","78","0","12","1077","74","44","21","14","15"
"1400000US41051003402","Census Tract 34.02, Multnomah County, Oregon","1765","111","1706","120","0","12","1654","116","52","36","59","42"
"1400000US41051003501","Census Tract 35.01, Multnomah County, Oregon","1552","96","1442","115","14","17","1297","122","131","69","110","72"
"1400000US41051003601","Census Tract 36.01, Multnomah County, Oregon","2004","80","1962","88","0","17","1853","106","109","68","42","28"
"1400000US41051004001","Census Tract 40.01, Multnomah County, Oregon","2734","163","2627","172","0","17","2465","208","162","82","107","71"
"1400000US41051005200","Census Tract 52, Multnomah County, Oregon","3137","210","2925","212","0","12","2612","220","313","109","212","123"
"1400000US41051005700","Census Tract 57, Multnomah County, Oregon","2354","168","2292","186","16","25","2023","194","253","149","62","60"
"1400000US41051006001","Census Tract 60.01, Multnomah County, Oregon","738","44","720","39","0","12","713","36","7","12","18","16"
"1400000US41051006501","Census Tract 65.01, Multnomah County, Oregon","2404","118","2388","118","58","44","2249","140","81","62","16","24"
"1400000US41051007202","Census Tract 72.02, Multnomah County, Oregon","1222","105","1136","108","6","11","1107","106","23","22","86","64"
"1400000US41051007900","Census Tract 79, Multnomah County, Oregon","1817","92","1733","97","8","13","1603","101","122","67","84","40"
"1400000US41051008202","Census Tract 82.02, Multnomah County, Oregon","3114","213","2679","243","0","17","2426","262","253","136","435","151"
"1400000US41051008302","Census Tract 83.02, Multnomah County, Oregon","1497","110","1363","132","33","39","1167","135","163","65","134","63"
"1400000US41051009302","Census Tract 93.02, Multnomah County, Oregon","1752","77","1615","93","0","12","1393","136","222","118","137","57"
"1400000US41051009701","Census Tract 97.01, Multnomah County, Oregon","2159","77","1980","114","18","21","1654","145","308","152","179","83"
"1400000US41051010303","Census Tract 103.03, Multnomah County, Oregon","2106","152","1897","180","0","17","1676","180","221","128","209","142"
"1400000US41051000100","Census Tract 1, Multnomah County, Oregon","2866","183","2743","185","11","19","2668","179","64","51","123","70"
"1400000US41051000602","Census Tract 6.02, Multnomah County, Oregon","2073","82","1910","114","0","17","1761","137","149","79","163","91"
"1400000US41051000801","Census Tract 8.01, Multnomah County, Oregon","2102","88","2024","102","15","19","1915","124","94","71","78","56"
"1400000US41051002901","Census Tract 29.01, Multnomah County, Oregon","1956","97","1855","122","25","24","1767","137","63","44","101","89"
"1400000US41051003603","Census Tract 36.03, Multnomah County, Oregon","651","40","636","42","3","6","602","47","31","23","15","17"
"1400000US41051004002","Census Tract 40.02, Multnomah County, Oregon","1729","83","1636","92","6","11","1554","96","76","53","93","43"
"1400000US41051004102","Census Tract 41.02, Multnomah County, Oregon","2096","153","1917","151","0","17","1765","174","152","99","179","88"
"1400000US41051004300","Census Tract 43, Multnomah County, Oregon","446","36","411","38","11","10","396","40","4","6","35","28"
"1400000US41051004500","Census Tract 45, Multnomah County, Oregon","1353","103","1342","104","0","12","1228","105","114","68","11","16"
"1400000US41051005000","Census Tract 50, Multnomah County, Oregon","2321","159","2270","155","0","12","2131","158","139","56","51","38"
"1400000US41051006100","Census Tract 61, Multnomah County, Oregon","1015","48","1006","48","0","12","948","60","58","41","9","15"
"1400000US41051006200","Census Tract 62, Multnomah County, Oregon","1269","64","1217","70","0","12","1144","72","73","49","52","37"
"1400000US41051006601","Census Tract 66.01, Multnomah County, Oregon","1108","39","1016","62","0","12","987","67","29","34","92","51"
"1400000US41051010405","Census Tract 104.05, Multnomah County, Oregon","2404","129","2159","144","0","17","1838","195","321","167","245","118"
"1400000US41051001701","Census Tract 17.01, Multnomah County, Oregon","2981","134","2911","143","0","17","2764","161","147","83","70","55"
"1400000US41051006602","Census Tract 66.02, Multnomah County, Oregon","2492","95","2422","105","0","17","2163","135","259","128","70","49"
"1400000US41051009502","Census Tract 95.02, Multnomah County, Oregon","1597","125","1482","144","0","12","1359","138","123","70","115","60"
"1400000US41051010407","Census Tract 104.07, Multnomah County, Oregon","1917","92","1724","110","0","17","1575","111","149","87","193","78"
"1400000US41051002000","Census Tract 20, Multnomah County, Oregon","3442","184","3397","189","0","17","3220","208","177","105","45","47"
"1400000US41067031703","Census Tract 317.03, Washington County, Oregon","1682","69","1672","72","0","17","1574","93","98","67","10","17"
"1400000US41067031805","Census Tract 318.05, Washington County, Oregon","2390","105","2367","109","0","17","2343","112","24","27","23","26"
"1400000US41067032103","Census Tract 321.03, Washington County, Oregon","3768","163","3516","188","0","19","3346","187","170","100","252","128"
"1400000US41067030300","Census Tract 303, Washington County, Oregon","1942","67","1815","83","0","12","1714","72","101","53","127","75"
"1400000US41067032603","Census Tract 326.03, Washington County, Oregon","2387","133","2346","136","0","17","2147","184","199","111","41","47"
"1400000US41067032800","Census Tract 328, Washington County, Oregon","396","68","357","66","0","12","339","63","18","16","39","25"
"1400000US41067030803","Census Tract 308.03, Washington County, Oregon","2684","132","2476","166","44","70","2158","198","274","153","208","113"
"1400000US41067031003","Census Tract 310.03, Washington County, Oregon","2956","119","2926","118","0","17","2807","148","119","89","30","35"
"1400000US41067031006","Census Tract 310.06, Washington County, Oregon","2836","148","2790","155","15","25","2619","195","156","113","46","43"
"1400000US41067031706","Census Tract 317.06, Washington County, Oregon","1985","97","1936","108","0","17","1778","126","158","85","49","46"
"1400000US41067031610","Census Tract 316.10, Washington County, Oregon","3165","148","3055","159","0","17","2991","164","64","46","110","61"
"1400000US41067032300","Census Tract 323, Washington County, Oregon","1965","81","1924","86","37","41","1850","101","37","36","41","30"
"1400000US41067032606","Census Tract 326.06, Washington County, Oregon","2213","179","1949","234","0","17","1719","266","230","144","264","115"
"1400000US41067032901","Census Tract 329.01, Washington County, Oregon","1935","140","1805","134","0","17","1540","144","265","97","130","66"
"1400000US41067030402","Census Tract 304.02, Washington County, Oregon","2190","124","2022","152","23","35","1901","162","98","86","168","107"
"1400000US41067030501","Census Tract 305.01, Washington County, Oregon","2088","133","1945","180","0","17","1873","185","72","61","143","98"
"1400000US41067030700","Census Tract 307, Washington County, Oregon","675","49","617","52","0","12","546","63","71","35","58","29"
"1400000US41067031504","Census Tract 315.04, Washington County, Oregon","2549","128","2515","130","0","17","2486","134","29","44","34","37"
"1400000US41067031612","Census Tract 316.12, Washington County, Oregon","1318","113","1295","115","0","12","1256","120","39","38","23","26"
"1400000US41067031506","Census Tract 315.06, Washington County, Oregon","1519","57","1444","64","0","12","1392","75","52","44","75","54"
