"GEO_ID","NAME","B28002_001E","B28002_001M","B28002_002E","B28002_002M","B28002_003E","B28002_003M","B28002_004E","B28002_004M","B28002_005E","B28002_005M","B28002_006E","B28002_006M","B28002_007E","B28002_007M","B28002_008E","B28002_008M","B28002_009E","B28002_009M","B28002_010E","B28002_010M","B28002_011E","B28002_011M","B28002_012E","B28002_012M","B28002_013E","B28002_013M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!With an Internet subscription","Margin of Error!!Total!!With an Internet subscription","Estimate!!Total!!With an Internet subscription!!Dial-up with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Dial-up with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Broadband of any type","Margin of Error!!Total!!With an Internet subscription!!Broadband of any type","Estimate!!Total!!With an Internet subscription!!Cellular data plan","Margin of Error!!Total!!With an Internet subscription!!Cellular data plan","Estimate!!Total!!With an Internet subscription!!Cellular data plan!!Cellular data plan with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Cellular data plan!!Cellular data plan with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL","Margin of Error!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL","Estimate!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL!!Broadband such as cable, fiber optic or DSL with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL!!Broadband such as cable, fiber optic or DSL with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Satellite Internet service","Margin of Error!!Total!!With an Internet subscription!!Satellite Internet service","Estimate!!Total!!With an Internet subscription!!Satellite Internet service!!Satellite Internet service with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Satellite Internet service!!Satellite Internet service with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Other service with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Other service with no other type of Internet subscription","Estimate!!Total!!Internet access without a subscription","Margin of Error!!Total!!Internet access without a subscription","Estimate!!Total!!No Internet access","Margin of Error!!Total!!No Internet access"
"1400000US41019150000","Census Tract 1500, Douglas County, Oregon","2822","160","2294","210","14","24","2280","209","1632","205","275","139","1874","245","608","188","144","86","0","17","0","17","29","44","499","173"
"1400000US41019210000","Census Tract 2100, Douglas County, Oregon","1949","135","1373","145","26","35","1347","149","741","143","157","72","790","133","379","91","484","113","201","58","0","12","109","64","467","102"
"1400000US41019010000","Census Tract 100, Douglas County, Oregon","1064","109","793","96","6","7","787","97","528","111","190","80","463","96","170","55","113","41","67","32","0","12","47","38","224","73"
"1400000US41019040000","Census Tract 400, Douglas County, Oregon","1139","91","883","97","29","26","854","97","583","81","139","57","609","85","189","60","135","42","59","35","0","12","8","9","248","72"
"1400000US41019050002","Census Tract 500.02, Douglas County, Oregon","2823","190","2191","214","13","22","2178","213","1567","211","258","129","1765","248","531","178","233","108","31","34","0","17","151","92","481","173"
"1400000US41019100000","Census Tract 1000, Douglas County, Oregon","1180","148","949","150","10","16","939","151","609","151","240","108","577","125","247","102","122","72","65","56","0","12","66","45","165","85"
"1400000US41019120000","Census Tract 1200, Douglas County, Oregon","3362","221","2629","238","47","44","2582","243","1916","250","363","182","2155","252","575","169","160","95","34","40","16","27","62","49","671","203"
"1400000US41019090000","Census Tract 900, Douglas County, Oregon","2778","165","2456","204","21","33","2435","196","1674","225","328","135","1935","203","652","155","231","108","49","47","22","34","73","66","249","110"
"1400000US41019130000","Census Tract 1300, Douglas County, Oregon","2345","178","2024","198","18","30","2006","199","1377","232","287","158","1632","237","609","200","101","77","20","31","0","17","36","37","285","121"
"1400000US41019170000","Census Tract 1700, Douglas County, Oregon","1371","117","1052","119","48","48","1004","116","762","126","155","63","566","123","94","58","388","92","146","63","2","4","32","29","287","89"
"1400000US41019030000","Census Tract 300, Douglas County, Oregon","1594","99","1317","94","39","23","1278","98","780","100","160","59","981","98","388","82","166","47","68","31","10","15","32","18","245","60"
"1400000US41019060000","Census Tract 600, Douglas County, Oregon","1469","113","1215","115","11","16","1204","117","794","132","61","42","1021","115","287","78","171","75","72","46","9","14","90","68","164","74"
"1400000US41019070000","Census Tract 700, Douglas County, Oregon","1931","197","1649","189","18","28","1631","185","1173","205","255","146","1123","176","297","124","238","85","109","54","34","37","32","38","250","106"
"1400000US41019200000","Census Tract 2000, Douglas County, Oregon","2061","122","1462","143","29","21","1433","142","939","130","258","78","1023","125","382","82","156","77","83","62","7","11","121","51","478","132"
"1400000US41023960200","Census Tract 9602, Grant County, Oregon","2483","138","1972","146","19","23","1953","146","1217","143","263","89","1508","154","661","134","213","80","56","41","0","17","39","21","472","76"
"1400000US41067032410","Census Tract 324.10, Washington County, Oregon","1377","68","1049","122","7","11","1042","121","867","130","147","72","853","128","162","56","42","30","0","12","4","8","114","78","214","99"
"1400000US41067032501","Census Tract 325.01, Washington County, Oregon","949","70","656","86","0","12","656","86","498","70","102","52","511","90","129","51","39","25","23","25","0","12","107","45","186","80"
"1400000US41067032502","Census Tract 325.02, Washington County, Oregon","1083","70","782","105","0","12","782","105","581","105","49","47","725","100","183","59","8","12","8","12","0","12","210","78","91","50"
"1400000US41067032503","Census Tract 325.03, Washington County, Oregon","1353","44","1224","81","0","12","1224","81","992","93","134","73","1076","91","222","71","63","40","0","12","0","12","38","37","91","55"
"1400000US41067032607","Census Tract 326.07, Washington County, Oregon","2583","171","2335","199","0","12","2335","199","1885","211","170","96","2154","218","426","113","48","39","0","12","11","18","121","79","127","79"
"1400000US41067032608","Census Tract 326.08, Washington County, Oregon","1020","59","941","68","0","12","941","68","743","75","55","35","886","67","192","59","12","14","0","12","0","12","46","31","33","21"
"1400000US41067032609","Census Tract 326.09, Washington County, Oregon","955","37","887","61","0","12","887","61","739","68","33","27","850","66","141","45","7","10","0","12","0","12","34","28","34","37"
"1400000US41067032610","Census Tract 326.10, Washington County, Oregon","967","47","860","67","0","12","860","67","655","79","84","36","759","71","183","47","49","26","6","9","0","12","50","37","57","43"
"1400000US41067033101","Census Tract 331.01, Washington County, Oregon","1168","81","989","106","8","14","981","107","803","115","133","62","840","105","178","51","48","33","0","12","0","12","57","49","122","70"
"1400000US41067033102","Census Tract 331.02, Washington County, Oregon","1218","95","933","122","6","11","927","122","659","124","34","29","881","117","261","112","27","31","7","12","0","12","82","89","203","91"
"1400000US41067033301","Census Tract 333.01, Washington County, Oregon","2098","128","1763","191","0","17","1763","191","1257","180","115","60","1627","176","497","111","93","63","0","17","0","17","202","132","133","69"
"1400000US41067033302","Census Tract 333.02, Washington County, Oregon","1921","91","1807","102","24","23","1783","105","1385","119","171","66","1478","113","315","81","156","59","34","26","32","29","75","65","39","42"
"1400000US41069960100","Census Tract 9601, Wheeler County, Oregon","661","53","464","55","2","2","462","55","202","49","47","37","228","42","116","29","196","37","123","29","4","3","25","14","172","38"
"1400000US41071030101","Census Tract 301.01, Yamhill County, Oregon","2173","120","1964","138","0","17","1964","138","1434","158","162","80","1607","158","434","118","190","77","30","37","42","52","82","79","127","88"
"1400000US41071030102","Census Tract 301.02, Yamhill County, Oregon","2968","171","2690","174","30","34","2660","175","2002","180","188","123","2320","211","559","175","202","84","86","91","0","17","42","47","236","126"
"1400000US41071030301","Census Tract 303.01, Yamhill County, Oregon","3310","193","2838","212","19","22","2819","213","2196","193","262","96","2369","236","574","144","301","111","31","31","0","19","71","43","401","136"
"1400000US41071030302","Census Tract 303.02, Yamhill County, Oregon","760","57","705","58","31","27","674","60","558","58","76","30","316","56","59","27","191","53","47","28","4","7","28","25","27","23"
"1400000US41003010600","Census Tract 106, Benton County, Oregon","1713","204","1392","211","12","19","1380","211","1133","194","95","70","1258","213","229","141","105","62","0","17","0","17","128","75","193","102"
"1400000US41071030601","Census Tract 306.01, Yamhill County, Oregon","1378","95","1081","111","34","25","1047","121","692","109","56","62","890","117","312","94","109","48","31","39","0","12","63","43","234","85"
"1400000US41071030602","Census Tract 306.02, Yamhill County, Oregon","2346","137","2111","159","0","17","2111","159","1529","171","270","126","1570","206","473","139","256","114","109","88","0","17","17","28","218","115"
"1400000US41003000202","Census Tract 2.02, Benton County, Oregon","2217","146","2063","159","0","17","2063","159","1666","168","96","63","1869","180","350","123","108","73","47","73","0","17","28","34","126","81"
"1400000US41003010702","Census Tract 107.02, Benton County, Oregon","1090","99","962","104","12","14","950","104","777","103","64","34","866","110","162","47","31","27","0","12","0","12","84","55","44","23"
"1400000US41003010800","Census Tract 108, Benton County, Oregon","1341","132","1135","140","11","16","1124","140","860","150","116","70","928","129","227","80","82","55","9","14","14","19","49","40","157","97"
"1400000US41003010900","Census Tract 109, Benton County, Oregon","2097","105","1967","110","19","20","1948","105","1406","137","91","84","1817","129","523","121","23","24","10","14","0","17","31","30","99","62"
"1400000US41023960100","Census Tract 9601, Grant County, Oregon","811","87","558","86","0","12","558","86","293","78","52","24","323","66","147","41","190","64","93","32","3","5","14","11","239","48"
"1400000US41031960100","Census Tract 9601, Jefferson County, Oregon","575","70","488","74","0","12","488","74","306","68","101","54","226","67","115","49","140","50","61","31","6","9","33","30","54","35"
"1400000US41053005202","Census Tract 52.02, Polk County, Oregon","3814","214","3306","195","0","19","3306","195","2493","221","309","142","2941","207","737","180","136","77","15","24","0","19","58","47","450","149"
"1400000US41039001002","Census Tract 10.02, Lane County, Oregon","1677","105","1243","114","16","18","1227","114","909","111","252","87","619","115","195","68","335","81","88","40","7","11","170","86","264","86"
"1400000US41039001804","Census Tract 18.04, Lane County, Oregon","1366","53","1257","77","0","12","1257","77","949","99","127","65","1089","89","276","86","41","34","22","25","0","12","11","19","98","59"
"1400000US41039001902","Census Tract 19.02, Lane County, Oregon","2394","128","2055","188","0","17","2055","188","1606","208","185","114","1780","233","424","183","144","110","25","37","0","17","30","36","309","152"
"1400000US41039002201","Census Tract 22.01, Lane County, Oregon","1638","71","1491","96","22","20","1469","99","1124","110","188","85","1262","124","318","75","29","26","0","12","9","15","33","25","114","57"
"1400000US41039000404","Census Tract 4.04, Lane County, Oregon","1467","105","1167","138","16","17","1151","138","839","117","209","88","768","143","254","90","141","62","33","40","0","12","13","20","287","114"
"1400000US41039000702","Census Tract 7.02, Lane County, Oregon","1126","84","952","90","23","24","929","92","526","92","55","25","727","91","296","80","159","60","81","52","3","5","53","29","121","44"
"1400000US41039000902","Census Tract 9.02, Lane County, Oregon","1791","110","1450","140","34","30","1416","138","992","142","187","72","928","129","304","105","320","90","104","49","0","12","51","42","290","93"
"1400000US41039001201","Census Tract 12.01, Lane County, Oregon","1433","147","1102","122","0","12","1102","122","895","124","134","65","774","110","164","70","167","56","7","11","0","12","83","57","248","106"
"1400000US41039003102","Census Tract 31.02, Lane County, Oregon","3459","208","2716","259","0","17","2716","259","2133","253","164","86","2512","256","548","192","158","89","11","20","12","22","427","165","316","122"
"1400000US41039003700","Census Tract 37, Lane County, Oregon","706","95","449","75","4","6","445","74","298","68","41","42","404","67","147","53","12","14","0","12","0","12","230","76","27","31"
"1400000US41039005200","Census Tract 52, Lane County, Oregon","1030","43","911","66","0","12","911","66","621","73","13","19","892","68","279","66","35","23","0","12","0","12","47","33","72","51"
"1400000US41039003500","Census Tract 35, Lane County, Oregon","1613","88","1407","109","0","12","1407","109","945","126","52","34","1271","111","375","93","128","66","53","36","0","12","26","24","180","83"
"1400000US41039003600","Census Tract 36, Lane County, Oregon","1631","90","1309","106","0","12","1309","106","976","111","146","61","1110","110","317","87","47","26","8","12","8","12","81","66","241","86"
"1400000US41039001301","Census Tract 13.01, Lane County, Oregon","1397","88","1032","95","17","20","1015","94","726","103","137","71","770","123","245","79","126","59","16","19","0","12","96","68","269","89"
"1400000US41039001803","Census Tract 18.03, Lane County, Oregon","1676","85","1311","118","16","20","1295","121","846","120","141","68","1129","119","424","93","51","43","25","36","0","12","89","51","276","93"
"1400000US41039001904","Census Tract 19.04, Lane County, Oregon","2303","123","1789","176","5","9","1784","174","1293","180","273","126","1445","208","478","183","132","88","0","17","0","17","137","111","377","124"
"1400000US41039002001","Census Tract 20.01, Lane County, Oregon","1444","32","1206","95","0","12","1206","95","737","125","80","42","1080","107","366","114","132","72","21","23","0","12","0","12","238","90"
"1400000US41071030501","Census Tract 305.01, Yamhill County, Oregon","1755","147","1346","147","15","19","1331","146","895","135","68","46","899","128","241","81","349","105","158","69","9","15","85","52","324","114"
"1400000US41071030702","Census Tract 307.02, Yamhill County, Oregon","2864","162","2219","222","0","17","2219","222","1415","183","198","114","1961","246","744","205","104","78","44","60","0","17","213","132","432","174"
"1400000US41071031000","Census Tract 310, Yamhill County, Oregon","1419","139","1162","120","27","31","1135","115","893","105","206","72","662","121","184","65","200","60","58","36","0","12","89","47","168","88"
"1400000US41071030201","Census Tract 302.01, Yamhill County, Oregon","2098","184","1612","208","19","32","1593","205","1290","178","52","45","1541","205","281","106","22","38","0","17","0","17","152","84","334","161"
"1400000US41005020403","Census Tract 204.03, Clackamas County, Oregon","1319","55","1250","64","0","12","1250","64","970","87","55","39","1189","64","266","77","40","29","6","9","0","12","7","11","62","46"
"1400000US41005020404","Census Tract 204.04, Clackamas County, Oregon","1456","66","1408","73","0","12","1408","73","1078","101","93","50","1298","90","313","102","42","30","8","12","0","12","9","15","39","29"
"1400000US41005020504","Census Tract 205.04, Clackamas County, Oregon","2560","93","2434","116","12","19","2422","117","1858","186","82","58","2267","142","564","185","89","73","0","17","0","17","65","47","61","50"
"1400000US41005020505","Census Tract 205.05, Clackamas County, Oregon","1173","70","1009","71","20","24","989","76","700","101","0","12","983","77","281","101","68","37","0","12","0","12","60","35","104","57"
"1400000US41005022105","Census Tract 221.05, Clackamas County, Oregon","2251","120","2054","136","14","24","2040","138","1446","197","161","97","1847","157","594","180","82","62","0","17","0","17","58","65","139","105"
"1400000US41005022107","Census Tract 221.07, Clackamas County, Oregon","1822","129","1528","153","0","12","1528","153","1087","157","140","70","1337","170","384","122","38","39","18","29","23","27","139","79","155","75"
"1400000US41005022108","Census Tract 221.08, Clackamas County, Oregon","1381","75","1141","101","21","23","1120","101","847","125","183","94","891","120","273","87","66","53","0","12","0","12","55","45","185","79"
"1400000US41005022205","Census Tract 222.05, Clackamas County, Oregon","1424","69","1322","89","10","16","1312","89","1075","122","27","26","1268","93","222","87","27","25","6","10","0","12","84","55","18","21"
"1400000US41005022206","Census Tract 222.06, Clackamas County, Oregon","2491","112","2371","131","0","17","2371","131","1869","157","96","64","2155","150","480","137","124","82","15","26","0","17","0","17","120","62"
"1400000US41005022207","Census Tract 222.07, Clackamas County, Oregon","1971","108","1911","104","0","17","1911","104","1562","142","106","63","1769","115","339","89","85","65","0","17","10","15","53","45","7","12"
"1400000US41005022208","Census Tract 222.08, Clackamas County, Oregon","2391","139","2301","144","29","33","2272","152","1874","182","163","134","2067","212","341","112","98","63","24","27","0","17","46","45","44","46"
"1400000US41005022301","Census Tract 223.01, Clackamas County, Oregon","1536","60","1376","84","0","12","1376","84","979","123","80","41","1225","103","340","107","94","78","0","12","14","21","56","30","104","56"
"1400000US41005022302","Census Tract 223.02, Clackamas County, Oregon","2071","139","1908","163","0","17","1908","163","1341","183","165","110","1717","183","547","160","103","75","0","17","0","17","38","44","125","77"
"1400000US41005022603","Census Tract 226.03, Clackamas County, Oregon","1438","98","1323","116","32","51","1291","116","1040","112","84","58","1159","127","239","84","125","91","12","20","0","12","12","20","103","76"
"1400000US41005022605","Census Tract 226.05, Clackamas County, Oregon","2649","134","2454","172","44","45","2410","170","1768","191","155","88","2213","195","616","187","114","64","0","17","0","17","19","30","176","93"
"1400000US41005022710","Census Tract 227.10, Clackamas County, Oregon","1131","78","971","92","0","12","971","92","728","111","50","30","913","96","235","77","28","25","8","12","0","12","60","47","100","70"
"1400000US41005022606","Census Tract 226.06, Clackamas County, Oregon","1818","95","1671","116","0","17","1671","116","1191","133","107","51","1497","135","453","108","59","40","19","22","8","13","37","50","110","77"
"1400000US41005022707","Census Tract 227.07, Clackamas County, Oregon","2413","127","2117","142","15","26","2102","140","1625","154","219","129","1844","187","407","114","94","77","32","50","7","16","130","63","166","77"
"1400000US41005022708","Census Tract 227.08, Clackamas County, Oregon","1518","104","1306","127","8","14","1298","127","969","126","144","72","1065","124","297","94","115","48","0","12","21","22","56","85","156","76"
"1400000US41005022904","Census Tract 229.04, Clackamas County, Oregon","1376","81","1175","111","19","21","1156","111","769","130","222","125","923","139","376","111","21","23","11","17","0","12","64","65","137","67"
"1400000US41005022905","Census Tract 229.05, Clackamas County, Oregon","1625","79","1507","97","16","21","1491","98","1208","115","145","80","1328","104","283","80","35","29","0","12","0","12","22","25","96","57"
"1400000US41005022906","Census Tract 229.06, Clackamas County, Oregon","1226","83","1047","82","0","12","1047","82","654","98","120","54","899","101","353","106","76","45","0","12","13","19","70","43","109","49"
"1400000US41005022907","Census Tract 229.07, Clackamas County, Oregon","1492","80","1192","131","40","49","1152","133","866","124","165","84","937","121","253","81","81","47","11","17","0","12","50","52","250","112"
"1400000US41005023001","Census Tract 230.01, Clackamas County, Oregon","1251","70","1082","92","0","12","1082","92","760","98","75","37","976","106","283","91","58","38","8","13","10","17","9","13","160","77"
"1400000US41005023002","Census Tract 230.02, Clackamas County, Oregon","1440","59","1301","85","10","15","1291","84","917","101","206","88","1043","109","323","88","148","57","10","16","10","16","39","49","100","61"
"1400000US41005023403","Census Tract 234.03, Clackamas County, Oregon","1973","119","1800","131","5","7","1795","133","1148","179","102","57","1611","152","546","149","185","95","26","29","28","36","32","33","141","80"
"1400000US41005023404","Census Tract 234.04, Clackamas County, Oregon","2332","144","2003","160","15","23","1988","159","1637","178","184","112","1633","160","288","108","219","107","48","44","15","26","54","48","275","103"
"1400000US41005023901","Census Tract 239.01, Clackamas County, Oregon","1855","119","1592","130","18","22","1574","132","1130","150","143","80","1421","131","444","111","51","35","0","17","0","17","78","51","185","85"
"1400000US41005023902","Census Tract 239.02, Clackamas County, Oregon","1892","137","1424","166","0","17","1424","166","933","160","186","89","1183","134","449","111","97","59","22","38","20","34","168","85","300","119"
"1400000US41005024303","Census Tract 243.03, Clackamas County, Oregon","1164","152","980","142","20","23","960","145","639","108","0","12","940","148","311","117","60","38","0","12","0","12","56","52","128","66"
"1400000US41005024304","Census Tract 243.04, Clackamas County, Oregon","984","132","817","130","28","44","789","117","646","132","117","76","528","109","123","66","152","60","9","13","0","12","9","14","158","91"
"1400000US41005980000","Census Tract 9800, Clackamas County, Oregon","22","14","22","14","4","7","18","12","12","9","0","12","18","12","6","8","0","12","0","12","0","12","0","12","0","12"
"1400000US41071030400","Census Tract 304, Yamhill County, Oregon","2882","172","2332","226","37","33","2295","221","1724","233","400","120","1287","203","343","104","526","151","113","61","111","97","91","37","459","154"
"1400000US41071030701","Census Tract 307.01, Yamhill County, Oregon","3376","169","2940","195","47","42","2893","201","2075","210","279","126","2416","234","731","181","271","113","75","65","0","17","201","94","235","102"
"1400000US41071030801","Census Tract 308.01, Yamhill County, Oregon","2175","155","1640","208","0","17","1640","208","1242","212","351","163","1258","225","376","130","75","61","0","17","0","17","123","66","412","156"
"1400000US41071030502","Census Tract 305.02, Yamhill County, Oregon","1786","173","1333","148","17","18","1316","147","827","133","183","60","987","150","406","118","174","45","54","38","0","12","98","49","355","99"
"1400000US41071030802","Census Tract 308.02, Yamhill County, Oregon","1286","101","956","125","0","17","956","125","669","109","133","68","792","113","287","89","22","25","0","17","0","17","62","61","268","91"
"1400000US41071030900","Census Tract 309, Yamhill County, Oregon","1413","105","1140","93","8","13","1132","94","880","93","188","59","814","103","201","62","161","74","45","30","0","12","42","29","231","90"
"1400000US41071030202","Census Tract 302.02, Yamhill County, Oregon","2208","208","1807","241","0","17","1807","241","1404","228","290","174","1417","259","343","95","117","82","60","55","0","17","131","122","270","145"
"1400000US41001950300","Census Tract 9503, Baker County, Oregon","1122","96","808","105","12","15","796","104","492","96","99","42","583","89","200","64","116","50","77","48","0","12","22","21","292","74"
"1400000US41001950100","Census Tract 9501, Baker County, Oregon","1255","98","907","94","26","19","881","93","567","86","143","56","608","93","234","71","132","52","60","35","14","15","123","52","225","57"
"1400000US41001950400","Census Tract 9504, Baker County, Oregon","1231","120","858","101","6","8","852","101","555","105","116","68","682","102","235","72","87","45","28","23","12","19","44","34","329","101"
"1400000US41001950600","Census Tract 9506, Baker County, Oregon","925","95","692","84","7","10","685","84","406","80","83","34","566","82","254","58","52","23","13","12","0","12","24","16","209","59"
"1400000US41001950200","Census Tract 9502, Baker County, Oregon","1422","110","1050","110","0","12","1050","110","659","100","192","86","780","108","327","98","97","42","13","21","13","22","33","39","339","101"
"1400000US41001950500","Census Tract 9505, Baker County, Oregon","972","102","738","98","0","12","738","98","488","89","123","56","507","82","193","78","109","53","46","34","8","13","67","59","167","65"
"1400000US41033361100","Census Tract 3611, Josephine County, Oregon","4007","178","3320","246","14","22","3306","247","2029","246","328","167","2727","263","1120","223","424","145","101","88","10","17","218","142","469","160"
"1400000US41033361300","Census Tract 3613, Josephine County, Oregon","3059","205","2553","233","16","26","2537","238","1732","232","521","203","1777","255","665","194","293","167","62","56","26","38","138","90","368","148"
"1400000US41033361400","Census Tract 3614, Josephine County, Oregon","1205","102","857","128","37","31","820","121","541","137","80","68","385","99","89","57","361","114","125","76","11","16","85","65","263","112"
"1400000US41033360701","Census Tract 3607.01, Josephine County, Oregon","1763","121","1320","147","7","12","1313","147","737","141","157","72","1087","152","509","121","78","45","30","29","7","12","72","55","371","119"
"1400000US41033360300","Census Tract 3603, Josephine County, Oregon","2359","128","2031","149","51","48","1980","147","1090","205","141","104","1408","200","684","205","393","133","114","71","36","40","121","93","207","99"
"1400000US41033360400","Census Tract 3604, Josephine County, Oregon","1875","129","1700","122","46","46","1654","125","1035","159","270","106","1263","116","557","136","224","87","27","28","0","12","0","12","175","60"
"1400000US41047010503","Census Tract 105.03, Marion County, Oregon","1469","104","1125","143","11","17","1114","142","765","116","75","58","870","134","277","89","184","65","58","34","7","13","76","60","268","104"
"1400000US41047010701","Census Tract 107.01, Marion County, Oregon","2923","231","2504","230","0","17","2504","230","1775","296","311","167","2060","267","547","169","170","88","76","52","31","39","76","67","343","154"
"1400000US41047001503","Census Tract 15.03, Marion County, Oregon","1739","98","1413","125","10","15","1403","126","1105","133","305","125","1048","155","271","92","56","33","23","21","0","12","16","18","310","99"
"1400000US41047001601","Census Tract 16.01, Marion County, Oregon","2715","162","2297","182","0","17","2297","182","1707","201","380","152","1823","180","544","153","92","79","27","29","0","17","0","17","418","173"
"1400000US41033361200","Census Tract 3612, Josephine County, Oregon","2905","170","2254","232","48","49","2206","222","1463","248","273","134","1726","237","567","155","221","118","117","101","16","27","107","94","544","208"
"1400000US41033360100","Census Tract 3601, Josephine County, Oregon","899","79","646","87","6","9","640","86","352","82","96","53","288","95","157","76","249","73","105","53","7","10","34","30","219","81"
"1400000US41033360900","Census Tract 3609, Josephine County, Oregon","1186","140","940","126","16","24","924","124","619","136","205","71","411","103","173","81","323","104","99","62","0","12","43","39","203","90"
"1400000US41033360600","Census Tract 3606, Josephine County, Oregon","2596","162","1941","186","0","17","1941","186","1295","194","167","88","1713","184","605","175","85","61","11","18","0","17","205","123","450","164"
"1400000US41033360702","Census Tract 3607.02, Josephine County, Oregon","2661","175","2150","208","0","17","2150","208","1389","238","174","122","1874","187","751","178","144","75","10","16","0","17","64","80","447","135"
"1400000US41033361000","Census Tract 3610, Josephine County, Oregon","2090","136","1681","118","6","10","1675","118","965","143","92","48","1303","142","545","131","291","86","75","52","72","89","57","55","352","151"
"1400000US41033361500","Census Tract 3615, Josephine County, Oregon","1097","106","835","125","30","27","805","126","411","90","100","62","498","99","231","85","187","77","109","64","6","10","15","19","247","106"
"1400000US41033361600","Census Tract 3616, Josephine County, Oregon","3610","293","2725","354","27","28","2698","354","1646","255","511","170","1514","294","843","256","696","213","176","92","0","17","279","132","606","181"
"1400000US41033360800","Census Tract 3608, Josephine County, Oregon","2219","206","1784","215","0","17","1784","215","1019","213","228","108","1030","198","494","140","580","161","217","125","0","17","26","33","409","186"
"1400000US41033360500","Census Tract 3605, Josephine County, Oregon","2447","166","1812","199","43","43","1769","205","989","204","177","103","1458","199","650","160","241","124","47","37","0","17","137","94","498","193"
"1400000US41035970200","Census Tract 9702, Klamath County, Oregon","2188","218","1376","214","37","34","1339","214","909","174","276","108","639","155","243","97","388","165","121","108","36","40","71","57","741","194"
"1400000US41035970800","Census Tract 9708, Klamath County, Oregon","944","65","831","72","8","12","823","71","612","76","119","55","621","71","170","60","107","38","24","15","6","9","0","12","113","40"
"1400000US41035971600","Census Tract 9716, Klamath County, Oregon","1514","94","1065","122","0","12","1065","122","711","131","114","67","886","119","327","94","53","37","27","24","0","12","44","41","405","113"
"1400000US41035971200","Census Tract 9712, Klamath County, Oregon","1006","83","660","94","0","12","660","94","520","83","149","74","483","102","131","67","28","24","7","12","0","12","10","15","336","104"
"1400000US41035971300","Census Tract 9713, Klamath County, Oregon","2157","190","1781","206","14","23","1767","211","1047","197","204","112","1496","223","657","180","140","78","15","23","0","17","155","93","221","92"
"1400000US41035970600","Census Tract 9706, Klamath County, Oregon","579","60","418","65","0","12","418","65","286","61","67","29","313","65","121","43","50","30","6","9","0","12","11","12","150","57"
"1400000US41035970900","Census Tract 9709, Klamath County, Oregon","1800","119","1551","131","10","16","1541","131","1091","146","166","81","1280","142","434","115","118","64","0","12","0","12","35","44","214","80"
"1400000US41035971900","Census Tract 9719, Klamath County, Oregon","1548","132","1286","153","0","12","1286","153","919","159","184","101","1056","160","332","93","60","39","27","30","0","12","70","55","192","89"
"1400000US41035972000","Census Tract 9720, Klamath County, Oregon","1842","129","1461","144","0","12","1461","144","1106","156","52","33","1339","135","322","94","71","47","22","24","0","12","30","29","351","125"
"1400000US41035970100","Census Tract 9701, Klamath County, Oregon","1330","175","877","166","7","11","870","167","370","96","97","64","315","99","135","70","442","139","330","123","22","25","118","81","335","103"
"1400000US41035970400","Census Tract 9704, Klamath County, Oregon","532","55","396","57","0","12","396","57","275","59","66","30","199","46","84","35","117","47","31","17","0","12","25","19","111","44"
"1400000US41035971400","Census Tract 9714, Klamath County, Oregon","2020","133","1808","145","0","17","1808","145","1247","169","169","77","1533","164","515","157","142","86","46","53","0","17","20","30","192","94"
"1400000US41035971500","Census Tract 9715, Klamath County, Oregon","1773","119","1233","133","18","21","1215","135","777","141","177","102","960","137","361","111","93","52","8","11","18","20","97","54","443","106"
"1400000US41035971800","Census Tract 9718, Klamath County, Oregon","1070","133","837","121","0","12","837","121","607","115","134","74","664","126","220","76","21","33","0","12","0","12","0","12","233","91"
"1400000US41035970300","Census Tract 9703, Klamath County, Oregon","1256","132","1052","132","0","12","1052","132","663","131","117","70","738","118","253","90","221","67","91","60","25","40","38","43","166","83"
"1400000US41035970500","Census Tract 9705, Klamath County, Oregon","646","66","472","75","6","8","466","75","293","57","82","38","271","58","96","41","114","38","53","32","0","12","24","23","150","55"
"1400000US41035971100","Census Tract 9711, Klamath County, Oregon","1976","136","1620","147","0","17","1620","147","1230","172","80","62","1520","151","351","142","84","66","0","17","0","17","7","12","349","120"
"1400000US41035970700","Census Tract 9707, Klamath County, Oregon","839","65","615","67","0","12","615","67","421","83","63","34","388","76","116","44","170","52","68","38","0","12","25","18","199","65"
"1400000US41035971700","Census Tract 9717, Klamath County, Oregon","1445","112","1164","124","0","12","1164","124","913","146","73","44","1004","110","230","88","92","52","13","20","0","12","37","33","244","99"
"1400000US41035971000","Census Tract 9710, Klamath County, Oregon","937","75","751","80","15","17","736","82","504","94","107","61","548","70","185","60","139","58","31","25","8","14","7","11","179","67"
