"GEO_ID","id",
"S2802_C05_006M","Margin of Error!!With a computer!!Percent without an Internet Subscription MOE!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone",
"S2802_C05_007E","Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone",
"S2802_C05_007M","Margin of Error!!With a computer!!Percent without an Internet Subscription MOE!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone",
"S2802_C05_008E","Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone",
"S2802_C05_008M","Margin of Error!!With a computer!!Percent without an Internet Subscription MOE!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone",
"S2802_C05_009E","Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone",
"S2802_C05_009M","Margin of Error!!With a computer!!Percent without an Internet Subscription MOE!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone",
"S2802_C05_010E","Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone",
"S2802_C05_010M","Margin of Error!!With a computer!!Percent without an Internet Subscription MOE!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone",
"S2802_C05_011E","Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races",
"S2802_C05_011M","Margin of Error!!With a computer!!Percent without an Internet Subscription MOE!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races",
"S2802_C05_012E","Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)",
"S2802_C05_012M","Margin of Error!!With a computer!!Percent without an Internet Subscription MOE!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)",
"S2802_C05_013E","Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino",
"S2802_C05_013M","Margin of Error!!With a computer!!Percent without an Internet Subscription MOE!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino",
"S2802_C05_014E","Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over",
"S2802_C05_014M","Margin of Error!!With a computer!!Percent without an Internet Subscription MOE!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over",
"S2802_C05_015E","Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Less than high school graduate or equivalency",
"S2802_C05_015M","Margin of Error!!With a computer!!Percent without an Internet Subscription MOE!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Less than high school graduate or equivalency",
"S2802_C05_016E","Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!High school graduate (includes equivalency), some college or associate's degree",
"S2802_C05_016M","Margin of Error!!With a computer!!Percent without an Internet Subscription MOE!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!High school graduate (includes equivalency), some college or associate's degree",
"S2802_C05_017E","Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Bachelor's degree or higher",
"S2802_C05_017M","Margin of Error!!With a computer!!Percent without an Internet Subscription MOE!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Bachelor's degree or higher",
"S2802_C05_018E","Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over",
"S2802_C05_018M","Margin of Error!!With a computer!!Percent without an Internet Subscription MOE!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over",
"S2802_C05_019E","Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!In labor force",
"S2802_C05_019M","Margin of Error!!With a computer!!Percent without an Internet Subscription MOE!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!In labor force",
"S2802_C05_020E","Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!In labor force!!Employed",
"S2802_C05_020M","Margin of Error!!With a computer!!Percent without an Internet Subscription MOE!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!In labor force!!Employed",
"S2802_C05_021E","Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!In labor force!!Unemployed",
"S2802_C05_021M","Margin of Error!!With a computer!!Percent without an Internet Subscription MOE!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!In labor force!!Unemployed",
"S2802_C05_022E","Estimate!!With a computer!!Percent without an Internet Subscription!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!Not in labor force",
"S2802_C05_022M","Margin of Error!!With a computer!!Percent without an Internet Subscription MOE!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!Not in labor force",
"S2802_C06_001E","Estimate!!No computer in household!!Total population in households",
"S2802_C06_001M","Margin of Error!!No computer in household MOE!!Total population in households",
"S2802_C06_002E","Estimate!!No computer in household!!Total population in households!!AGE!!Under 18 years",
"S2802_C06_002M","Margin of Error!!No computer in household MOE!!Total population in households!!AGE!!Under 18 years",
"S2802_C06_003E","Estimate!!No computer in household!!Total population in households!!AGE!!18 to 64 years",
"S2802_C06_003M","Margin of Error!!No computer in household MOE!!Total population in households!!AGE!!18 to 64 years",
"S2802_C06_004E","Estimate!!No computer in household!!Total population in households!!AGE!!65 years and over",
"S2802_C06_004M","Margin of Error!!No computer in household MOE!!Total population in households!!AGE!!65 years and over",
"S2802_C06_005E","Estimate!!No computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone",
"S2802_C06_005M","Margin of Error!!No computer in household MOE!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone",
"S2802_C06_006E","Estimate!!No computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone",
"S2802_C06_006M","Margin of Error!!No computer in household MOE!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone",
"S2802_C06_007E","Estimate!!No computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone",
"S2802_C06_007M","Margin of Error!!No computer in household MOE!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone",
"S2802_C06_008E","Estimate!!No computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone",
"S2802_C06_008M","Margin of Error!!No computer in household MOE!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone",
"S2802_C06_009E","Estimate!!No computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone",
"S2802_C06_009M","Margin of Error!!No computer in household MOE!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone",
"S2802_C06_010E","Estimate!!No computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone",
"S2802_C06_010M","Margin of Error!!No computer in household MOE!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone",
"S2802_C06_011E","Estimate!!No computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races",
"S2802_C06_011M","Margin of Error!!No computer in household MOE!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races",
"S2802_C06_012E","Estimate!!No computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)",
"S2802_C06_012M","Margin of Error!!No computer in household MOE!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)",
"S2802_C06_013E","Estimate!!No computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino",
"S2802_C06_013M","Margin of Error!!No computer in household MOE!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino",
"S2802_C06_014E","Estimate!!No computer in household!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over",
"S2802_C06_014M","Margin of Error!!No computer in household MOE!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over",
"S2802_C06_015E","Estimate!!No computer in household!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Less than high school graduate or equivalency",
"S2802_C06_015M","Margin of Error!!No computer in household MOE!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Less than high school graduate or equivalency",
"S2802_C06_016E","Estimate!!No computer in household!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!High school graduate (includes equivalency), some college or associate's degree",
"S2802_C06_016M","Margin of Error!!No computer in household MOE!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!High school graduate (includes equivalency), some college or associate's degree",
"S2802_C06_017E","Estimate!!No computer in household!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Bachelor's degree or higher",
"S2802_C06_017M","Margin of Error!!No computer in household MOE!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Bachelor's degree or higher",
"S2802_C06_018E","Estimate!!No computer in household!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over",
"S2802_C06_018M","Margin of Error!!No computer in household MOE!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over",
"S2802_C06_019E","Estimate!!No computer in household!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!In labor force",
"S2802_C06_019M","Margin of Error!!No computer in household MOE!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!In labor force",
"S2802_C06_020E","Estimate!!No computer in household!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!In labor force!!Employed",
"S2802_C06_020M","Margin of Error!!No computer in household MOE!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!In labor force!!Employed",
"S2802_C06_021E","Estimate!!No computer in household!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!In labor force!!Unemployed",
"S2802_C06_021M","Margin of Error!!No computer in household MOE!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!In labor force!!Unemployed",
"S2802_C06_022E","Estimate!!No computer in household!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!Not in labor force",
"S2802_C06_022M","Margin of Error!!No computer in household MOE!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!Not in labor force",
"S2802_C07_001E","Estimate!!Percent no computer in household!!Total population in households",
"S2802_C07_001M","Margin of Error!!Percent no computer in household MOE!!Total population in households",
"S2802_C07_002E","Estimate!!Percent no computer in household!!Total population in households!!AGE!!Under 18 years",
"S2802_C07_002M","Margin of Error!!Percent no computer in household MOE!!Total population in households!!AGE!!Under 18 years",
"S2802_C07_003E","Estimate!!Percent no computer in household!!Total population in households!!AGE!!18 to 64 years",
"S2802_C07_003M","Margin of Error!!Percent no computer in household MOE!!Total population in households!!AGE!!18 to 64 years",
"S2802_C07_004E","Estimate!!Percent no computer in household!!Total population in households!!AGE!!65 years and over",
"S2802_C07_004M","Margin of Error!!Percent no computer in household MOE!!Total population in households!!AGE!!65 years and over",
"S2802_C07_005E","Estimate!!Percent no computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone",
"S2802_C07_005M","Margin of Error!!Percent no computer in household MOE!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone",
"S2802_C07_006E","Estimate!!Percent no computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone",
"S2802_C07_006M","Margin of Error!!Percent no computer in household MOE!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone",
"S2802_C07_007E","Estimate!!Percent no computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone",
"S2802_C07_007M","Margin of Error!!Percent no computer in household MOE!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone",
"S2802_C07_008E","Estimate!!Percent no computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone",
"S2802_C07_008M","Margin of Error!!Percent no computer in household MOE!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone",
"S2802_C07_009E","Estimate!!Percent no computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone",
"S2802_C07_009M","Margin of Error!!Percent no computer in household MOE!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone",
"S2802_C07_010E","Estimate!!Percent no computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone",
"S2802_C07_010M","Margin of Error!!Percent no computer in household MOE!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone",
"S2802_C07_011E","Estimate!!Percent no computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races",
"S2802_C07_011M","Margin of Error!!Percent no computer in household MOE!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races",
"S2802_C07_012E","Estimate!!Percent no computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)",
"S2802_C07_012M","Margin of Error!!Percent no computer in household MOE!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)",
"S2802_C07_013E","Estimate!!Percent no computer in household!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino",
"S2802_C07_013M","Margin of Error!!Percent no computer in household MOE!!Total population in households!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino",
"S2802_C07_014E","Estimate!!Percent no computer in household!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over",
"S2802_C07_014M","Margin of Error!!Percent no computer in household MOE!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over",
"S2802_C07_015E","Estimate!!Percent no computer in household!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Less than high school graduate or equivalency",
"S2802_C07_015M","Margin of Error!!Percent no computer in household MOE!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Less than high school graduate or equivalency",
"S2802_C07_016E","Estimate!!Percent no computer in household!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!High school graduate (includes equivalency), some college or associate's degree",
"S2802_C07_016M","Margin of Error!!Percent no computer in household MOE!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!High school graduate (includes equivalency), some college or associate's degree",
"S2802_C07_017E","Estimate!!Percent no computer in household!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Bachelor's degree or higher",
"S2802_C07_017M","Margin of Error!!Percent no computer in household MOE!!Total population in households!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Bachelor's degree or higher",
"S2802_C07_018E","Estimate!!Percent no computer in household!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over",
"S2802_C07_018M","Margin of Error!!Percent no computer in household MOE!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over",
"S2802_C07_019E","Estimate!!Percent no computer in household!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!In labor force",
"S2802_C07_019M","Margin of Error!!Percent no computer in household MOE!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!In labor force",
"S2802_C07_020E","Estimate!!Percent no computer in household!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!In labor force!!Employed",
"S2802_C07_020M","Margin of Error!!Percent no computer in household MOE!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!In labor force!!Employed",
"S2802_C07_021E","Estimate!!Percent no computer in household!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!In labor force!!Unemployed",
"S2802_C07_021M","Margin of Error!!Percent no computer in household MOE!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!In labor force!!Unemployed",
"S2802_C07_022E","Estimate!!Percent no computer in household!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!Not in labor force",
"S2802_C07_022M","Margin of Error!!Percent no computer in household MOE!!Total population in households!!EMPLOYMENT STATUS!!Civilian population 16 years and over!!Not in labor force",
